nshot_prompt,noshot_prompt,context,answer,completion_0,completion_intervention_0,correct_0,correct_intervention_0,completion_1,completion_intervention_1,correct_1,correct_intervention_1,completion_2,completion_intervention_2,correct_2,correct_intervention_2,completion_3,completion_intervention_3,correct_3,correct_intervention_3,completion_4,completion_intervention_4,correct_4,correct_intervention_4,completion_5,completion_intervention_5,correct_5,correct_intervention_5,completion_6,completion_intervention_6,correct_6,correct_intervention_6,completion_7,completion_intervention_7,correct_7,correct_intervention_7,completion_8,completion_intervention_8,correct_8,correct_intervention_8,completion_9,completion_intervention_9,correct_9,correct_intervention_9,completion_10,completion_intervention_10,correct_10,correct_intervention_10,completion_11,completion_intervention_11,correct_11,correct_intervention_11,completion_12,completion_intervention_12,correct_12,correct_intervention_12,completion_13,completion_intervention_13,correct_13,correct_intervention_13,completion_14,completion_intervention_14,correct_14,correct_intervention_14,completion_15,completion_intervention_15,correct_15,correct_intervention_15,completion_16,completion_intervention_16,correct_16,correct_intervention_16,completion_17,completion_intervention_17,correct_17,correct_intervention_17,completion_18,completion_intervention_18,correct_18,correct_intervention_18,completion_19,completion_intervention_19,correct_19,correct_intervention_19,completion_20,completion_intervention_20,correct_20,correct_intervention_20,completion_21,completion_intervention_21,correct_21,correct_intervention_21,completion_22,completion_intervention_22,correct_22,correct_intervention_22,completion_23,completion_intervention_23,correct_23,correct_intervention_23,completion_24,completion_intervention_24,correct_24,correct_intervention_24,completion_25,completion_intervention_25,correct_25,correct_intervention_25,completion_26,completion_intervention_26,correct_26,correct_intervention_26,completion_27,completion_intervention_27,correct_27,correct_intervention_27,completion_28,completion_intervention_28,correct_28,correct_intervention_28,completion_29,completion_intervention_29,correct_29,correct_intervention_29,completion_30,completion_intervention_30,correct_30,correct_intervention_30,completion_31,completion_intervention_31,correct_31,correct_intervention_31
"Q: approximate
A: exact

Q: grotesque
A: beautiful

Q: southwestern
A: northeastern

Q: normal
A: peculiar

Q: only
A: many

Q: poetry
A:","Q: poetry
A:","Q: approximate
A: exact

Q: grotesque
A: beautiful

Q: southwestern
A: northeastern

Q: normal
A: peculiar

Q: only
A: many

",prose,I’m,poetry,False,False,I’m,poetry,False,False,I’m,I’m,False,False,I’m,I’m,False,False,I’m,I’m,False,False,I’m,I’m,False,False,I’m,poetry,False,False,I’m,poetry,False,False,I’m,poetry,False,False,I’m,poetry,False,False,I’m,poetry,False,False,I’m,poetry,False,False,I’m,poetry,False,False,I’m,poetry,False,False,I’m,poetry,False,False,I’m,poetry,False,False,I’m,I’m,False,False,I’m,I’m,False,False,I’m,I’m,False,False,I’m,I’m,False,False,I’m,poetry,False,False,I’m,I’m,False,False,I’m,I’m,False,False,I’m,I’ve,False,False,I’m,I’m,False,False,I’m,I’m,False,False,I’m,I’m,False,False,I’m,I’m,False,False,I’m,I’m,False,False,I’m,I’m,False,False,I’m,I’m,False,False,I’m,I’m,False,False
"Q: sunrise
A: sunset

Q: lateral
A: medial

Q: constructive
A: destructive

Q: mean
A: kind

Q: conscious
A: unconscious

Q: unregulated
A:","Q: unregulated
A:","Q: sunrise
A: sunset

Q: lateral
A: medial

Q: constructive
A: destructive

Q: mean
A: kind

Q: conscious
A: unconscious

",regulated,"The term """,11,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,The term “,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False,"The term """,unregulated,False,False
"Q: silent
A: noisy

Q: predictable
A: unpredictable

Q: competent
A: incompetent

Q: center
A: side

Q: probable
A: improbable

Q: cowardly
A:","Q: cowardly
A:","Q: silent
A: noisy

Q: predictable
A: unpredictable

Q: competent
A: incompetent

Q: center
A: side

Q: probable
A: improbable

",brave,cowardly,:::::,False,False,cowardly,: : :,False,False,cowardly,: : :,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,yes,False,False,cowardly,yes,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,cowardly,False,False,cowardly,The word cow,False,False,cowardly,The word cow,False,False,cowardly,(adj),False,False
"Q: bounce
A: stick

Q: tragedy
A: comedy

Q: follower
A: leader

Q: natural
A: cosmetic

Q: strengthen
A: weaken

Q: following
A:","Q: following
A:","Q: bounce
A: stick

Q: tragedy
A: comedy

Q: follower
A: leader

Q: natural
A: cosmetic

Q: strengthen
A: weaken

",leading,The following is,: : :,False,False,The following is,: : :,False,False,The following is,I'm,False,False,The following is,I’m,False,False,The following is,1.,False,False,The following is,following,False,False,The following is,following,False,False,The following is,following,False,False,The following is,following,False,False,The following is,following,False,False,The following is,following,False,False,The following is,following,False,False,The following is,following,False,False,The following is,following,False,False,The following is,following,False,False,The following is,I'm,False,False,The following is,The following is,False,False,The following is,The following is,False,False,The following is,following,False,False,The following is,The following is,False,False,The following is,following,False,False,The following is,following,False,False,The following is,following,False,False,The following is,following,False,False,The following is,following,False,False,The following is,following,False,False,The following is,The following is,False,False,The following is,The following is,False,False,The following is,The following is,False,False,The following is,The following is,False,False,The following is,The following is,False,False,The following is,1.,False,False
"Q: decrease
A: increase

Q: pollution
A: cleanliness

Q: lighting
A: darkness

Q: national
A: international

Q: occupied
A: vacant

Q: regain
A:","Q: regain
A:","Q: decrease
A: increase

Q: pollution
A: cleanliness

Q: lighting
A: darkness

Q: national
A: international

Q: occupied
A: vacant

",lose,regain,: : :,False,False,regain,regain,False,False,regain,regain,False,False,regain,10,False,False,regain,regain,False,False,regain,regain,False,False,regain,regain,False,False,regain,regain,False,False,regain,regain,False,False,regain,regain,False,False,regain,regain,False,False,regain,regain,False,False,regain,regain,False,False,regain,regain,False,False,regain,regain,False,False,regain,regain,False,False,regain,re-g,False,False,regain,re-g,False,False,regain,I think it,False,False,regain,I think it,False,False,regain,regain,False,False,regain,regain,False,False,regain,regain,False,False,regain,regain,False,False,regain,regain,False,False,regain,regain,False,False,regain,regain,False,False,regain,regain,False,False,regain,regain,False,False,regain,regain,False,False,regain,regain,False,False,regain,regain,False,False
"Q: write
A: erase

Q: predecessor
A: successor

Q: lateral
A: medial

Q: insufficient
A: enough

Q: open
A: closed

Q: ability
A:","Q: ability
A:","Q: write
A: erase

Q: predecessor
A: successor

Q: lateral
A: medial

Q: insufficient
A: enough

Q: open
A: closed

",disability,Ability is,: : :,False,False,Ability is,: : :,False,False,Ability is,I'm,False,False,Ability is,ability,False,False,Ability is,ability,False,False,Ability is,ability,False,False,Ability is,10,False,False,Ability is,ability,False,False,Ability is,ability,False,False,Ability is,ability,False,False,Ability is,ability,False,False,Ability is,ability,False,False,Ability is,ability,False,False,Ability is,ability,False,False,Ability is,ability,False,False,Ability is,ability,False,False,Ability is,ability,False,False,Ability is,ability,False,False,Ability is,The ability to,False,False,Ability is,The ability to,False,False,Ability is,ability,False,False,Ability is,The ability to,False,False,Ability is,The ability to,False,False,Ability is,ability,False,False,Ability is,ability,False,False,Ability is,ability,False,False,Ability is,The ability to,False,False,Ability is,The ability to,False,False,Ability is,The ability to,False,False,Ability is,ability,False,False,Ability is,The ability to,False,False,Ability is,1.,False,False
"Q: watery
A: creamy

Q: exceptional
A: average

Q: uphill
A: downhill

Q: downfall
A: uprise

Q: perfect
A: imperfect

Q: unintelligent
A:","Q: unintelligent
A:","Q: watery
A: creamy

Q: exceptional
A: average

Q: uphill
A: downhill

Q: downfall
A: uprise

Q: perfect
A: imperfect

",intelligent,unintellig,:::::,False,False,unintellig,: : :,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False,unintellig,unintellig,False,False
"Q: human
A: superhuman

Q: dissuade
A: persuade

Q: accelerate
A: decelerate

Q: conclusion
A: outset

Q: praise
A: criticize

Q: disorderly
A:","Q: disorderly
A:","Q: human
A: superhuman

Q: dissuade
A: persuade

Q: accelerate
A: decelerate

Q: conclusion
A: outset

Q: praise
A: criticize

",orderly,Disorderly,: : :,False,False,Disorderly,: : :,False,False,Disorderly,: : :,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,order,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False,Disorderly,disorderly,False,False
"Q: bipartisan
A: partisan

Q: flawless
A: faulty

Q: extreme
A: moderate

Q: big
A: small

Q: inhibit
A: stimulate

Q: create
A:","Q: create
A:","Q: bipartisan
A: partisan

Q: flawless
A: faulty

Q: extreme
A: moderate

Q: big
A: small

Q: inhibit
A: stimulate

",destroy,create,10,False,False,create,create,False,False,create,create,False,False,create,10,False,False,create,create,False,False,create,1,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,create,False,False,create,1.,False,False
"Q: lose
A: find

Q: fifth
A: first

Q: easy
A: difficult

Q: absence
A: presence

Q: creditor
A: debtor

Q: justify
A:","Q: justify
A:","Q: lose
A: find

Q: fifth
A: first

Q: easy
A: difficult

Q: absence
A: presence

Q: creditor
A: debtor

",condemn,The word justify,: : :,False,False,The word justify,: : :,False,False,The word justify,I think it,False,False,The word justify,I think it,False,False,The word justify,I’m,False,False,The word justify,10,False,False,The word justify,justify,False,False,The word justify,justify,False,False,The word justify,justify,False,False,The word justify,justify,False,False,The word justify,justify,False,False,The word justify,justify,False,False,The word justify,justify,False,False,The word justify,unjustified,False,False,The word justify,unjustified,False,False,The word justify,unjustified,False,False,The word justify,"The word """,False,False,The word justify,"The word """,False,False,The word justify,"The word """,False,False,The word justify,"The word """,False,False,The word justify,"The word """,False,False,The word justify,"The word """,False,False,The word justify,"The word """,False,False,The word justify,"The word """,False,False,The word justify,"The word """,False,False,The word justify,Justify is,False,False,The word justify,"The word """,False,False,The word justify,"The word """,False,False,The word justify,"The word """,False,False,The word justify,"The word """,False,False,The word justify,"The word """,False,False,The word justify,1.,False,False
"Q: physical
A: metaphysical

Q: fortunate
A: unfortunate

Q: downstairs
A: upstairs

Q: plaintiff
A: defendant

Q: yesterday
A: tomorrow

Q: skew
A:","Q: skew
A:","Q: physical
A: metaphysical

Q: fortunate
A: unfortunate

Q: downstairs
A: upstairs

Q: plaintiff
A: defendant

Q: yesterday
A: tomorrow

",straight,Skew,10,False,False,Skew,1:,False,False,Skew,skew,False,False,Skew,skew,False,False,Skew,1.,False,False,Skew,0.,False,False,Skew,skew,False,False,Skew,skew,False,False,Skew,skew,False,False,Skew,skew,False,False,Skew,skew,False,False,Skew,skew,False,False,Skew,skew,False,False,Skew,skew,False,False,Skew,skew,False,False,Skew,"The word """,False,False,Skew,The word ske,False,False,Skew,The term ske,False,False,Skew,"The term """,False,False,Skew,"The term """,False,False,Skew,"The term """,False,False,Skew,"The term """,False,False,Skew,skew,False,False,Skew,skew,False,False,Skew,skew,False,False,Skew,skew,False,False,Skew,skew,False,False,Skew,skew,False,False,Skew,skew,False,False,Skew,skew,False,False,Skew,skew,False,False,Skew,1.,False,False
"Q: definite
A: indefinite

Q: unwilling
A: willing

Q: guest
A: host

Q: relative
A: absolute

Q: giant
A: dwarf

Q: sovereign
A:","Q: sovereign
A:","Q: definite
A: indefinite

Q: unwilling
A: willing

Q: guest
A: host

Q: relative
A: absolute

Q: giant
A: dwarf

",subservient,The word so,:::::,False,False,The word so,sovereign,False,False,The word so,sovereign,False,False,The word so,sovereign,False,False,The word so,sovereign,False,False,The word so,sovereign,False,False,The word so,sovereign,False,False,The word so,sovereign,False,False,The word so,sovereign,False,False,The word so,sovereign,False,False,The word so,sovereign,False,False,The word so,sovereign,False,False,The word so,sovereign,False,False,The word so,sovereign,False,False,The word so,sovereign,False,False,The word so,sovereign,False,False,The word so,"The word """,False,False,The word so,"The word """,False,False,The word so,"The word """,False,False,The word so,"The word """,False,False,The word so,"The word """,False,False,The word so,"The word """,False,False,The word so,The word so,False,False,The word so,The word so,False,False,The word so,The word so,False,False,The word so,The word so,False,False,The word so,Sovereign,False,False,The word so,Sovereign,False,False,The word so,Sovereign,False,False,The word so,Sovereign,False,False,The word so,Sovereign,False,False,The word so,a sover,False,False
"Q: waste
A: conserve

Q: romantic
A: platonic

Q: calm
A: agitated

Q: generalize
A: specialize

Q: immature
A: mature

Q: recent
A:","Q: recent
A:","Q: waste
A: conserve

Q: romantic
A: platonic

Q: calm
A: agitated

Q: generalize
A: specialize

Q: immature
A: mature

",ancient,I've,: : :,False,False,I've,10,False,False,I've,1.,False,False,I've,10,False,False,I've,10,False,False,I've,10,False,False,I've,20,False,False,I've,20,False,False,I've,recent,False,False,I've,recent,False,False,I've,recent,False,False,I've,recent,False,False,I've,recent,False,False,I've,recent,False,False,I've,recent,False,False,I've,I'm,False,False,I've,I'm,False,False,I've,I've,False,False,I've,I've,False,False,I've,recent,False,False,I've,recent,False,False,I've,I've,False,False,I've,I've,False,False,I've,I've,False,False,I've,I’ve,False,False,I've,I've,False,False,I've,recent,False,False,I've,I've,False,False,I've,I've,False,False,I've,recent,False,False,I've,recent,False,False,I've,20,False,False
"Q: remove
A: insert

Q: pedestrian
A: driver

Q: ultraviolet
A: infrared

Q: knowledgeable
A: ignorant

Q: humble
A: arrogant

Q: lender
A:","Q: lender
A:","Q: remove
A: insert

Q: pedestrian
A: driver

Q: ultraviolet
A: infrared

Q: knowledgeable
A: ignorant

Q: humble
A: arrogant

",borrower,The lender,10,False,False,The lender,lender,False,False,The lender,lender,False,False,The lender,lender,False,False,The lender,lender,False,False,The lender,lender,False,False,The lender,lender,False,False,The lender,lender,False,False,The lender,lender,False,False,The lender,lender,False,False,The lender,lender,False,False,The lender,lender,False,False,The lender,lender,False,False,The lender,lender,False,False,The lender,lender,False,False,The lender,The lender,False,False,The lender,The lender,False,False,The lender,The lender,False,False,The lender,The lender,False,False,The lender,The lender,False,False,The lender,The lender,False,False,The lender,The lender,False,False,The lender,The lender,False,False,The lender,The lender,False,False,The lender,The lender,False,False,The lender,The lender,False,False,The lender,The lender,False,False,The lender,The lender,False,False,The lender,The lender,False,False,The lender,lender,False,False,The lender,lender,False,False,The lender,lender,False,False
"Q: success
A: failure

Q: admit
A: deny

Q: irresponsible
A: responsible

Q: high
A: low

Q: unvested
A: vested

Q: terrestrial
A:","Q: terrestrial
A:","Q: success
A: failure

Q: admit
A: deny

Q: irresponsible
A: responsible

Q: high
A: low

Q: unvested
A: vested

",maritime,The word terrest,10,False,False,The word terrest,10,False,False,The word terrest,10,False,False,The word terrest,terrestrial,False,False,The word terrest,terrestrial,False,False,The word terrest,terrestrial,False,False,The word terrest,terrestrial,False,False,The word terrest,terrestrial,False,False,The word terrest,terrestrial,False,False,The word terrest,terrestrial,False,False,The word terrest,terrestrial,False,False,The word terrest,terrestrial,False,False,The word terrest,terrestrial,False,False,The word terrest,terrestrial,False,False,The word terrest,terrestrial,False,False,The word terrest,terrestrial,False,False,The word terrest,"The word """,False,False,The word terrest,"The word """,False,False,The word terrest,"The word """,False,False,The word terrest,"The word """,False,False,The word terrest,The word “,False,False,The word terrest,The word “,False,False,The word terrest,The word “,False,False,The word terrest,The word “,False,False,The word terrest,terrestrial,False,False,The word terrest,The word “,False,False,The word terrest,The word “,False,False,The word terrest,The word “,False,False,The word terrest,The word “,False,False,The word terrest,"The word """,False,False,The word terrest,"The word """,False,False,The word terrest,1.,False,False
"Q: packed
A: empty

Q: unemployment
A: employment

Q: excessive
A: insufficient

Q: surplus
A: deficit

Q: untie
A: tie

Q: epidemic
A:","Q: epidemic
A:","Q: packed
A: empty

Q: unemployment
A: employment

Q: excessive
A: insufficient

Q: surplus
A: deficit

Q: untie
A: tie

",endemic,The word ep,: : :,False,False,The word ep,10,False,False,The word ep,1.,False,False,The word ep,epidemic,False,False,The word ep,epidemic,False,False,The word ep,epidemic,False,False,The word ep,epidemic,False,False,The word ep,epidemic,False,False,The word ep,epidemic,False,False,The word ep,epidemic,False,False,The word ep,epidemic,False,False,The word ep,epidemic,False,False,The word ep,epidemic,False,False,The word ep,epidemic,False,False,The word ep,epidemic,False,False,The word ep,epidemic,False,False,The word ep,epidemic,False,False,The word ep,The word ep,False,False,The word ep,The word ep,False,False,The word ep,The word ep,False,False,The word ep,The word ep,False,False,The word ep,The word ep,False,False,The word ep,epidemic,False,False,The word ep,epidemic,False,False,The word ep,epidemic,False,False,The word ep,epidemic,False,False,The word ep,The word ep,False,False,The word ep,The word ep,False,False,The word ep,The word ep,False,False,The word ep,The word ep,False,False,The word ep,The word ep,False,False,The word ep,1.,False,False
"Q: hope
A: despair

Q: monochrome
A: coloured

Q: untrue
A: true

Q: traditional
A: contemporary

Q: react
A: act

Q: disarm
A:","Q: disarm
A:","Q: hope
A: despair

Q: monochrome
A: coloured

Q: untrue
A: true

Q: traditional
A: contemporary

Q: react
A: act

",equip,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False,disarm,disarm,False,False
"Q: obey
A: disobey

Q: authorize
A: prohibit

Q: military
A: civilian

Q: possibility
A: impossibility

Q: bad
A: good

Q: peace
A:","Q: peace
A:","Q: obey
A: disobey

Q: authorize
A: prohibit

Q: military
A: civilian

Q: possibility
A: impossibility

Q: bad
A: good

",war,Peace is a,: : :,False,False,Peace is a,10,False,False,Peace is a,I'm,False,False,Peace is a,I’m,False,False,Peace is a,I’m,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,peace,False,False,Peace is a,1.,False,False
"Q: significant
A: slight

Q: unofficial
A: official

Q: niece
A: nephew

Q: broad
A: narrow

Q: sinister
A: benevolent

Q: answer
A:","Q: answer
A:","Q: significant
A: slight

Q: unofficial
A: official

Q: niece
A: nephew

Q: broad
A: narrow

Q: sinister
A: benevolent

",knock,The answer is,: : :,False,False,The answer is,: : :,False,False,The answer is,I think it,False,False,The answer is,answer,False,False,The answer is,I’m,False,False,The answer is,I think it,False,False,The answer is,answer,False,False,The answer is,answer,False,False,The answer is,answer,False,False,The answer is,answer,False,False,The answer is,answer,False,False,The answer is,answer,False,False,The answer is,answer,False,False,The answer is,answer,False,False,The answer is,answer,False,False,The answer is,answer,False,False,The answer is,answer,False,False,The answer is,answer,False,False,The answer is,answer,False,False,The answer is,The answer is,False,False,The answer is,I'm,False,False,The answer is,I'm,False,False,The answer is,I'm,False,False,The answer is,I'm,False,False,The answer is,The answer is,False,False,The answer is,The answer is,False,False,The answer is,The answer is,False,False,The answer is,The answer is,False,False,The answer is,The answer is,False,False,The answer is,The answer is,False,False,The answer is,The answer is,False,False,The answer is,1.,False,False
"Q: red
A: green

Q: modern
A: colonial

Q: affirm
A: negate

Q: conscious
A: unconscious

Q: fat
A: lean

Q: awkward
A:","Q: awkward
A:","Q: red
A: green

Q: modern
A: colonial

Q: affirm
A: negate

Q: conscious
A: unconscious

Q: fat
A: lean

",graceful,awkward,10,False,False,awkward,:::::,False,False,awkward,A: A,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,I think it,False,False,awkward,I think it,False,False,awkward,awkward,False,False,awkward,I think it,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,awkward,False,False,awkward,uncomfort,False,False
"Q: weakness
A: power

Q: commencement
A: termination

Q: gentlemen
A: ladies

Q: individual
A: group

Q: flat
A: steep

Q: stereo
A:","Q: stereo
A:","Q: weakness
A: power

Q: commencement
A: termination

Q: gentlemen
A: ladies

Q: individual
A: group

Q: flat
A: steep

",mono,The stere,: : :,False,False,The stere,stereo,False,False,The stere,stereo,False,False,The stere,stereo,False,False,The stere,stereo,False,False,The stere,stereo,False,False,The stere,stereo,False,False,The stere,stereo,False,False,The stere,stereo,False,False,The stere,stereo,False,False,The stere,stereo,False,False,The stere,stereo,False,False,The stere,stereo,False,False,The stere,stereo,False,False,The stere,stereo,False,False,The stere,The 2,False,False,The stere,The 2,False,False,The stere,The 2,False,False,The stere,The 2,False,False,The stere,The 2,False,False,The stere,The stere,False,False,The stere,The stere,False,False,The stere,The stere,False,False,The stere,The stere,False,False,The stere,The stere,False,False,The stere,The stere,False,False,The stere,The stere,False,False,The stere,The stere,False,False,The stere,The stere,False,False,The stere,The stere,False,False,The stere,The stere,False,False,The stere,20,False,False
"Q: child
A: adult

Q: proper
A: improper

Q: upstream
A: downstream

Q: next
A: previous

Q: reticent
A: forthcoming

Q: mediocre
A:","Q: mediocre
A:","Q: child
A: adult

Q: proper
A: improper

Q: upstream
A: downstream

Q: next
A: previous

Q: reticent
A: forthcoming

",exceptional,mediocre,11,False,False,mediocre,: : :,False,False,mediocre,: : :,False,False,mediocre,I'm,False,False,mediocre,mediocre,False,False,mediocre,mediocre,False,False,mediocre,mediocre,False,False,mediocre,mediocre,False,False,mediocre,mediocre,False,False,mediocre,mediocre,False,False,mediocre,mediocre,False,False,mediocre,mediocre,False,False,mediocre,mediocre,False,False,mediocre,mediocre,False,False,mediocre,mediocre,False,False,mediocre,unimpress,False,False,mediocre,mediocre,False,False,mediocre,unremarkable,False,False,mediocre,unimpress,False,False,mediocre,unimpress,False,False,mediocre,unimpress,False,False,mediocre,unimpress,False,False,mediocre,mediocre,False,False,mediocre,mediocre,False,False,mediocre,unimpress,False,False,mediocre,mediocre,False,False,mediocre,unimpress,False,False,mediocre,unimpress,False,False,mediocre,"The word """,False,False,mediocre,unimpress,False,False,mediocre,unimpress,False,False,mediocre,unimpress,False,False
"Q: ignorance
A: knowledge

Q: approximate
A: exact

Q: depression
A: elevation

Q: messy
A: neat

Q: ignorance
A: enlightenment

Q: unripe
A:","Q: unripe
A:","Q: ignorance
A: knowledge

Q: approximate
A: exact

Q: depression
A: elevation

Q: messy
A: neat

Q: ignorance
A: enlightenment

",ripe,The word un,:::::,False,False,The word un,: : :,False,False,The word un,1.,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False,The word un,unripe,False,False
