prompt,query,reference,generation_baseline,chrf_baseline,bleu_baseline,metricx_baseline,metricx_qe_baseline,commet_baseline
"Translate the following sentence from Japanese to English:
Q: その後の報告によると、飛行機は爆破予告を受け、アフガニスタンに戻り、カンダハールに着陸したとのことでした。
A:",その後の報告によると、飛行機は爆破予告を受け、アフガニスタンに戻り、カンダハールに着陸したとのことでした。,"Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.","According to the report after that, the plane received a bomb threat and returned to Afghanistan and landed in Kandahar.",59.07360296320812,38.494771267207504,1.9140625,1.8671875,0.9813988208770752
"Translate the following sentence from Japanese to English:
Q: 初期の報告では、この飛行機はウルムチへの緊急着陸を拒否された後、行く先を変更してアフガニスタンに向かったとされています。
A:",初期の報告では、この飛行機はウルムチへの緊急着陸を拒否された後、行く先を変更してアフガニスタンに向かったとされています。,The early reports say the plane was diverted back to Afghanistan after being denied an emergency landing in Ürümqi.,"According to the initial report, this plane was said to have changed its destination to Afghanistan after being denied an emergency landing in Urumqi.",59.724251800880715,38.075723927267624,1.34375,1.1875,0.9873001575469971
"Translate the following sentence from Japanese to English:
Q: イランでは航空事故は珍しくありません。軍民ともに老朽化した整備不足の艦隊を抱え、事故が多発しています。
A:",イランでは航空事故は珍しくありません。軍民ともに老朽化した整備不足の艦隊を抱え、事故が多発しています。,"Air accidents are common in Iran, which has an aging fleet that is poorly maintained both for civil and military operations.","In Iran, air accidents are not rare. Both military and civilian aircraft are plagued by old, poorly maintained fleets, resulting in frequent accidents.",41.452093601476946,11.11096998986041,1.5234375,1.25,0.9005590081214905
"Translate the following sentence from Japanese to English:
Q: 国際的な制裁により、新しい航空機を購入することができません。
A:",国際的な制裁により、新しい航空機を購入することができません。,International sanctions have meant that new aircraft cannot be purchased.,"Due to international sanctions, we cannot purchase new aircraft.",52.618032987843534,9.752759118141046,0.37109375,0.33789062,1.0
"Translate the following sentence from Japanese to English:
Q: 今週初め、警察のヘリコプターが墜落して3人が死亡し、さらに3人が負傷しました。
A:",今週初め、警察のヘリコプターが墜落して3人が死亡し、さらに3人が負傷しました。,"Earlier this week, a police helicopter crash killed three people and wounded three more.","Last week, a police helicopter crashed and three people died, and three more were injured.",60.49872956438791,35.338096752781205,3.484375,1.8515625,0.7960206270217896
"Translate the following sentence from Japanese to English:
Q: 先月、イランではアルメニア行きの旅客機が墜落し、乗客168人が死亡するという、ここ数年で最悪の航空事故が発生しました。
A:",先月、イランではアルメニア行きの旅客機が墜落し、乗客168人が死亡するという、ここ数年で最悪の航空事故が発生しました。,"Last month Iran saw its worst air disaster in years when an airliner heading to Armenia crashed, killing the 168 on board.","Last month, the worst air disaster in recent years occurred in Iran, in which an Armenian-bound passenger plane crashed, killing 168 passengers.",48.80671761771827,20.69099661161138,1.65625,1.59375,0.9690849781036377
"Translate the following sentence from Japanese to English:
Q: 同じ月に、マシュハドの滑走路で別の旅客機が滑走路をオーバーランし、壁に激突して17人が死亡しました。
A:",同じ月に、マシュハドの滑走路で別の旅客機が滑走路をオーバーランし、壁に激突して17人が死亡しました。,"The same month saw another airliner overrun a runway at Mashhad and strike a wall, killing seventeen.","In the same month, another passenger plane overran the runway at Mashhad Airport and crashed into a wall, killing 17 people.",50.28328757241075,23.705266435224473,1.0078125,0.8203125,0.9973108768463135
"Translate the following sentence from Japanese to English:
Q: エアロスミスはツアーで予定していたコンサートを中止しました。
A:",エアロスミスはツアーで予定していたコンサートを中止しました。,Aerosmith have cancelled their remaining concerts on their tour.,Aerosmith canceled the concert they were scheduled to perform on their tour.,48.7502432502019,25.34743707366162,2.953125,1.078125,0.9458631277084351
"Translate the following sentence from Japanese to English:
Q: そのロックバンドは9月16日までアメリカとカナダをツアーで回る予定でした。
A:",そのロックバンドは9月16日までアメリカとカナダをツアーで回る予定でした。,The rock band was due to tour the United States and Canada until September 16.,That rock band was scheduled to tour the United States and Canada until September 16th.,81.99051249609683,52.92031904718659,1.0,1.546875,0.9986879825592041
"Translate the following sentence from Japanese to English:
Q: 8月5日の公演中にリードボーカルのスティーヴン・タイラーがステージから転落して怪我を負ったため、ツアーは中止されました。
A:",8月5日の公演中にリードボーカルのスティーヴン・タイラーがステージから転落して怪我を負ったため、ツアーは中止されました。,They have cancelled the tour after lead singer Steven Tyler was injured after he fell off stage while performing on August 5.,"The tour was canceled because the lead vocalist, Steven Tyler, fell off the stage during the performance on August 5th and was injured.",46.33246940047069,8.09955382432654,0.91796875,0.71875,0.9990181922912598
"Translate the following sentence from Japanese to English:
Q: 両選手がセットのすべてのサーブを1つずつ握った後、マレー選手がタイブレークで第1セットを失いました。
A:",両選手がセットのすべてのサーブを1つずつ握った後、マレー選手がタイブレークで第1セットを失いました。,Murray lost the first set in a tie break after both men held each and every serve in the set.,"After both players had held the set's entire serve, the Malaysian player lost the first set in the tiebreak.",47.60557623055395,19.422069098763885,7.5625,3.828125,0.7237324714660645
"Translate the following sentence from Japanese to English:
Q: 第2セットでは、デル・ポトロが序盤から優位でしたが、6-6に追いつかれた後、またもやタイブレークが必要となりました。
A:",第2セットでは、デル・ポトロが序盤から優位でしたが、6-6に追いつかれた後、またもやタイブレークが必要となりました。,"Del Potro had the early advantage in the second set, but this too required a tie break after reaching 6-6.","In the second set, Del Potro was in the lead from the start, but after being tied at 6-6, he needed a tiebreak again.",45.89978751413408,15.03400039489169,2.1875,2.15625,0.9816020727157593
"Translate the following sentence from Japanese to English:
Q: ポトロは、この時点で肩の治療を受けていましたが、なんとか試合に復帰しました。
A:",ポトロは、この時点で肩の治療を受けていましたが、なんとか試合に復帰しました。,Potro received treatment to his shoulder at this point but managed to return to the game.,"Potoro was receiving treatment for his shoulder at this point, but he managed to return to the game.",73.70833348653483,47.79289657345159,1.8359375,2.53125,0.9742999076843262
"Translate the following sentence from Japanese to English:
Q: このプログラムは、現地時間午後8時30分（UTC 15.00）に開始されました。
A:",このプログラムは、現地時間午後8時30分（UTC 15.00）に開始されました。,The program started at 8:30 p.m. local time (15.00 UTC).,This program started at 8:30 local time (UTC 15:00).,60.786375415575336,26.279464298691586,1.375,1.15625,0.9776973724365234
"Translate the following sentence from Japanese to English:
Q: 全国から集まった有名な歌手たちがシュリーシャムの足元にバジャン（聖歌）を捧げました。
A:",全国から集まった有名な歌手たちがシュリーシャムの足元にバジャン（聖歌）を捧げました。,"Famous singers across the country presented bhajans, or devotional songs, to Shri Shyam's feet.",Famous singers from all over the country sang bhajans at the feet of Shree Shama.,36.4069181252249,17.744397278728673,4.75,2.859375,0.8351937532424927
"Translate the following sentence from Japanese to English:
Q: 夜は、歌手のサンジュ・シャルマから始まりました。ジャイ・シャンカール・チャウドダリが後に続き、ラッカ・シンもチャッパン・ボーグ・バジャンを披露しました。歌手のラジュ・カンデルワルが共演しました。
A:",夜は、歌手のサンジュ・シャルマから始まりました。ジャイ・シャンカール・チャウドダリが後に続き、ラッカ・シンもチャッパン・ボーグ・バジャンを披露しました。歌手のラジュ・カンデルワルが共演しました。,"Singer Sanju Sharma started the evening, followed by Jai Shankar Choudhary. esented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.","The night began with the singer Sanju Sharma, followed by Jai Shankar Chaudhari, who also performed Chappan Boorg Bhajan. The singer Raju Khandelwal also performed.",44.65923984826382,23.96118328933886,6.75,7.375,0.8246521949768066
"Translate the following sentence from Japanese to English:
Q: その後、ラッカ・シンが先頭に立ってバジャンを歌いました。
A:",その後、ラッカ・シンが先頭に立ってバジャンを歌いました。,"Then, Lakkha Singh took the lead in singing the bhajans.","After that, Rakka-Shin stood in front and sang the Bajang.",21.593624179654668,3.0372940354383413,11.625,7.46875,0.6999269127845764
"Translate the following sentence from Japanese to English:
Q: 108枚のチャッパン・ボーグ（ヒンドゥー教では、お菓子、果物、ナッツ、料理など、神に供える56種類の食用品）がババ・シャムに供えられました。
A:",108枚のチャッパン・ボーグ（ヒンドゥー教では、お菓子、果物、ナッツ、料理など、神に供える56種類の食用品）がババ・シャムに供えられました。,"108 plates of Chhappan Bhog (in Hinduism, 56 different edible items, like, sweets, fruits, nuts, dishes etc. which are offered to deity) were served to Baba Shyam.","108 pieces of chapman-bourg (in Hinduism, 56 types of food items such as sweets, fruits, nuts, and dishes are offered to God) were offered to Baba Sham.",50.20390534997043,29.53999651816366,6.125,4.53125,0.6922852993011475
"Translate the following sentence from Japanese to English:
Q: ラッカ・シンがチャッパン・ボグ・バジャンを披露し、歌手のラジュ・カンデルワルが共演しました。
A:",ラッカ・シンがチャッパン・ボグ・バジャンを披露し、歌手のラジュ・カンデルワルが共演しました。,"Lakkha Singh presented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.",Rakka Shin performed Chappan Bogh Bajhan and singer Raju Kandelwal performed with him.,24.38354958728592,3.933071248643728,6.6875,6.09375,0.7155648469924927
"Translate the following sentence from Japanese to English:
Q: 木曜日の東京ゲームショウの基調講演で、任天堂の岩田聡社長は、同社の新型ゲーム機「ニンテンドーレボリューション」コントローラーのデザインを発表しました。
A:",木曜日の東京ゲームショウの基調講演で、任天堂の岩田聡社長は、同社の新型ゲーム機「ニンテンドーレボリューション」コントローラーのデザインを発表しました。,"At Thursday's keynote presentation of the Tokyo Game Show, Nintendo president Satoru Iwata unveiled the controller design for the company's new Nintendo Revolution console.","On Thursday, Nintendo president Satoru Iwata announced the design of the controller for the company's new game console, the Nintendo Revolution, at the Tokyo Game Show.",68.61986812531052,41.24082975628561,3.140625,3.53125,0.862694501876831
"Translate the following sentence from Japanese to English:
Q: 外観がテレビのリモコンに似たこのコントローラーは、家庭のテレビの付近に設置した2台のセンサーと通信して3次元空間における位置を三角測量します。
A:",外観がテレビのリモコンに似たこのコントローラーは、家庭のテレビの付近に設置した2台のセンサーと通信して3次元空間における位置を三角測量します。,"Resembling a television remote, the controller uses two sensors placed near the user's television to triangulate its position in three-dimensional space.","This controller, which looks like a TV remote control, communicates with two sensors installed near the TV in the home to triangulate its position in three-dimensional space.",58.66402767151244,40.79939866222825,0.44726562,0.49414062,0.9827127456665039
"Translate the following sentence from Japanese to English:
Q: プレイヤーは空中で端末を動かすことで、ビデオゲームでアクションや動きをコントロールできるようになります。
A:",プレイヤーは空中で端末を動かすことで、ビデオゲームでアクションや動きをコントロールできるようになります。,This will allow players to control actions and movements in video games by moving the device through the air.,Players can control actions and movements in video games by moving the device in the air.,70.7127211841576,60.75100828873091,0.80859375,0.86328125,0.9864085912704468
"Translate the following sentence from Japanese to English:
Q: ジャンカルロ・フィジケラがマシンをコントロールできなくなり、スタート直後にレースから脱落しました。
A:",ジャンカルロ・フィジケラがマシンをコントロールできなくなり、スタート直後にレースから脱落しました。,Giancarlo Fisichella lost control of his car and ended the race very soon after the start.,Giancarlo Fisichella lost control of his car and crashed out of the race at the start.,70.91546605495776,62.48651455191908,2.625,2.65625,0.8888272047042847
"Translate the following sentence from Japanese to English:
Q: チームメイトのフェルナンド・アロンソはレースの大半をリードしていましたが、ピットストップ直後に右フロントホイールの収まりが悪かったためか、レースから脱落しました。
A:",チームメイトのフェルナンド・アロンソはレースの大半をリードしていましたが、ピットストップ直後に右フロントホイールの収まりが悪かったためか、レースから脱落しました。,"His teammate Fernando Alonso was in the lead for most of the race, but ended it right after his pit-stop, probably because a badly tucked right front wheel.","Fernando Alonso, a teammate, led the race for most of the time, but he dropped out of the race due to a poor fit of the right front wheel after a pit stop.",44.701423151551964,14.791759773031057,4.1875,3.40625,0.8126791715621948
"Translate the following sentence from Japanese to English:
Q: ミハエル・シューマッハは、レース中に受けた度重なる衝撃でサスペンションが故障したため、アロンソの直後にレースから脱落しました。
A:",ミハエル・シューマッハは、レース中に受けた度重なる衝撃でサスペンションが故障したため、アロンソの直後にレースから脱落しました。,"Michael Schumacher ended his race not long after Alonso, because of the suspension damage in the numerous battles during the race.",Michael Schumacher was forced to retire from the race after his suspension failed due to the repeated shocks he received during the race.,41.45434399966079,19.59280139287724,4.09375,5.25,0.8050262928009033
"Translate the following sentence from Japanese to English:
Q: 記者会見の音声記録によると、「彼女はとてもかわいくて、歌もかなり上手いとのこと」。
A:",記者会見の音声記録によると、「彼女はとてもかわいくて、歌もかなり上手いとのこと」。,"""She’s very cute and sings quite well, too,"" he said according to a transcript of the news conference.","According to the audio recording of the press conference, ""she is very cute and she is said to be quite good at singing.""",43.44831446589623,7.647779668764416,1.390625,0.8828125,0.9841517210006714
"Translate the following sentence from Japanese to English:
Q: 予行演習のたびに、心の底から感動がこみ上げました。
A:",予行演習のたびに、心の底から感動がこみ上げました。,"""I was moved every time we did a rehearsal on this, from the bottom of my heart.""","Every time I rehearsed the play, I was deeply moved.",26.58574147508993,4.360540284569853,3.09375,2.5,0.8131103515625
"Translate the following sentence from Japanese to English:
Q: 打ち上げから3分ほど経った頃、船内カメラが燃料タンクから断熱材の発泡体の多数の破片が飛び散る様子を映し出しました。
A:",打ち上げから3分ほど経った頃、船内カメラが燃料タンクから断熱材の発泡体の多数の破片が飛び散る様子を映し出しました。,"Around 3 minutes into the launch, an on-board camera showed numerous pieces of insulation foam break away from the fuel tank.","About three minutes after the launch, the ship's camera captured the scene of a large number of foam fragments flying out of the fuel tank.",36.00941015700169,12.178021069411955,1.8125,2.328125,0.9033634662628174
"Translate the following sentence from Japanese to English:
Q: しかし、シャトルに損害を与えたとは考えられない。
A:",しかし、シャトルに損害を与えたとは考えられない。,"However, they are not thought to have caused any damage to the shuttle.","But, I don't think that the shuttle was damaged.",25.680237139504484,10.398089766078932,4.40625,2.015625,0.6687344312667847
"Translate the following sentence from Japanese to English:
Q: NASAのシャトルプログラムチーフであるN・ウェイン・ヘイル・ジュニア氏は、「不安な時間が過ぎ去った後」でこの発泡体が落下してきたと述べました。
A:",NASAのシャトルプログラムチーフであるN・ウェイン・ヘイル・ジュニア氏は、「不安な時間が過ぎ去った後」でこの発泡体が落下してきたと述べました。,"NASA's shuttle program chief N. Wayne Hale Jr. said the foam had fallen ""after the time we are concerned about.""","NASA's shuttle program chief, N. Wayne Hale Jr., said the foam fell ""after a period of anxious time.""",55.225660903922126,44.348492631401015,4.65625,3.953125,0.9149181246757507
"Translate the following sentence from Japanese to English:
Q: 展示された5分後に風が吹き始め、1分後には時速70キロに達しました... その後、雨が降り、雨粒は肌に当たると針のように痛い大粒で、やがて空から雹が降ってきて、人々はパニックになり、悲鳴を上げながら、われ先にと走り回っていました。
A:",展示された5分後に風が吹き始め、1分後には時速70キロに達しました... その後、雨が降り、雨粒は肌に当たると針のように痛い大粒で、やがて空から雹が降ってきて、人々はパニックになり、悲鳴を上げながら、われ先にと走り回っていました。,"Five minutes into the display a wind starts rolling in, about a minute later, the wind is reaching 70km/h... then the rain comes, but so hard and so large that it slaps your skin like a needle, then hail fell from the sky, people panicking and screaming and running over each other.","After the wind started blowing five minutes after the display was shown, it reached 70 kilometers per hour one minute later. Then it rained, and the raindrops hurt like needles when they hit the skin, and soon hail fell from the sky, and people panicked and ran around screaming.",43.97425637897515,13.566285676389114,3.5625,3.28125,0.80824214220047
"Translate the following sentence from Japanese to English:
Q: 「私は妹やその友人とはぐれてしまったのですが、途中で車椅子に乗った障害者が2人いて、飛び越えて車椅子を押している人たちがいました」とアルマン・ヴェルサーチさんは語っています。
A:",「私は妹やその友人とはぐれてしまったのですが、途中で車椅子に乗った障害者が2人いて、飛び越えて車椅子を押している人たちがいました」とアルマン・ヴェルサーチさんは語っています。,"I lost my sister and her friend, and on my way there were two disabled people in wheelchairs, people just jumping over and pushing them,"" Armand Versace said.","""I was separated from my sister and her friends, but there were two disabled people on wheelchairs in the middle of the road, and there were people pushing wheelchairs over the road.""",51.021040800524496,22.30483731541277,5.4375,6.625,0.45450571179389954
"Translate the following sentence from Japanese to English:
Q: また、NHKは新潟県の柏崎刈羽原発が正常に稼働していると報道していました。
A:",また、NHKは新潟県の柏崎刈羽原発が正常に稼働していると報道していました。,NHK also reported that the Kashiwazaki Kariwa nuclear power plant in Niigata prefecture was operating normally.,"Again, NHK reported that the Kashiwazaki-Kariwa nuclear power plant in Niigata Prefecture was operating normally.",81.61091355136895,62.41886696801317,1.6015625,1.890625,0.8439191579818726
"Translate the following sentence from Japanese to English:
Q: 北陸電力は、地震による影響はなく、志賀原発の1号機と2号機を停止したと報告しました。
A:",北陸電力は、地震による影響はなく、志賀原発の1号機と2号機を停止したと報告しました。,Hokuriku Electric Power Co. reported no effects from the earthquake and that the Number 1 and 2 reactors at its Shika nuclear power plant were shut down.,Hokuriku Electric Power reported that there was no impact from the earthquake and that it had stopped the No. 1 and No. 2 reactors at Shika Nuclear Power Plant.,56.315234067217965,33.95816543902902,2.0625,1.84375,0.9575749635696411
"Translate the following sentence from Japanese to English:
Q: 当該地域の約9400軒の家庭に水道がなく、約100軒の家庭には電気がないことが報告されています。
A:",当該地域の約9400軒の家庭に水道がなく、約100軒の家庭には電気がないことが報告されています。,It is reported that some 9400 homes in the region are without water and approximately 100 without electricity.,"It is reported that about 9,400 households in that region do not have running water and about 100 households do not have electricity.",46.0413033434582,13.461801293778903,0.921875,1.234375,0.9790775775909424
"Translate the following sentence from Japanese to English:
Q: 被災地では一部の道路の被害を受け、鉄道が寸断され、石川県の能登空港も閉鎖されたままです。
A:",被災地では一部の道路の被害を受け、鉄道が寸断され、石川県の能登空港も閉鎖されたままです。,"Some roads have been damaged, railway service interrupted in the affected areas, and the Noto Airport in Ishikawa prefecture remains closed.","In the disaster-stricken areas, some roads were damaged, the railway was cut off, and the Noto Airport in Ishikawa Prefecture was closed.",53.883271935107615,31.61738865147805,2.171875,2.359375,0.923721432685852
"Translate the following sentence from Japanese to English:
Q: 知事執務式の外で爆弾が爆発しました。
A:",知事執務式の外で爆弾が爆発しました。,One bomb exploded outside the governor general's office.,The governor's office was bombed outside of the office.,45.597736890973856,17.96071710171446,11.375,11.0625,0.4611089527606964
"Translate the following sentence from Japanese to English:
Q: その後2時間のうちに、さらに3つの爆弾が官庁施設の付近で爆発しました。
A:",その後2時間のうちに、さらに3つの爆弾が官庁施設の付近で爆発しました。,Three more bombs exploded near government buildings in a period of two hours.,"After that, three more bombs exploded near government facilities within two hours.",61.61374667572716,49.62822700197383,2.03125,1.8359375,0.9970753192901611
"Translate the following sentence from Japanese to English:
Q: 一部の報告では公式の死者数は8人とされ、公式の報告では最大30人が負傷したことが確認されていますが、最終的な人数はまだわかっていません。
A:",一部の報告では公式の死者数は8人とされ、公式の報告では最大30人が負傷したことが確認されていますが、最終的な人数はまだわかっていません。,"Some reports put the official death toll at eight, and official reports confirm that up to 30 were injured; but final numbers are not yet known.","According to some reports, the official death toll is 8, and the official report confirmed that a maximum of 30 people were injured, but the final number is still unknown.",52.71371057187516,11.935272119836544,1.6953125,1.4453125,0.984119176864624
"Translate the following sentence from Japanese to English:
Q: 汚染されたペットフードを食べて死亡したペットの尿サンプルからシアン酸とメラミンの両方が検出されました。
A:",汚染されたペットフードを食べて死亡したペットの尿サンプルからシアン酸とメラミンの両方が検出されました。,Both cyanuric acid and melamine were found in urine samples from pets that died after consuming contaminated pet food.,Cyanide and melamine were both detected in urine samples from pets that died after eating contaminated pet food.,71.23617086006044,57.459534103409354,0.92578125,0.49414062,0.8622603416442871
"Translate the following sentence from Japanese to English:
Q: その大学の研究者たちによれば、この2つの化合物は、互いに反応して腎臓の機能を阻害しうる結晶を形成します。
A:",その大学の研究者たちによれば、この2つの化合物は、互いに反応して腎臓の機能を阻害しうる結晶を形成します。,"The two compounds react with one another to form crystals that may block kidney function, researchers at the university said.","According to the researchers at that university, these two compounds react with each other to form crystals that can inhibit kidney function.",66.61720220990456,37.38600159992005,0.66015625,0.48632812,1.0
"Translate the following sentence from Japanese to English:
Q: 研究者らは、メラミンとシアヌル酸の添加によって猫の尿に形成された結晶を観察しました。
A:",研究者らは、メラミンとシアヌル酸の添加によって猫の尿に形成された結晶を観察しました。,The researchers observed crystals formed in cat urine by the addition of melamine and cyanuric acid.,Researchers observed crystals formed in cat urine by the addition of melamine and cyanuric acid.,94.12349943597057,91.81891462193897,0.40039062,0.57421875,1.0
"Translate the following sentence from Japanese to English:
Q: これらの結晶の組成は、赤外分光法（FTIR）で比較すると、患部のペットの尿中に見られるものと一致します。
A:",これらの結晶の組成は、赤外分光法（FTIR）で比較すると、患部のペットの尿中に見られるものと一致します。,The composition of these crystals matches those found in the urine of affected pets when compared by infrared spectroscopy (FTIR).,The composition of these crystals is consistent with that found in the urine of affected pets when compared by infrared spectroscopy (FTIR).,86.97428553405857,80.94220211349226,0.61328125,1.5703125,0.997185468673706
"Translate the following sentence from Japanese to English:
Q: お気づきかどうかわかりませんが、中米からこの国に入って来る商品のほとんどは無税でした。
A:",お気づきかどうかわかりませんが、中米からこの国に入って来る商品のほとんどは無税でした。,"I don't know if you realize it or not, but most of the goods from Central America came into this country duty-free.","I don't know if you noticed, but most of the goods that come into this country from Central America were tax-free.",69.28223644080661,50.283897683863366,1.03125,1.2421875,0.9240976572036743
"Translate the following sentence from Japanese to English:
Q: しかし、こちらの商品の80%は中米諸国で関税をかけられていました。
A:",しかし、こちらの商品の80%は中米諸国で関税をかけられていました。,Yet eighty percent of our goods were taxed through tariffs in Central American countries. we treat you.,"However, 80% of this product was subject to tariffs in Central American countries.",42.257350674564954,26.46285640035245,4.6875,1.984375,0.9395817518234253
"Translate the following sentence from Japanese to English:
Q: 意味があるように思えませんでしたし、確かに不公平でした。
A:",意味があるように思えませんでしたし、確かに不公平でした。,That didn't seem to make sense to me; it certainly wasn't fair.,"I didn't think it was fair, and it was definitely unfair.",20.119432384005872,9.55389238170021,3.71875,3.671875,0.9681625366210938
"Translate the following sentence from Japanese to English:
Q: 申し上げておきたいのは、私たちが皆さんを扱うように私たちを扱って欲しいということだけです。
A:",申し上げておきたいのは、私たちが皆さんを扱うように私たちを扱って欲しいということだけです。,All I say to people is you treat us the way we treat you.,I just want you to treat me the way you treat me.,37.70236559436068,9.174909158727896,8.125,7.25,0.36809241771698
"Translate the following sentence from Japanese to English:
Q: カリフォルニア州のアーノルド・シュワルツェネッガー知事は、暴力的なビデオゲームを未成年者に販売やレンタルすることを禁止する法案に署名しました。
A:",カリフォルニア州のアーノルド・シュワルツェネッガー知事は、暴力的なビデオゲームを未成年者に販売やレンタルすることを禁止する法案に署名しました。,California Governor Arnold Schwarzenegger signed into law a bill that bans the sale or rental of violent video games to minors.,"Arnold Schwarzenegger, the governor of California, signed a bill that prohibits the sale or rental of violent video games to minors.",75.58509655323243,56.64731353491229,1.1015625,1.0,0.9917261600494385
"Translate the following sentence from Japanese to English:
Q: 法案では、カリフォルニア州で販売する暴力的なビデオゲームに「18歳」というラベルを貼ることを義務付け、1回の違反（未成年者への販売）につき1000ドルの罰金が科されます。
A:",法案では、カリフォルニア州で販売する暴力的なビデオゲームに「18歳」というラベルを貼ることを義務付け、1回の違反（未成年者への販売）につき1000ドルの罰金が科されます。,"The bill requires violent video games sold in the state of California to be labeled with a decal reading ""18"" and makes their sale to a minor punishable by a fine of $1000 per offense.","The bill requires that violent video games sold in California be labeled ""18"" and imposes a fine of $1,000 for each violation (sale to a minor).",52.443447122172635,22.2899771149986,1.484375,1.5625,0.9899271726608276
"Translate the following sentence from Japanese to English:
Q: 公訴局長官のキアー・スターマー王室顧問弁護士は今朝、ハーン氏とプライス氏の両氏を起訴するという声明を発表しました。
A:",公訴局長官のキアー・スターマー王室顧問弁護士は今朝、ハーン氏とプライス氏の両氏を起訴するという声明を発表しました。,"The Director of Public Prosecutions, Kier Starmer QC, gave a statement this morning announcing the prosecution of both Huhne and Pryce.","The Attorney General of the Republic of Kirr Starmer, Royal Counsel, announced this morning that he will prosecute both Mr. Haen and Mr. Price.",34.693697174835584,3.854820984876957,7.3125,6.59375,0.4232116937637329
"Translate the following sentence from Japanese to English:
Q: フーネ氏は辞任し、内閣ではエド・デイビー下院議員がその後任となる予定です。デイビー氏の退任で空席となる事業所管大臣の席にはノーマン・ラム下院議員が就くと予想されます。
A:",フーネ氏は辞任し、内閣ではエド・デイビー下院議員がその後任となる予定です。デイビー氏の退任で空席となる事業所管大臣の席にはノーマン・ラム下院議員が就くと予想されます。,Huhne has resigned and he will be replaced in the Cabinet by Ed Davey MP. Norman Lamb MP is expected to take the Business Minister job Davey is vacating.,フーネ氏は辞任し、内閣ではエド・デイビー下院議員がその後任となる予定です。デイビー氏の退任で空席となる事業所管大臣の席にはノーマン・ラム下院議員が就くと予想されます。,0.0,0.0,21.125,24.0,0.8317173719406128
"Translate the following sentence from Japanese to English:
Q: フーネ氏とプライス氏は2月16日にウェストミンスター治安判事裁判所に出廷する予定です。
A:",フーネ氏とプライス氏は2月16日にウェストミンスター治安判事裁判所に出廷する予定です。,Huhne and Pryce are scheduled to appear at the Westminster Magistrates Court on February 16.,Mr. Fune and Mr. Price are scheduled to appear in court on February 16th.,49.03338616568968,21.31456897111116,5.5,5.3125,0.7485668063163757
"Translate the following sentence from Japanese to English:
Q: 死亡したのは、ニコラス・オールデンさん（25歳）と運転手を務めるザカリー・カッドバックさん（21歳）でした。
A:",死亡したのは、ニコラス・オールデンさん（25歳）と運転手を務めるザカリー・カッドバックさん（21歳）でした。,"The fatalities were Nicholas Alden, 25, and Zachary Cuddeback, 21. Cuddeback had been the driver.","The deceased were Nicholas Alden (25) and Zachary Cadback (21), who was driving.",37.970712787368456,14.039712495281611,4.84375,2.421875,0.9064271450042725
"Translate the following sentence from Japanese to English:
Q: エドガー・ベギラさんは腕と顎を負傷し、クリストファー・シュナイダーさんは顔の再建手術が必要なほどの重症を負いました。
A:",エドガー・ベギラさんは腕と顎を負傷し、クリストファー・シュナイダーさんは顔の再建手術が必要なほどの重症を負いました。,Edgar Veguilla received arm and jaw wounds while Kristoffer Schneider was left requiring reconstructive surgery for his face.,"Edgar Beqiri suffered an arm and jaw injury, and Christopher Schneider suffered a serious injury requiring facial reconstruction surgery.",40.399649803240095,7.881926575633939,2.734375,1.625,0.6751812696456909
"Translate the following sentence from Japanese to English:
Q: ウカの武器は5人目の男の頭に向けられて失敗した。シュナイダーには痛みがあり、片目は失明し、頭蓋骨の一部が欠損し、顔はチタンで再建されている。
A:",ウカの武器は5人目の男の頭に向けられて失敗した。シュナイダーには痛みがあり、片目は失明し、頭蓋骨の一部が欠損し、顔はチタンで再建されている。,"Uka's weapon failed whilst pointed at a fifth man's head. Schneider has ongoing pain, blindness in one eye, a missing section of skull and a face rebuilt from titanium.","The weapon of Uka was aimed at the head of the fifth man and failed. Schneider felt pain, lost one eye, had a part of his skull missing, and his face was rebuilt with titanium.",42.40784458912021,11.945814303113693,2.328125,3.390625,0.8462533950805664
"Translate the following sentence from Japanese to English:
Q: シュナイダーは母国の米空軍基地からビデオリンクで証言しました。
A:",シュナイダーは母国の米空軍基地からビデオリンクで証言しました。,Schneider testified via videolink from a USAF base in his homeland.,Schneider testified from a video link from his home country's air force base.,55.10838789187428,17.694975149532556,4.40625,4.84375,0.8071093559265137
"Translate the following sentence from Japanese to English:
Q: 水曜日のイベントの後、カルパネドは選手権で2つの個人レースに出場しました。
A:",水曜日のイベントの後、カルパネドは選手権で2つの個人レースに出場しました。,"Beyond Wednesday's event, Carpanedo competed in two individual races at the Championships.","After the Wednesday event, Karpanedo participated in two individual races in the championship.",56.32227606200427,28.08337289012351,4.40625,4.3125,0.9174340963363647
