prompt,query,reference,generation_baseline,chrf_baseline,bleu_baseline,metricx_qe_baseline
"Translate the following sentence from Wolof to English:
Q: Dama jàppoon ni loolu amna maanaa; waaye gis naa ni dama juumoon.
A:",Dama jàppoon ni loolu amna maanaa; waaye gis naa ni dama juumoon.,That didn't seem to make sense to me; it certainly wasn't fair.,The man who is in the car is my father; he is the one who is driving the car.,13.382758833128259,2.159701133933343,13.5625
"Translate the following sentence from Wolof to English:
Q: Limay wax nit ñi mooy nañu ñu jàpp ni ñu leen jàppee.
A:",Limay wax nit ñi mooy nañu ñu jàpp ni ñu leen jàppee.,All I say to people is you treat us the way we treat you.,The man who is not a thief is not a thief.,8.986409097312725,3.1443446386286733,14.625
"Translate the following sentence from Wolof to English:
Q: Njiitu California Arnold Schawarzenegger bind na benn téere buy tere jaay wala luwe xale yi ay powu wideo yu soxor
A:",Njiitu California Arnold Schawarzenegger bind na benn téere buy tere jaay wala luwe xale yi ay powu wideo yu soxor,California Governor Arnold Schwarzenegger signed into law a bill that bans the sale or rental of violent video games to minors.,Arnold Schwarzenegger is a California native.,26.40280841930855,8.413208087777846,20.0
"Translate the following sentence from Wolof to English:
Q: Keyt gi dafay laaj ab powu video bu tar bu nu jaay ko ci dëkku Kaliforni nu taf ci “18” te fexe ku ka jaay xale ñu daan la $1000 tooñ bu nekk.
A:",Keyt gi dafay laaj ab powu video bu tar bu nu jaay ko ci dëkku Kaliforni nu taf ci “18” te fexe ku ka jaay xale ñu daan la $1000 tooñ bu nekk.,"The bill requires violent video games sold in the state of California to be labeled with a decal reading ""18"" and makes their sale to a minor punishable by a fine of $1000 per offense.",Keyt gi dafay laaj ab powu video bu tar bu nu jaay ko ci dëkku Kaliforni nu taf ci “18” te fexe ku ka jaay xale ñu daan la $1000 tooñ bu nekk.,14.003775405558846,1.9547435301444356,25.0
"Translate the following sentence from Wolof to English:
Q: NJiitu Bànkaas giy Tuumalaatee, Kier Starmer QC, wax na ne ci suba tuuma gi mu teg ci Huhne ak Pryce.
A:","NJiitu Bànkaas giy Tuumalaatee, Kier Starmer QC, wax na ne ci suba tuuma gi mu teg ci Huhne ak Pryce.","The Director of Public Prosecutions, Kier Starmer QC, gave a statement this morning announcing the prosecution of both Huhne and Pryce.","The former Labour leader, Ed Miliband, has said that he is not interested in the leadership contest.",15.270287472816598,1.4622771495305926,24.75
"Translate the following sentence from Wolof to English:
Q: Huhne bayyi na liggéeyam te Ed Davey MP moo koy wuutu ci Cabinet bi. Norman Lamb MP lañuy jàppoon ni moo wara liigéeyu Ministeer bi yor wàllu Liggéey bi Davey dafay bayyi.
A:",Huhne bayyi na liggéeyam te Ed Davey MP moo koy wuutu ci Cabinet bi. Norman Lamb MP lañuy jàppoon ni moo wara liigéeyu Ministeer bi yor wàllu Liggéey bi Davey dafay bayyi.,Huhne has resigned and he will be replaced in the Cabinet by Ed Davey MP. Norman Lamb MP is expected to take the Business Minister job Davey is vacating.,Huhne said that Ed Davey MP was appointed to the Cabinet and Norman Lamb MP was appointed to the Ministerial team.,35.54260079116695,12.314740014685016,9.125
"Translate the following sentence from Wolof to English:
Q: Huhne ak Pryce lañuy xaar ngir ñu feeñ ci Tirbinaalu Masisteeru Westminster bisu 16 Fewëriye.
A:",Huhne ak Pryce lañuy xaar ngir ñu feeñ ci Tirbinaalu Masisteeru Westminster bisu 16 Fewëriye.,Huhne and Pryce are scheduled to appear at the Westminster Magistrates Court on February 16.,The following sentence is translated from Wolof to English:,10.39255496121187,1.7386863385674487,25.0
"Translate the following sentence from Wolof to English:
Q: Nicolas Alden,25, ak Zachary Cuddeback,21 ñoo ñàkk seen bakkan. Cuddeback moo doon dawal.
A:","Nicolas Alden,25, ak Zachary Cuddeback,21 ñoo ñàkk seen bakkan. Cuddeback moo doon dawal.","The fatalities were Nicholas Alden, 25, and Zachary Cuddeback, 21. Cuddeback had been the driver.","Nicolas Alden,25, also known as Zachary Cuddeback,21, was shot in the back. Cuddeback was also shot in the back.",42.457920943470675,17.27160009442635,14.0
"Translate the following sentence from Wolof to English:
Q: Edgar veguilla gaañu na ci loxo ak ci lexx wanté Kristofer Schneider mom bay nañ ko mu nekk ci sirurgi defaraat kanamam.
A:",Edgar veguilla gaañu na ci loxo ak ci lexx wanté Kristofer Schneider mom bay nañ ko mu nekk ci sirurgi defaraat kanamam.,Edgar Veguilla received arm and jaw wounds while Kristoffer Schneider was left requiring reconstructive surgery for his face.,Edgar is a doctor who specializes in plastic surgery.,13.71123778018601,1.2613461232616665,18.375
"Translate the following sentence from Wolof to English:
Q: Ngannaayu Uka dafa lajj ba mu ka tegee ci benn boo jël juróomeel ba boppu nit ki. Schneideer am na metit buy wey, benn bët bi gumma, benn pàcc ci këlu your gi dem ak kanam gu nu defaraat ak titanium.
A:","Ngannaayu Uka dafa lajj ba mu ka tegee ci benn boo jël juróomeel ba boppu nit ki. Schneideer am na metit buy wey, benn bët bi gumma, benn pàcc ci këlu your gi dem ak kanam gu nu defaraat ak titanium.","Uka's weapon failed whilst pointed at a fifth man's head. Schneider has ongoing pain, blindness in one eye, a missing section of skull and a face rebuilt from titanium.","If you cut the wire with a knife, it will be very sharp, but it will not be able to cut titanium.",13.510197454228031,3.0619806018025266,19.0
"Translate the following sentence from Wolof to English:
Q: Schneider seedena jaaree ko ci ab lëkkaloo bu widewoo nekk ci benn dallu bu tàkk der yu waa Amerig ci dëkkam.
A:",Schneider seedena jaaree ko ci ab lëkkaloo bu widewoo nekk ci benn dallu bu tàkk der yu waa Amerig ci dëkkam.,Schneider testified via videolink from a USAF base in his homeland.,The Schneider seed is a very good seed for growing in the United States.,22.209870430637952,5.427658774617041,12.125
"Translate the following sentence from Wolof to English:
Q: Li weesu xew-xewu Alarba, Carpanedo bokk na ci ñaari rawanté kenn pàr kenn ci Sampiyonaa yi.
A:","Li weesu xew-xewu Alarba, Carpanedo bokk na ci ñaari rawanté kenn pàr kenn ci Sampiyonaa yi.","Beyond Wednesday's event, Carpanedo competed in two individual races at the Championships.",The winner of the competition is the one who has the most votes.,14.00135675274308,2.1277706909980774,16.25
"Translate the following sentence from Wolof to English:
Q: Slalom moo jiitu ci moom, mu amee ci Yeggali wu ko"" bi mu njëkkee daw. 36 ci 116 naatangoom ñoo bokk benn resiltaa ci rawante gi.
A:","Slalom moo jiitu ci moom, mu amee ci Yeggali wu ko"" bi mu njëkkee daw. 36 ci 116 naatangoom ñoo bokk benn resiltaa ci rawante gi.","Her first was the Slalom, where she earned a Did Not Finish in her first run. 36 of the 116 competitors had the same result in that race.",The slalom is a very difficult sport. It requires a lot of strength and endurance. It is a sport that requires a lot of concentration and focus. It is a sport that requires a lot of practice and dedication. It is a sport that requires a lot of physical and mental strength. It is a sport that requires a lot of determination and perseverance. It is a sport that requires a lot of courage and confidence. It is a sport that requires a lot of skill and technique. It is a,14.808543911136152,0.9255727951872633,20.125
"Translate the following sentence from Wolof to English:
Q: Beneen rawannteem, Giant Slalom bi, gis nan ko mu mujj ci fukkeelu palaas bi ci jigéen ñi ak waxtu daw bu nu dajale bu toll ci 4:41.30, 2:11. simili gëna yeex palaas bu njëkk bi Autirisiyen bi Claudia Loesch ak 1:09.02 gëna yeex boroom juróom ñenteelu palaas bi Gyöngyi Dani bu Hungary.
A:","Beneen rawannteem, Giant Slalom bi, gis nan ko mu mujj ci fukkeelu palaas bi ci jigéen ñi ak waxtu daw bu nu dajale bu toll ci 4:41.30, 2:11. simili gëna yeex palaas bu njëkk bi Autirisiyen bi Claudia Loesch ak 1:09.02 gëna yeex boroom juróom ñenteelu palaas bi Gyöngyi Dani bu Hungary.","Her other race, the Giant Slalom, saw her finish in tenth in the women's sitting group with a combined run time of 4:41.30, 2:11.60 minutes slower than first place finisher Austrian Claudia Loesch and 1:09.02 minutes slower than the ninth place finisher Gyöngyi Dani of Hungary.","In the Giant Slalom race, Claudia Loesch won first place with a time of 4:41.30, and Gyöngyi Dani won second place with a time of 2:11.00.",33.229104157625684,14.957576268663894,10.5
"Translate the following sentence from Wolof to English:
Q: Ñeent ci mboolo jigéen ñuy def ski ci lajj nañu ngir jeexal seeni tuur, te 45 ci 117 skikat ci Giant Slalom bi lajj nañu ci raw gàddu gi.
A:","Ñeent ci mboolo jigéen ñuy def ski ci lajj nañu ngir jeexal seeni tuur, te 45 ci 117 skikat ci Giant Slalom bi lajj nañu ci raw gàddu gi.","Four skiers in the women's sitting group failed to finish their runs, and 45 of the 117 total skiers in the Giant Slalom failed to rank in the race.","If you are skiing down the mountain, you should be careful not to hit any trees. There are 45 trees in the Giant Slalom course.",26.00792060602281,17.09398045424927,8.875
"Translate the following sentence from Wolof to English:
Q: Polisu Pradesh bu Maadhya gis na ordinatër portaabal bi nu sàccoon, ak telefon portaabal.
A:","Polisu Pradesh bu Maadhya gis na ordinatër portaabal bi nu sàccoon, ak telefon portaabal.",The Madhya Pradesh Police recovered the stolen laptop and mobile phone.,The police station is located in the middle of the city and is easily accessible by foot or by telephone.,24.23896925727638,2.5683319547529764,12.25
"Translate the following sentence from Wolof to English:
Q: Ki topp ci Inspektër bu mag bi D K Arya wax na ni: «Jàpp nañu juróomi nit yu saccoon réewu Siwis te jël nañu telefonam ak ordinatëër portaabalam». ""
A:","Ki topp ci Inspektër bu mag bi D K Arya wax na ni: «Jàpp nañu juróomi nit yu saccoon réewu Siwis te jël nañu telefonam ak ordinatëër portaabalam». ""","Deputy Inspector General D K Arya said, ""We have arrested five persons who raped the Swiss woman and recovered her mobile and laptop"".",The inspector asked me to sign the declaration of the death of my father.,13.094864142857965,1.0611278378452587,23.375
"Translate the following sentence from Wolof to English:
Q: Ni nu tuumaal Baba Kanjar, Bhutha Kanjar lanu ko tuddee, Rampron Kanjar, Gaza Kanjar ak Vishnu Kanjar.
A:","Ni nu tuumaal Baba Kanjar, Bhutha Kanjar lanu ko tuddee, Rampron Kanjar, Gaza Kanjar ak Vishnu Kanjar.","The accused are named as Baba Kanjar, Bhutha Kanjar, Rampro Kanjar, Gaza Kanjar and Vishnu Kanjar.","My father is a farmer, my mother is a farmer, my brother is a farmer, my sister is a farmer, and my uncle is a farmer.",11.857760516030005,1.533227700920213,13.25
"Translate the following sentence from Wolof to English:
Q: Njiitu Poliis bi Chandra Shekhar Solanki wax na ni kiñu tuumal dafa ñëw ci tirbinaal bi ak kanam guñu nëbb.
A:",Njiitu Poliis bi Chandra Shekhar Solanki wax na ni kiñu tuumal dafa ñëw ci tirbinaal bi ak kanam guñu nëbb.,Police superintendent Chandra Shekhar Solanki said the accused appeared in court with covered faces.,"The police officer, Chandra Shekhar Solanki, was arrested for the murder of the journalist, Niitu Poliis.",33.97872208355432,19.12481314888403,13.1875
"Translate the following sentence from Wolof to English:
Q: Bi auto bi di mbëkk kêr gi, ñatti nit a ngi woon ci biir waaye kenn ci ñoom loruwu ci.
A:","Bi auto bi di mbëkk kêr gi, ñatti nit a ngi woon ci biir waaye kenn ci ñoom loruwu ci.","Although three people were inside the house when the car impacted it, none of them were hurt.","If you want to eat meat, you must first slaughter a sheep.",10.956954206208488,2.2392970339022757,14.375
"Translate the following sentence from Wolof to English:
Q: Moonte, dawalkat bi muñ na ay gaañu gaañuu yu metti ci bopp bi
A:","Moonte, dawalkat bi muñ na ay gaañu gaañuu yu metti ci bopp bi","However, the driver sustained serious injuries to the head.",I am going to the market to buy some food,11.70429279043046,5.62547987431907,12.75
"Translate the following sentence from Wolof to English:
Q: Yoon bi jëye ji amee tëjandi nañu ko binga xame ni wallukat yi ñingi done guéné dawalkat bi nekkoon ci Audi TT bu xonk bi.
A:",Yoon bi jëye ji amee tëjandi nañu ko binga xame ni wallukat yi ñingi done guéné dawalkat bi nekkoon ci Audi TT bu xonk bi.,The road where the crash happened was temporarily closed while emergency services freed the driver from the red Audi TT.,"You are very beautiful, and I love you very much.",5.879003121002377,1.3540902819918827,21.875
"Translate the following sentence from Wolof to English:
Q: Ci bërëbu fajukaay bu James Paget ci Great Yarmouth lanu ko teyewoon.
A:",Ci bërëbu fajukaay bu James Paget ci Great Yarmouth lanu ko teyewoon.,He was initially hospitalised in the James Paget Hospital in Great Yarmouth.,I am sorry for your loss. James Paget Hospital in Great Yarmouth is where you were treated.,50.540904592597634,33.86854985606571,11.8125
"Translate the following sentence from Wolof to English:
Q: Ginnaaw gi toxal nañuko ca barap fajukaay bu Addenbrooke ci Cambridge.
A:",Ginnaaw gi toxal nañuko ca barap fajukaay bu Addenbrooke ci Cambridge.,He was subsequently relocated to Addenbrooke's Hospital in Cambridge.,The Addenbrooke's Hospital in Cambridge is a very good hospital.,51.76434794648497,46.47585110517453,3.90625
"Translate the following sentence from Wolof to English:
Q: Booba ba leegi Adekoya a ngi jàkkarloo ak shérif bu Édimbourg ginaaw bi ñu waxee ni moo faat doomam.
A:",Booba ba leegi Adekoya a ngi jàkkarloo ak shérif bu Édimbourg ginaaw bi ñu waxee ni moo faat doomam.,Adekoya has since been in Edinburgh Sheriff Court charged with murdering her son.,The police officer in Edinburgh is looking for the man who stole the car.,23.14553170338741,4.455125902992474,15.75
"Translate the following sentence from Wolof to English:
Q: Dañ ko jàpp teyeb neggandiku te amul benn tuuma ak porosé, waaye mën nañu taxal benn séedey gët ndax dañoo siiwal nataalam bu baax.
A:","Dañ ko jàpp teyeb neggandiku te amul benn tuuma ak porosé, waaye mën nañu taxal benn séedey gët ndax dañoo siiwal nataalam bu baax.","She is in custody pending indictment and trial, but any eyewitness evidence may be tainted because her image has been widely published.","I am not sure if I am understanding this correctly, but I think it means:",12.202845230717806,1.9734096068618108,21.375
"Translate the following sentence from Wolof to English:
Q: Lii nekk na jëf ju bare ci Angalteer wante yoonu Ekos dafay dox ci anam bu wute te këru àtteekaay bag is na ay siwaal nataal ne lu nekk lu yoon dàkk.
A:",Lii nekk na jëf ju bare ci Angalteer wante yoonu Ekos dafay dox ci anam bu wute te këru àtteekaay bag is na ay siwaal nataal ne lu nekk lu yoon dàkk.,This is common practice elsewhere in the UK but Scottish justice works differently and courts have viewed publication of photos as potentially prejudicial.,I don't know how to say this in English.,6.769100023140684,0.8267524024115901,20.125
"Translate the following sentence from Wolof to English:
Q: Jàngalekat Pamela Ferguson mu nekk ci Daara ju kawe joojule di Dundee bind na “Taskati xibaar yi dañoo niroog kuy dox ci buum gu wóorul su ñu siiwalee nataal ak yeneeni ñi ñu duut baaraam.”
A:",Jàngalekat Pamela Ferguson mu nekk ci Daara ju kawe joojule di Dundee bind na “Taskati xibaar yi dañoo niroog kuy dox ci buum gu wóorul su ñu siiwalee nataal ak yeneeni ñi ñu duut baaraam.”,"Professor Pamela Ferguson of the University of Dundee notes ""journalists do seem to be walking a dangerous line if publishing photos etc of suspects.""",I am Pamela Ferguson from Dundee and I am a teacher at the Taskati Xibaar School. I am here to teach you English.,20.33430829534968,7.728563950634071,10.0
"Translate the following sentence from Wolof to English:
Q: Bureau Couronne bi, moom mi jiite topp yi ñu leen di topp, xamal na journaliste yi ni kenn warul lenn fileek tuumal a guñu kenn.
A:","Bureau Couronne bi, moom mi jiite topp yi ñu leen di topp, xamal na journaliste yi ni kenn warul lenn fileek tuumal a guñu kenn.","Crown Office, which is in overall charge of prosecutions, has indicated to journalists that no further comment will be made at least until indictment.","The crown bureau is a place where you can find a job, a place where you can find a job, a place where you can find a job, a place where you can find a job, a place where you can find a job, a place where you can find a job, a place where you can find a job, a place where you can find a job, a place where you can find a job, a place where you can find a job, a place where you can find",10.741987445600671,0.4676701587253592,21.875
"Translate the following sentence from Wolof to English:
Q: Wayndare bi, sunu sukandikoo si li ci rëcc, dina juñju xeex yuy am ci forñceer yi, bi Palestine bëg sunu sukkandikoo ci foroñceer yi laata Geeru Moyen Orient ci atum 1967.
A:","Wayndare bi, sunu sukandikoo si li ci rëcc, dina juñju xeex yuy am ci forñceer yi, bi Palestine bëg sunu sukkandikoo ci foroñceer yi laata Geeru Moyen Orient ci atum 1967.","The document, according to the leak, will refer to the borders dispute, which Palestine wants based on the borders before the 1967 Mideast War.","The translation is: ""The land of Palestine, which was occupied by Israel in 1967, is still occupied by Israel today.""",20.56703866699527,2.7234434380807526,11.0625
"Translate the following sentence from Wolof to English:
Q: Yenen tomb yuñu waxtaanee ñooy réew Jerusalem buñuy waaja sos biñu jox raaya ñaari réew yi ak mbirum Vallée bu Sordani.
A:",Yenen tomb yuñu waxtaanee ñooy réew Jerusalem buñuy waaja sos biñu jox raaya ñaari réew yi ak mbirum Vallée bu Sordani.,Other topics covered reportedly include the future state of Jerusalem which is sacred to both nations and the Jordan Valley issue.,The city of Jerusalem is the capital of the state of Israel.,21.25717959883978,3.992482095783709,19.75
"Translate the following sentence from Wolof to English:
Q: Israel dafay sàkku teewaayu takk der yi ci vale gi ci diru fukki at sunu xaatime deggoo gi fekk PA bi ndangu jóge tewwaay bu ni mel ci juroomi at rekk.
A:",Israel dafay sàkku teewaayu takk der yi ci vale gi ci diru fukki at sunu xaatime deggoo gi fekk PA bi ndangu jóge tewwaay bu ni mel ci juroomi at rekk.,Israel demands an ongoing military presence in the valley for ten years once an agreement is signed while the PA agrees to leave such presence only for five years.,"Israel is a country that is located in the Middle East. It is bordered by Lebanon, Syria, Jordan, Egypt, and the Mediterranean Sea. The country has a population of over 8 million people and is the only country in the world that has both a desert and a sea. The country is known for its ancient history, including the Dead Sea Scrolls, which were discovered in the 1940s. The country is also known for its modern history, including the establishment of the state of Israel",20.03448887362225,1.0845546578323537,22.375
"Translate the following sentence from Wolof to English:
Q: Yeneen ñaq yiñ doon saytu ngir mottali wutum garab guy faay yeneen parasite yi, ranger yi dañu ko wara saytu bu baax, ndax dañu xayma saytu gi ak baaxaayam.
A:","Yeneen ñaq yiñ doon saytu ngir mottali wutum garab guy faay yeneen parasite yi, ranger yi dañu ko wara saytu bu baax, ndax dañu xayma saytu gi ak baaxaayam.","Shooters in the supplementary pest control trial were to be closely supervised by rangers, as the trial was monitored and its effectiveness evaluated.","I am not a parasite, I am not a thief, I am not a robber, I am not a thief, I am not a thief, I am not a thief, I am not a thief, I am not a thief, I am not a thief, I am not a thief, I am not a thief, I am not a thief, I am not a thief, I am not a thief, I am not a thief, I am not a thief, I am not a",8.237569096930935,0.3087949756597009,7.59375
"Translate the following sentence from Wolof to English:
Q: Ci ànd ak NPWS ak mbootay ñuy tàggatu ci fet bu Óstraali (NSW) Inc, jëlnañu wolonteer yu xarañ, sufu tërëlinu rëbb bu mbootay ñuy tàggatu ci fet.
A:","Ci ànd ak NPWS ak mbootay ñuy tàggatu ci fet bu Óstraali (NSW) Inc, jëlnañu wolonteer yu xarañ, sufu tërëlinu rëbb bu mbootay ñuy tàggatu ci fet.","In a partnership of NPWS and the Sporting Shooters Association of Australia (NSW) Inc, qualified volunteers were recruited, under the Sporting Shooters Association's hunting program.","I am a volunteer with the NSW Inc, a non-profit organisation, and I am looking for a volunteer to help me with my project.",18.108211309103513,2.6412231636896983,7.8125
"Translate the following sentence from Wolof to English:
Q: Buñu sukkeendiko ci Mick O’Flynn, Acting Directorr bi Park Conservation ak Heritage ak NPWS, gnénti natal kat yi gnu tan ngirr natal yu njeekk yi jotna gnu kaarangé ak taggat.
A:","Buñu sukkeendiko ci Mick O’Flynn, Acting Directorr bi Park Conservation ak Heritage ak NPWS, gnénti natal kat yi gnu tan ngirr natal yu njeekk yi jotna gnu kaarangé ak taggat.","According to Mick O'Flynn, the Acting Director Park Conservation and Heritage with the NPWS, the four shooters selected for the first shooting operation received comprehensive safety and training instruction.","Mr. Mick O’Flynn, Acting Director of the Park Conservation and Heritage and NPWS, has been appointed as the new Director of the Park.",34.13970903023058,20.50622769564858,12.6875
"Translate the following sentence from Wolof to English:
Q: Martelly waat na ci Palum Konsey nëgandiku (Provisional Electoral Council CEP) bu bees bu juróom ñenti way-bokk demb.
A:",Martelly waat na ci Palum Konsey nëgandiku (Provisional Electoral Council CEP) bu bees bu juróom ñenti way-bokk demb.,Martelly swore in a new Provisional Electoral Council (CEP) of nine members yesterday.,Martelly has been appointed by the Provisional Electoral Council CEP to be the new president of the country.,44.66872115858726,18.966326460811967,11.5625
"Translate the following sentence from Wolof to English:
Q: Bi mooy juroomélu CEP bu Martelly ci gnénti at.
A:",Bi mooy juroomélu CEP bu Martelly ci gnénti at.,It is Martelly's fifth CEP in four years.,The CEP meeting is being held at the Martelly Center.,23.861264818582516,8.953363688807181,9.3125
"Translate the following sentence from Wolof to English:
Q: Weer wii weesu ab kureel gu bokk ci nguur gi diggle na bàyyi CEP gu njëkk gi ne lu bokk ci boyetu doggal yuy buux réew mi ci ay tànneef ngir fal njiitu réew.
A:",Weer wii weesu ab kureel gu bokk ci nguur gi diggle na bàyyi CEP gu njëkk gi ne lu bokk ci boyetu doggal yuy buux réew mi ci ay tànneef ngir fal njiitu réew.,Last month a presidential commission recommended the prior CEP's resignation as part of a package of measures to move the country towards new elections.,Weer wii weesu ab kureel gu bokk ci nguur gi diggle na bàyyi CEP gu njëkk gi ne lu bokk ci boyetu doggal yuy buux réew mi ci ay tànneef ngir fal njiitu réew.,9.672610376044604,1.61391821076343,25.0
"Translate the following sentence from Wolof to English:
Q: Komisiyoŋ bi mu ngi woon ca tontug Martelly ngir wasaare ñàxtu yu àndul ak nguur gi yu tambaliwoon ci Oktoobar.
A:",Komisiyoŋ bi mu ngi woon ca tontug Martelly ngir wasaare ñàxtu yu àndul ak nguur gi yu tambaliwoon ci Oktoobar.,The commission was Martelly's response to widespread anti-regime protests that started in October.,The commission is meeting in Port-au-Prince on October 1st.,26.320235441847206,3.9043380882317864,16.75
"Translate the following sentence from Wolof to English:
Q: Li waral li ëpp ci coow yu bari yi te ànd ak fitna mooy lajj gi am ci elctions yi, yen yi doore ci 2011.
A:","Li waral li ëpp ci coow yu bari yi te ànd ak fitna mooy lajj gi am ci elctions yi, yen yi doore ci 2011.","The sometimes-violent protests were triggered by failure to hold elections, some due since 2011.",The people of the world are united in their opposition to the use of force and violence in the service of politics and power.,18.52523697603754,1.7179060012299232,18.0
"Translate the following sentence from Wolof to English:
Q: Lu tollook 60 iPods yu baaxul té di tang am na, indi lu tollook juróom benni làkk ak ñenti nit yu ci am ay gaañu gaañu yu ndaw.
A:","Lu tollook 60 iPods yu baaxul té di tang am na, indi lu tollook juróom benni làkk ak ñenti nit yu ci am ay gaañu gaañu yu ndaw.","Around 60 cases of malfunctioning iPods overheating have been reported, causing a total of six fires and leaving four people with minor burns.","I have 60 iPods and I want to sell them, but I don't know how much they are worth.",13.093927740943915,2.8372703250720144,9.375
"Translate the following sentence from Wolof to English:
Q: Ministeer bi yor wàllum Koom-koom Njaay ak Indistiri (METI) bu Sapoŋ wax na ni xàmoon na lu toll ci 27 aksidaŋ yu jooge ci jumtukaay yi.
A:",Ministeer bi yor wàllum Koom-koom Njaay ak Indistiri (METI) bu Sapoŋ wax na ni xàmoon na lu toll ci 27 aksidaŋ yu jooge ci jumtukaay yi.,"Japan's Ministry of Economy, Trade and Industry (METI) said that it had been aware of 27 accidents related to the devices.","The Minister of Commerce and Industry of the Republic of Senegal, Mr. Koom-Koom Njaay, and the Director General of the Ministry of Economy and Finance, Mr. Sapoŋ Wàx, met with the President of the African Development Bank, Mr. Xavier Lefèvre, on the occasion of the 27th Annual Meeting of the Board of Governors of the African Development Bank Group.",27.151330856509304,3.624949654374247,13.125
"Translate the following sentence from Wolof to English:
Q: Ayu-bis bii ñu génn, METI xamle na ni Apple xamle woon na ko ci yeneen 34 xew-xewi tangaay yuñ ci dolli, bi këru-liggéeyukaay bi di woowee “ñaka seriyë.”
A:","Ayu-bis bii ñu génn, METI xamle na ni Apple xamle woon na ko ci yeneen 34 xew-xewi tangaay yuñ ci dolli, bi këru-liggéeyukaay bi di woowee “ñaka seriyë.”","Last week, METI announced that Apple had informed it of 34 additional overheating incidents, which the company called ""non-serious.""",The apple is the best fruit in the world. It is the best fruit in the world. It is the best fruit in the world. It is the best fruit in the world. It is the best fruit in the world. It is the best fruit in the world. It is the best fruit in the world. It is the best fruit in the world. It is the best fruit in the world. It is the best fruit in the world. It is the best fruit in the world.,9.266397088088382,0.426878472907377,23.25
"Translate the following sentence from Wolof to English:
Q: Ministre bi tontu na te waxna ni mingi ""ñaawlu lool"" njukkiy jëf Apple bi ñu toxal.
A:","Ministre bi tontu na te waxna ni mingi ""ñaawlu lool"" njukkiy jëf Apple bi ñu toxal.","The ministry responded by calling Apple's postponement of the report ""truly regrettable.""",The minister said that the number of people who have been vaccinated is very small.,19.253015123475244,2.410123423148598,22.625
"Translate the following sentence from Wolof to English:
Q: Suuf saa ngi yëngatu ci Mariana ci 07h19 jotee, méngoo (21h19 GMT àjjuma) ci waxtu dëkk bi.
A:","Suuf saa ngi yëngatu ci Mariana ci 07h19 jotee, méngoo (21h19 GMT àjjuma) ci waxtu dëkk bi.",The eathquake struck Mariana at 07:19 a.m. local time (09:19 p.m. GMT Friday).,"At 7:19 a.m. on July 19, 2019, the sun was 21 hours and 19 minutes away from the horizon.",16.638323681726984,8.49606359940916,10.5625
"Translate the following sentence from Wolof to English:
Q: Biro saytu gu jàmp bu Northern Marianas wax na ni amul woon lenn yaqute buñu xamle ci réew mi.
A:",Biro saytu gu jàmp bu Northern Marianas wax na ni amul woon lenn yaqute buñu xamle ci réew mi.,The Northern Marianas emergency management office said that there were no damages reported in the nation.,The Northern Marianas are part of the United States.,27.585629063136803,12.547112659387805,18.625
"Translate the following sentence from Wolof to English:
Q: Te tamit wa Pacific Tsunami Warning Center nena ñu joxoñu tsunami.
A:",Te tamit wa Pacific Tsunami Warning Center nena ñu joxoñu tsunami.,Also the Pacific Tsunami Warning Center said that there was no Tsunami indication.,The Pacific Tsunami Warning Center has issued a tsunami warning.,46.7968694099326,26.924438966634725,5.75
"Translate the following sentence from Wolof to English:
Q: Benn takk deru Filipino bawoon jàppoon na ay sétsikat yu bàyyéko ca Hong Kong ginnaw bimu jappee seen ndaamar ci Manila, kapitalu Philippines.
A:","Benn takk deru Filipino bawoon jàppoon na ay sétsikat yu bàyyéko ca Hong Kong ginnaw bimu jappee seen ndaamar ci Manila, kapitalu Philippines.","A former Filipino policeman has kept Hong Kong tourists hostage by hijacking their bus in Manila, the capital of the Philippines.",The Filipino people are very happy because they have won the game against Hong Kong in the World Cup.,23.269571209269714,3.510815157658705,16.0
"Translate the following sentence from Wolof to English:
Q: Rolando Mendoza tire rafaalu na M16 am ci kaw turist yi.
A:",Rolando Mendoza tire rafaalu na M16 am ci kaw turist yi.,Rolando Mendoza fired his M16 rifle at the tourists.,Rolando Mendoza is tired of the M16 rifle that he uses to shoot tourists.,57.8705200564343,30.14335251508215,10.6875
"Translate the following sentence from Wolof to English:
Q: Amna otage yu bari yuñ jota wallu waaye amna juróom benn yu ci ñàkk seen bakkan.
A:",Amna otage yu bari yuñ jota wallu waaye amna juróom benn yu ci ñàkk seen bakkan.,Several hostages have been rescued and least six have been confirmed dead so far.,I am not a thief. I am not a thief. I am not a thief. I am not a thief. I am not a thief. I am not a thief. I am not a thief. I am not a thief. I am not a thief. I am not a thief. I am not a thief. I am not a thief. I am not a thief. I am not a thief. I am not a thief. I am not a thief. I am not a,5.705799417094671,0.3087949756597009,6.625
"Translate the following sentence from Wolof to English:
Q: Juróom-benni ci ñuy jàppoon, am ay xale ak ay mag, tay lañu leen bàyyi ci suba teel, ñoom ak photographe yu waa philippins.
A:","Juróom-benni ci ñuy jàppoon, am ay xale ak ay mag, tay lañu leen bàyyi ci suba teel, ñoom ak photographe yu waa philippins.","Six hostages, including the children and elderly, were released early, as were the Filipino photographers.",I am a photographer from the Philippines.,15.745522451603794,1.3244045966611124,19.75
