prompt,query,reference,generation_baseline,chrf_baseline,bleu_baseline,metricx_qe_baseline,metricx_baseline,commet_baseline
"Translate the following sentence from Swahili to English:
Q: Muungano na vikosi vya Afghani vilihamia eneo hilo ili kulisalimisha pamoja na ndege nyingine za muungano zimetumwa ili kusaidia.
A:",Muungano na vikosi vya Afghani vilihamia eneo hilo ili kulisalimisha pamoja na ndege nyingine za muungano zimetumwa ili kusaidia.,Coalition and Afghan troops moved into the area to secure the site and other coalition aircraft have been sent to assist.,The sentence in Swahili translates to English as:,9.383847123043717,0.9584157964125064,24.375,21.875,-0.033935546875
"Translate the following sentence from Swahili to English:
Q: Kishindo hicho kilitokea juu zaidi kwenye milima, na inaaminika kilikuwa matokeo ya shambulizi la adui.
A:","Kishindo hicho kilitokea juu zaidi kwenye milima, na inaaminika kilikuwa matokeo ya shambulizi la adui.","The crash occurred high up in mountainous terrain, and is believed to have been the result of hostile fire.",The sentence in Swahili translates to English as:,11.169550783687916,1.1517360486300825,25.0,24.625,-0.009521484375
"Translate the following sentence from Swahili to English:
Q: Juhudi za kutafuta eneo la ajali zinapingwa na hali mbaya ya hewa na maeneo yenye mazingara magumu.
A:",Juhudi za kutafuta eneo la ajali zinapingwa na hali mbaya ya hewa na maeneo yenye mazingara magumu.,Efforts to search for the crash site are being met by bad weather and harsh terrain.,The sentence in Swahili translates to:,9.39023062655364,1.4044464769840423,24.5,24.625,-0.0086669921875
"Translate the following sentence from Swahili to English:
Q: Msaada wa matibabu Mangola, Medecines Sans Frontieres na Shirika la Afya Duniani wanasema ni mlipuko mbaya zaidi uliorekodiwa nchini.
A:","Msaada wa matibabu Mangola, Medecines Sans Frontieres na Shirika la Afya Duniani wanasema ni mlipuko mbaya zaidi uliorekodiwa nchini.","The medical charity Mangola, Medecines Sans Frontieres and the World Health Organisation say it is the worst outbreak recorded in the country.",The sentence in Swahili translates to English as:,8.346617356106153,0.7922936876318036,25.0,24.5,-0.032958984375
"Translate the following sentence from Swahili to English:
Q: Msemaji wa Medecines Sans Frontiere Richard Veerman alisema: “Angola inaelekea kwenye mkurupuko mbaya zaidi daima na hali inabaki kuwa mbaya sana katika Angola,” alisema.
A:","Msemaji wa Medecines Sans Frontiere Richard Veerman alisema: “Angola inaelekea kwenye mkurupuko mbaya zaidi daima na hali inabaki kuwa mbaya sana katika Angola,” alisema.","Spokesman for Medecines Sans Frontiere Richard Veerman said: ""Angola is heading for its worst ever outbreak and the situation remains very bad in Angola,"" he said.","The World Health Organization (WHO) has said that the number of people who have been infected with the Ebola virus in West Africa has reached 1,000, and that the number of people who have died from the disease has reached 300.",17.121560671870736,1.2157709822493183,25.0,25.0,-0.041015625
"Translate the following sentence from Swahili to English:
Q: Michezo hiyo ilianza saa 10 asubuhi na hali nzuri ya hewa na ingawaje kulikuwa na manyunyu ya katikati ya asubuhi ambayo yaliisha haraka, ilikuwa siku nzuri kwa raga ya watu 7.
A:","Michezo hiyo ilianza saa 10 asubuhi na hali nzuri ya hewa na ingawaje kulikuwa na manyunyu ya katikati ya asubuhi ambayo yaliisha haraka, ilikuwa siku nzuri kwa raga ya watu 7.","The games kicked off at 10:00am with great weather and apart from mid morning drizzle which quickly cleared up, it was a perfect day for 7's rugby.",The sentence in Swahili translates to English as:,6.459769528234011,0.38613644837523475,25.0,24.625,-0.040283203125
"Translate the following sentence from Swahili to English:
Q: Wachezaji wa juu katika mashindano, Afrika Kusini, walianza vizuri walipowashinda Zambia walio katika nafasi ya 5 kwa 26 - 00 kwa urahisi.
A:","Wachezaji wa juu katika mashindano, Afrika Kusini, walianza vizuri walipowashinda Zambia walio katika nafasi ya 5 kwa 26 - 00 kwa urahisi.",Tournament top seeds South Africa started on the right note when they had a comfortable 26 - 00 win against 5th seeded Zambia.,The sentence in Swahili translates to English as:,7.118727211166425,0.0,25.0,24.875,-0.03466796875
"Translate the following sentence from Swahili to English:
Q: Wakionekana hakika kudhoofika katika mchezo dhidi ya dada zao wa kusini, Afrika Kusini hata hivyo walitia fora jinsi mashindano yalivyoendelea.
A:","Wakionekana hakika kudhoofika katika mchezo dhidi ya dada zao wa kusini, Afrika Kusini hata hivyo walitia fora jinsi mashindano yalivyoendelea.","Looking decidedly rusty in the game against their southern sisters, South Africa however steadily improved as the tournament progressed.",The sentence in Swahili translates to:,6.401031698856692,0.4137145798283094,25.0,25.0,-0.036865234375
"Translate the following sentence from Swahili to English:
Q: Ulinzi wao wa nidhamu, ustadi wa kushughulikia mpira, na kazi bora ya pamoja ziliwafanya wajitokeze na ikawa wazi kuwa hii ndiyo iliyokuwa timu ya kushinda.
A:","Ulinzi wao wa nidhamu, ustadi wa kushughulikia mpira, na kazi bora ya pamoja ziliwafanya wajitokeze na ikawa wazi kuwa hii ndiyo iliyokuwa timu ya kushinda.","Their disciplined defence, ball handling skills and excellent team work made them stand out and it was clear that this was the team to beat.",The sentence in Swahili translates to:,7.625843290462503,0.5166669851080904,25.0,24.625,-0.04345703125
"Translate the following sentence from Swahili to English:
Q: Maafisa wa mji wa Amsterdam na Makavazi ya Anne Frank wanasema kwamba mti huo umeambukizwa kuvu na unatoa hatari kwa afya ya jamii kwani walisema kwamba ulikuwa katika hatari ya karibu ya kuanguka.
A:",Maafisa wa mji wa Amsterdam na Makavazi ya Anne Frank wanasema kwamba mti huo umeambukizwa kuvu na unatoa hatari kwa afya ya jamii kwani walisema kwamba ulikuwa katika hatari ya karibu ya kuanguka.,Officials for the city of Amsterdam and the Anne Frank Museum state that the tree is infected with a fungus and poses a public health hazard as they argue that it was in imminent danger of falling over.,The sentence in Swahili translates to English as:,6.384795082215278,0.14084491811104818,25.0,25.0,-0.0302734375
"Translate the following sentence from Swahili to English:
Q: Ulikuwa umeratibiwa kukatwa mnamo Jumanne, lakini uliokolewa na uamuzi wa dharura wa korti.
A:","Ulikuwa umeratibiwa kukatwa mnamo Jumanne, lakini uliokolewa na uamuzi wa dharura wa korti.","It had been scheduled to be cut down on Tuesday, but was saved after an emergency court ruling.","It was a surprise for Jumanne, but he was not aware of the danger of the situation.",17.602236770426632,4.356766657846935,18.75,18.25,0.00567626953125
"Translate the following sentence from Swahili to English:
Q: Milango yote ya pango, iliyopewa jina ""Dada Saba"", ina kipenyo cha angalau mita 100 hadi 250 (futi 328 hadi 820).
A:","Milango yote ya pango, iliyopewa jina ""Dada Saba"", ina kipenyo cha angalau mita 100 hadi 250 (futi 328 hadi 820).","All of the cave entrances, which were named ""The Seven Sisters"", are at least 100 to 250 meters (328 to 820 feet) in diameter.",The sentence in Swahili translates to:,9.541082950636914,0.3154558280682112,25.0,25.0,-0.031982421875
"Translate the following sentence from Swahili to English:
Q: Picha za miale isiyoonekana zinaonyesha kwamba utofauti wa joto kati ya usiku na mchana unaonyesha kwamba huenda ni mapango.
A:",Picha za miale isiyoonekana zinaonyesha kwamba utofauti wa joto kati ya usiku na mchana unaonyesha kwamba huenda ni mapango.,Infrared images show that the temperature variations from night and day show that they are likely caves.,The sentence in Swahili translates to English as:,7.478032664959201,0.0,25.0,22.0,-0.02099609375
"Translate the following sentence from Swahili to English:
Q: ""Ni baridi kuliko maeneo ya karibu katika mchana na ni ya joto zaidi katika usiku.
A:","""Ni baridi kuliko maeneo ya karibu katika mchana na ni ya joto zaidi katika usiku.","""They are cooler than the surrounding surface in the day and warmer at night.","""We are not as close to the city as we are to the school.",15.092641683238977,3.0317726778696175,24.25,22.625,-0.027099609375
"Translate the following sentence from Swahili to English:
Q: Tabia yazo ya kijoto si thabiti kama mapango makubwa katika Dunia ambayo mara nyingi hudumisha halijoto sawa kwa kadiri fulani, lakini inapatana nazo kuwa mashimo marefu ardhini,"" alisema Glen Cushing wa Timu ya Falakiolojia ya Utafiti wa Jiolojia wa Marekani (USGS) na wa Chuo Kikuu cha Arizona Kaskazini kilichoko Flagstaff, Arizona.
A:","Tabia yazo ya kijoto si thabiti kama mapango makubwa katika Dunia ambayo mara nyingi hudumisha halijoto sawa kwa kadiri fulani, lakini inapatana nazo kuwa mashimo marefu ardhini,"" alisema Glen Cushing wa Timu ya Falakiolojia ya Utafiti wa Jiolojia wa Marekani (USGS) na wa Chuo Kikuu cha Arizona Kaskazini kilichoko Flagstaff, Arizona.","Their thermal behavior is not as steady as large caves on Earth that often maintain a fairly constant temperature, but it is consistent with these being deep holes in the ground,"" said Glen Cushing of the United States Geological Survey (USGS) Astrogeology Team and of Northern Arizona University located in Flagstaff, Arizona.",The sentence in Swahili translates to English as:,4.902968926540946,0.017404874707951736,25.0,25.0,-0.052490234375
"Translate the following sentence from Swahili to English:
Q: Huko Ufaransa, upigaji kura tangu jadi umekuwa uzoefu wa teknolojia ambayo haijaimarika: wapigaji kura hujitenga kwenye kibanda, kisha wanaweka karatasi iliyochapishwa mapema kuonyesha mgombea wao wa uchaguzi katika bahasha.
A:","Huko Ufaransa, upigaji kura tangu jadi umekuwa uzoefu wa teknolojia ambayo haijaimarika: wapigaji kura hujitenga kwenye kibanda, kisha wanaweka karatasi iliyochapishwa mapema kuonyesha mgombea wao wa uchaguzi katika bahasha.","In France, voting has traditionally been a low-tech experience: voters isolate themselves in a booth, put a pre-printed sheet of paper indicating their candidate of choice into an envelope.",The sentence in Swahili translates to English as:,7.938383686943438,0.1689288457738843,25.0,25.0,-0.06201171875
"Translate the following sentence from Swahili to English:
Q: Baada ya maafisa kuthibitisha utambulisho wa mpigaji kura, mpigaji kura hutumbukiza bahasha kwenye sanduku la kura na kusaini orodha ya kupiga kura.
A:","Baada ya maafisa kuthibitisha utambulisho wa mpigaji kura, mpigaji kura hutumbukiza bahasha kwenye sanduku la kura na kusaini orodha ya kupiga kura.","After officials verify the voter's identity, the voter drops the envelope into the ballot box and signs the voting roll.","After forgiveness, the person who has been forgiven will not only forgive the person who has wronged them but also help them to understand the situation and the consequences of their actions.",21.778443111993806,2.8182998883818935,24.25,20.875,-0.016357421875
"Translate the following sentence from Swahili to English:
Q: Sheria ya uchaguzi ya Ufaransa badala yake hupanga kesi hiyo kwenye msimbo. Madhubuti.
A:",Sheria ya uchaguzi ya Ufaransa badala yake hupanga kesi hiyo kwenye msimbo. Madhubuti.,French electoral law rather strictly codifies the proceedings.,"The law of the United States of America changed it, and it is now in the Constitution.",17.89103441468666,2.664321121388895,17.5,24.625,-0.00506591796875
"Translate the following sentence from Swahili to English:
Q: Tangu 1988, ni lazima masanduku ya kura yawe maangavu ili wapigaji kura na wachunguzi waweze kushuhudia kwamba hakuna bahasha zinazoongezwa isipokuwa zile za wapigaji kura waliohesabiwa na kuidhinishwa.
A:","Tangu 1988, ni lazima masanduku ya kura yawe maangavu ili wapigaji kura na wachunguzi waweze kushuhudia kwamba hakuna bahasha zinazoongezwa isipokuwa zile za wapigaji kura waliohesabiwa na kuidhinishwa.","Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters.","In 1988, it is necessary to learn a foreign language in order to be able to read and write and to be able to understand that there is no language that is not understood by those who are able to read and write.",22.342499260065573,1.2351839670401443,23.75,24.125,-0.00701904296875
"Translate the following sentence from Swahili to English:
Q: Wagombeaji wanaweza kutuma wawakilishi kushuhudia kila sehemu ya mchakato. Jioni, kura huhesabiwa na watu waliojitolea chini ya usimamizi mkubwa, kwa kufuata utaratibu maalum.
A:","Wagombeaji wanaweza kutuma wawakilishi kushuhudia kila sehemu ya mchakato. Jioni, kura huhesabiwa na watu waliojitolea chini ya usimamizi mkubwa, kwa kufuata utaratibu maalum.","Candidates can send representatives to witness every part of the process. In the evening, votes are counted by volunteers under heavy supervision, following specific procedures.",The sentence in Swahili translates to:,6.45850188774772,0.21240814767723007,25.0,25.0,-0.01080322265625
"Translate the following sentence from Swahili to English:
Q: Tarakilishi ya ASUS Eee, iliyozinduliwa mapema dunia nzima kwa sababu za uokoaji fedha na utendaji, ikawa mada moto mnamo 2007 Mwezi wa Teknolojia na Mawasiliano wa Taipei.
A:","Tarakilishi ya ASUS Eee, iliyozinduliwa mapema dunia nzima kwa sababu za uokoaji fedha na utendaji, ikawa mada moto mnamo 2007 Mwezi wa Teknolojia na Mawasiliano wa Taipei.","ASUS Eee PC, earlier launched world-wide for cost-saving and functionality factors, became a hot topic in 2007 Taipei IT Month.",The sentence in Swahili translates to English as:,7.761623448588442,0.4631305510350447,25.0,25.0,-0.028564453125
"Translate the following sentence from Swahili to English:
Q: Lakini soko la watumiaji wa kompyuta ndogo litatofautiana na kubadilika sana baada ya ASUS kuzawadiwa tuzo la 2007 la Tuzo Endelevu la Taiwan na Mtendaji Yuan wa Jamhuri ya China.
A:",Lakini soko la watumiaji wa kompyuta ndogo litatofautiana na kubadilika sana baada ya ASUS kuzawadiwa tuzo la 2007 la Tuzo Endelevu la Taiwan na Mtendaji Yuan wa Jamhuri ya China.,But the consumer market on laptop computer will be radically varied and changed after ASUS was awarded in the 2007 Taiwan Sustainable Award by Executive Yuan of the Republic of China.,"However, the computer industry in Taiwan and China was in decline after the introduction of the ASUS computer in 2007.",26.116083719752297,3.476023729564998,15.6875,14.625,0.01123046875
"Translate the following sentence from Swahili to English:
Q: Wavuti wa kituo hicho unaelezea onyesho hilo kama ""Thieta ya zamani ya redio yenye mzunguko mpya wa kukera na wa kichizi!""
A:","Wavuti wa kituo hicho unaelezea onyesho hilo kama ""Thieta ya zamani ya redio yenye mzunguko mpya wa kukera na wa kichizi!""","The station's web site describes the show as ""old school radio theater with a new and outrageous geeky spin!""","The sentence in Swahili translates to English as: ""The time of the radio and the time of the news is the time of the people!""",20.706243959652113,2.087936282709597,19.5,23.25,-0.05810546875
"Translate the following sentence from Swahili to English:
Q: Katika siku zake za mwanzo mwanzo, onyesho hilo liliwasilishwa tu kwenye wavuti ya muda mrefu ya redio ya intaneti ya TogiNet, wavuti iliyozingatia mazungumzo ya redioni.
A:","Katika siku zake za mwanzo mwanzo, onyesho hilo liliwasilishwa tu kwenye wavuti ya muda mrefu ya redio ya intaneti ya TogiNet, wavuti iliyozingatia mazungumzo ya redioni.","In its early days, the show was featured solely at the long-running internet radio site TogiNet Radio, a site focused on talk radio.","In the days of the week, the radio station of TogiNet, the radio station of the local government, the radio station of the local government, the radio station of the local government, the radio station of the local government, the radio station of the local government, the radio station of the local government, the radio station of the local government, the radio station of the local government, the radio station of the local government, the radio station of the local government, the radio station of the",16.91995119274215,2.0462690469670286,15.875,22.875,-0.00927734375
"Translate the following sentence from Swahili to English:
Q: Mwishoni mwa 2015, TogiNet ilianzisha Redio ya AstroNet kama idhaa tanzu.
A:","Mwishoni mwa 2015, TogiNet ilianzisha Redio ya AstroNet kama idhaa tanzu.","In late 2015, TogiNet established AstroNet Radio as a subsidiary station.","In 2015, TogiNet launched Redio ya AstroNet as a replacement for the old one.",37.167880104837366,18.325671805686518,6.3125,9.25,0.369140625
"Translate the following sentence from Swahili to English:
Q: Kipindi cha awali kilionyesha waigizaji wa sauti wasio na ujuzi, wa ndani hadi Mashariki mwa Texas.
A:","Kipindi cha awali kilionyesha waigizaji wa sauti wasio na ujuzi, wa ndani hadi Mashariki mwa Texas.","The show originally featured amateur voice actors, local to East Texas.","The first step is to identify the key words and phrases in the sentence. In this case, the key words and phrases are ""Kipindi cha awali kilionyesha waigizaji wa sauti"" (the first step is to identify the key words and phrases in the sentence. In this case, the key words and phrases are ""Kipindi cha awali kilionyesha waigizaji wa sauti"" (the first step is to identify the key words and",11.425747605577246,0.5181694950969821,25.0,25.0,0.0478515625
"Translate the following sentence from Swahili to English:
Q: Inasemekana uporaji ulioenea uliendelea usiku kucha, kwani maafisa wa utekelezaji wa sheria hawakuwako katika mitaa ya Bishkek.
A:","Inasemekana uporaji ulioenea uliendelea usiku kucha, kwani maafisa wa utekelezaji wa sheria hawakuwako katika mitaa ya Bishkek.","Widespread looting reportedly continued overnight, as law enforcement officers were not present on Bishkek's streets.","Inasemekana uporaji ulioenea uliendelea usiku kucha, kwani maafisa wa utekelezaji wa sheria hawakuwako katika mitaa ya Bishkek.",12.991385439285489,5.072624986933127,25.0,24.75,1.03125
"Translate the following sentence from Swahili to English:
Q: Bishkek ilielezewa kama iliyozama katika hali ya ""mchafuko"" na mtazamaji mmoja, huku magenge ya watu wakirandaranda mitaani na kupora maduka ya bidhaa za watumiaji.
A:","Bishkek ilielezewa kama iliyozama katika hali ya ""mchafuko"" na mtazamaji mmoja, huku magenge ya watu wakirandaranda mitaani na kupora maduka ya bidhaa za watumiaji.","Bishkek was described as sinking into a state of ""anarchy"" by one observer, as gangs of people roamed the streets and plundered stores of consumer goods.","Bishkek is a city that is often described as ""mchafuko"" and has a unique atmosphere, and it is also known for its vibrant nightlife and diverse entertainment options.",24.355556488760726,5.107826585786368,16.75,18.5,0.005767822265625
"Translate the following sentence from Swahili to English:
Q: Wakaaji kadhaa wa Bishkek waliwalaumu waandamanaji kutoka kusini kwa uvunjaji huo wa sheria.
A:",Wakaaji kadhaa wa Bishkek waliwalaumu waandamanaji kutoka kusini kwa uvunjaji huo wa sheria.,Several Bishkek residents blamed protesters from the south for the lawlessness.,The government of Bishkek has been arrested for violating the law.,24.295834795097374,10.091554247896084,16.25,15.5,0.006561279296875
"Translate the following sentence from Swahili to English:
Q: Afrika Kusini wamewashinda All Blacks (Nyuzilandi) katika mechi ya muungano wa raga ya Mataifa Matatu katika Uwanja wa Royal Bafokeng katika Rustenburg, Afrika Kusini.
A:","Afrika Kusini wamewashinda All Blacks (Nyuzilandi) katika mechi ya muungano wa raga ya Mataifa Matatu katika Uwanja wa Royal Bafokeng katika Rustenburg, Afrika Kusini.","South Africa have defeated the All Blacks (New Zealand) in a rugby union Tri Nations match at the Royal Bafokeng Stadium in Rustenburg, South Africa.","The All Blacks (South Africa) were defeated by the Kenya national football team in the final of the 2010 FIFA World Cup in the Royal Bafokeng Stadium in Rustenburg, South Africa.",59.58949497736457,40.979754119124,12.3125,14.9375,-0.00018310546875
"Translate the following sentence from Swahili to English:
Q: Alama ya mwisho ilikuwa ushindi wa nukta moja, 21 hadi 20, na kumaliza mfuo wa ushindi wa michezo wa Weusi Wote.
A:","Alama ya mwisho ilikuwa ushindi wa nukta moja, 21 hadi 20, na kumaliza mfuo wa ushindi wa michezo wa Weusi Wote.","The final score was a one-point victory, 21 to 20, ending the All Blacks' 15 game winning streak.",The sentence in Swahili translates to:,8.788631744523348,0.767322785896366,25.0,24.875,-0.06640625
"Translate the following sentence from Swahili to English:
Q: Kwa Springboksi, iliishia kuwa mfuo wa kupoteza mechi-tano
A:","Kwa Springboksi, iliishia kuwa mfuo wa kupoteza mechi-tano","For the Springboks, it ended a five-match losing streak.","In rugby, they are trying to score a try.",14.4004478861938,2.938158199892744,25.0,23.375,-0.023681640625
"Translate the following sentence from Swahili to English:
Q: Ilikuwa mechi ya mwisho kwa All Blacks, ambao tayari walikuwa wameshinda kombe wiki mbili zilizopita.
A:","Ilikuwa mechi ya mwisho kwa All Blacks, ambao tayari walikuwa wameshinda kombe wiki mbili zilizopita.","It was the final match for the All Blacks, who had already won the trophy two weeks ago.","Ilikuwa mechi ya mwisho kwa All Blacks, ambao tayari walikuwa wameshinda kombe wiki mbili zilizopita.",19.752581463801793,10.90009697802911,25.0,24.75,1.03125
"Translate the following sentence from Swahili to English:
Q: Mechi ya mwisho ya msururu itafanyika katika Ellis Park mjini Johannesburg wiki ijayo, wakati Springboks watakapocheza dhidi ya Australia.
A:","Mechi ya mwisho ya msururu itafanyika katika Ellis Park mjini Johannesburg wiki ijayo, wakati Springboks watakapocheza dhidi ya Australia.","The final match of the series will take place at Ellis Park in Johannesburg next week, when the Springboks play Australia.",The sentence in Swahili translates to English as:,10.877717524790988,1.2482247181508344,25.0,24.0,-0.025390625
"Translate the following sentence from Swahili to English:
Q: Mtetemeko wastani wa ardhi ulitikisa Montana magharibi saa 4 na dakika 8 usiku wa Jumatatu.
A:",Mtetemeko wastani wa ardhi ulitikisa Montana magharibi saa 4 na dakika 8 usiku wa Jumatatu.,A moderate earthquake shook western Montana at 10:08 p.m. on Monday.,The sentence in Swahili translates to English as:,8.727579676998399,0.0,25.0,24.0,-0.034423828125
"Translate the following sentence from Swahili to English:
Q: Hakuna ripoti za sasa zilizopokewa na Utafiti wa Jiolojia wa Marekani (USGS) na Kituo chake cha Kitaifa cha Taarifa za Mitetemeko ya Ardhi.
A:",Hakuna ripoti za sasa zilizopokewa na Utafiti wa Jiolojia wa Marekani (USGS) na Kituo chake cha Kitaifa cha Taarifa za Mitetemeko ya Ardhi.,No immediate reports of damage have been received by the United States Geological Survey (USGS) and its National Earthquake Information Center.,There are no places to stay in the United States Geological Survey (USGS) and the only place to go is the United States Geological Survey (USGS) and the only place to go is the United States Geological Survey (USGS) and the only place to go is the United States Geological Survey (USGS) and the only place to go is the United States Geological Survey (USGS) and the only place to go is the United States Geological Survey (USGS) and the only place,28.615040664032954,9.027964929220147,24.75,25.0,-0.01104736328125
"Translate the following sentence from Swahili to English:
Q: Kitovu cha mtetemeko huo kilikuwa takriban kilomita 20 (maili 15) kaskazini mwa kaskazini mashariki mwa Dillon, na takriban kilomita 65 (maili 40) kusini mwa Butte.
A:","Kitovu cha mtetemeko huo kilikuwa takriban kilomita 20 (maili 15) kaskazini mwa kaskazini mashariki mwa Dillon, na takriban kilomita 65 (maili 40) kusini mwa Butte.","The earthquake was centered about 20 km (15 miles) north-northeast of Dillon, and about 65 km (40 miles) south of Butte.","The distance between the two points is approximately 20 kilometers (15 miles) from Dillon, and approximately 65 kilometers (40 miles) from Butte.",38.9218225885189,15.39715381863254,8.0625,8.875,-0.01422119140625
"Translate the following sentence from Swahili to English:
Q: Aina ya homa ya ndege iliyo hatari kwa binadamu, H5N1, imethibitishwa kuambukiza bata mwitu aliyekufa, aliyepatikana Jumatatu, katika kinamasi karibu na Lyon mashariki mwa Ufaransa.
A:","Aina ya homa ya ndege iliyo hatari kwa binadamu, H5N1, imethibitishwa kuambukiza bata mwitu aliyekufa, aliyepatikana Jumatatu, katika kinamasi karibu na Lyon mashariki mwa Ufaransa.","The strain of bird flu lethal to humans, H5N1, has been confirmed to have infected a dead wild duck, found on Monday, in marshland near Lyon in the east of France.",The sentence in Swahili translates to:,7.922595924262447,0.1284301199868917,25.0,25.0,-0.03515625
"Translate the following sentence from Swahili to English:
Q: Ufaransa ni nchi ya saba katika Jumuiya ya Ulaya kukabiliwa na virusi hivi; kufuatia Austria, Ujerumani, Slovenia, Bulgaria, Ugiriki na Italia.
A:","Ufaransa ni nchi ya saba katika Jumuiya ya Ulaya kukabiliwa na virusi hivi; kufuatia Austria, Ujerumani, Slovenia, Bulgaria, Ugiriki na Italia.","France is the seventh country in the European Union to suffer this virus; following Austria, Germany, Slovenia, Bulgaria, Greece and Italy.","The virus is spreading in the world, and it has reached Austria, Hungary, Slovenia, Bulgaria, Italy, and the United States.",37.2752545170807,17.568275557452576,13.8125,15.1875,-0.00408935546875
"Translate the following sentence from Swahili to English:
Q: Matukio yanayoshukiwa ya H5N1 katika Kroatia na Denmaki hayajathibitishwa.
A:",Matukio yanayoshukiwa ya H5N1 katika Kroatia na Denmaki hayajathibitishwa.,Suspected cases of H5N1 in Croatia and Denmark remain unconfirmed.,The H5N1 virus was detected in Croatia and Denmark.,43.60440404732928,25.62149310080692,14.375,15.375,0.0115966796875
"Translate the following sentence from Swahili to English:
Q: Ghambers alikuwa amemshtaki Mungu kwa ""vifo, uharibifu na ugaidi uilioenea, wa mamilioni ya mamilioni ya wakaazi wa Dunia.""
A:","Ghambers alikuwa amemshtaki Mungu kwa ""vifo, uharibifu na ugaidi uilioenea, wa mamilioni ya mamilioni ya wakaazi wa Dunia.""","Chambers had sued God for ""widespread death, destruction and terrorization of millions upon millions of the Earth's inhabitants.""","The Lord is my shepherd, I shall not want, he makes me lie down in green pastures, he leads me beside still waters, he restores my soul, he guides me in the right path for his name's sake.",17.33684392847133,2.0207176067551376,20.125,9.8125,-0.03564453125
"Translate the following sentence from Swahili to English:
Q: Chambers, anayeamini kuwa kuwepo kwa Mungu hakujulikani, anasema kuwa kesi yake ni ya “kijinga” na “mtu yeyote anaweza kumshtaki yeyote.”
A:","Chambers, anayeamini kuwa kuwepo kwa Mungu hakujulikani, anasema kuwa kesi yake ni ya “kijinga” na “mtu yeyote anaweza kumshtaki yeyote.”","Chambers, an agnostic, argues that his lawsuit is ""frivolous"" and ""anybody can sue anybody.""","Chambers, anayeamini kuwa kuwepo kwa Mungu hakujulikani, anasema kuwa kesi yake ni ya “kijinga” na “mtu yeyote anaweza kumshtaki yeyote.”",18.97822698874263,3.9893707027646133,25.0,23.875,0.94140625
"Translate the following sentence from Swahili to English:
Q: Hadithi iliyotolewa kwenye mchezo wa kifaransa wa kuigiza wa opera na Camille Saint-Saens ni wa msanii “ambaye maisha yake yanaamuriwa na upendo wa madawa na Japani.
A:",Hadithi iliyotolewa kwenye mchezo wa kifaransa wa kuigiza wa opera na Camille Saint-Saens ni wa msanii “ambaye maisha yake yanaamuriwa na upendo wa madawa na Japani.,"The story presented in the French opera, by Camille Saint-Saens, is of an artist ""whose life is dictated by a love for drugs and Japan.""",The sentence in Swahili translates to English as:,11.299842059492457,0.4591962117697101,24.25,24.0,-0.03271484375
"Translate the following sentence from Swahili to English:
Q: Kama matokeo, watendaji huvuta misokoto ya bangi kwenye jukwaa, na ukumbi wenyewe unawahimiza hadhira kushiriki.
A:","Kama matokeo, watendaji huvuta misokoto ya bangi kwenye jukwaa, na ukumbi wenyewe unawahimiza hadhira kushiriki.","As a result, the performers smoke cannabis joints on stage, and the theatre itself is encouraging the audience to join in.","In order to achieve this, we need to break down the sentence into its individual components and understand the meaning of each word and phrase.",22.024278691197825,2.0930796132560903,25.0,25.0,-0.0072021484375
"Translate the following sentence from Swahili to English:
Q: Spika wa awali Newt Gingrich, gavana wa Texas Rick Perry na Mbunge Michelle Bachmann walimaliza katika nafasi za nne, tano, na sita mtawalia.
A:","Spika wa awali Newt Gingrich, gavana wa Texas Rick Perry na Mbunge Michelle Bachmann walimaliza katika nafasi za nne, tano, na sita mtawalia.","Former House Speaker Newt Gingrich, Texas governor Rick Perry, and Congresswoman Michele Bachmann finished in fourth, fifth, and sixth place, respectively.","The new Republican Party, led by Newt Gingrich, Rick Perry and Michele Bachmann, is trying to take over the party.",32.06062582421763,17.990343953816005,13.0625,12.625,0.003631591796875
"Translate the following sentence from Swahili to English:
Q: Baada ya matokeo kuingia, Gingrich alimpongeza Santorum, lakini alikuwa na maneno makali kwa Romney, ambaye matangazo hasi ya kampeni yalipeperushwa kwa niaba yake dhidi ya Gingrich.
A:","Baada ya matokeo kuingia, Gingrich alimpongeza Santorum, lakini alikuwa na maneno makali kwa Romney, ambaye matangazo hasi ya kampeni yalipeperushwa kwa niaba yake dhidi ya Gingrich.","After the results came in, Gingrich lauded Santorum, but had tough words for Romney, on whose behalf negative campaign advertisements were aired in Iowa against Gingrich.","After the election, Gingrich tried to get Santorum, but he was a loser against Romney, because he was defeated in the primary by his own party.",33.89491913301671,13.20355144445821,14.0625,15.75,-0.01422119140625
