prompt,query,reference,generation_baseline,bleu_baseline,chrf_baseline,metricx_baseline,metricx_qe_baseline,commet_baseline
"Q: Hebu tuanze na maelezo kuhusu mipango ya Italia. Italia ilikuwa hasa “kaka mdogo” wa Ujerumani na Japani.
A: Let's start with an explanation about Italy's plans. Italy was mainly the ""little brother"" of Germany and Japan.

Q: Huku uchumi wa San Francisco ukiunganishwa nayo kuwa kivutio cha watalii cha kimataifa, uchumi wake ni mseto.
A: While San Francisco's economy is linked to it being a world-class tourist attraction, its economy is diversified.

Q: Ikiwa unataka kuuona ulimwengu kwa urahisi, kwa umuhimu, mtindo wa maisha au chamgamoto, kuna baadhi ya njia za kufanya hivyo.
A: If you want to see the world on the cheap, for necessity, lifestyle or challenge, there are some ways to do that.

Q: Tangu kuhamia katika mji mkuu wa Catalan, Vidal alikuwa amechezea klabu yake michezo 49.
A: Since moving to the Catalan-capital, Vidal had played 49 games for the club.

Q: Watu wengi huhifadhi nafasi zao mapema sana (kwani kwa kawaida boti hizo hujaa wakati wa msimu wenye shughuli nyingi).
A: Most people book their place well in advance (as the boats are usually full during the high season).

Q: Kwa muda, jinsi idadi mpya inavyoanza kuzoea mazingira yao mapya, wanaanza kuonekana zaidi na zaidi tofauti na idadi ile nyingine.
A:"," Kwa muda, jinsi idadi mpya inavyoanza kuzoea mazingira yao mapya, wanaanza kuonekana zaidi na zaidi tofauti na idadi ile nyingine."," Over time, as the new population begins to adapt to their new environment, they start to look less and less like the other population.","For a while, how new arrivals start to feel more and more different from the other ones, they start to appear more and more different.",10.754999784156931,27.618646533854385,7.65625,7.90625,0.6484375
"Q: Jiji liko mara moja karibu na maporomoko ya maji ambayo ndiyo kivutio kikuu, lakini sehemu hii maarufu ya watalii huwatolea wanaotafuta kusisimka na kutembea maeneo mbali mbali fursa ya kukaa kwa muda mrefu.
A: The town lies immediately next to the falls, and they are the major attraction, but this popular tourist destination offers both adventure seekers and sightseers plenty of opportunities for a longer stay.

Q: Hufanya hivi kwa kutoa chembe ndogo ya mwanga inayoitwa “fotoni”.
A: They do this by emitting a tiny particle of light called a ""photon"".

Q: Phnom Krom, kilomita 12 kusini magharibi mwa Siem Reap. Hekalu hili la kilimani lilijengwa mwishoni mwa karne ya 9, wakati wa utawala wa Mfalme Yasovarman.
A: Phnom Krom, 12 km southwest of Siem Reap. This hilltop temple was built at the end of the 9th century, during the reign of King Yasovarman.

Q: Hii huenda ikahitaji kujaza fomu na polisi wa ndani au ziara katika ofisi za uhamiaji.
A: This might require filling out a form with the local police or a visit to the immigration offices.

Q: Kibonge kitakuwa kikisafiri kwa mwendo wa takriban kilomita 12.8 au maili 8 kwa sekunde, kasi ya kutosha kutoka San Francisco hadi Los Angeles kwa dakika moja.
A: The capsule will be traveling at about 12.8 km or 8 miles per second, fast enough to go from San Francisco to Los Angeles in one minute.

Q: Mwishowe, baada ya maelfu au hata mamilioni ya miaka, wakazi hao wawili wataonekana tofauti sana kwamba hawawezi kuitwa spishi moja.
A:"," Mwishowe, baada ya maelfu au hata mamilioni ya miaka, wakazi hao wawili wataonekana tofauti sana kwamba hawawezi kuitwa spishi moja."," Eventually, after thousands or even millions of years, the two populations will look so different that they can't be called the same species.","In the end, after thousands or even millions of years, the two species will have evolved so far apart that they will no longer be considered the same species.",40.988458894920875,61.353547874485024,1.875,1.546875,0.953125
"Q: Mji ni mtakatifu kwa dini tatu zinazomwamini Mungu mmoja - Dini ya Kiyahudi, Ukristo na Uislamu, na hutumika kama kituo cha kiroho, kidini, na kitamaduni.
A: The city is holy to the three monotheistic religions - Judaism, Christianity and Islam, and serves as a spiritual, religious, and cultural center.

Q: Nadal alipata 88% ya pointi kwenye mechi na kushinda pointi 76 kwenye utumishi wa kwanza.
A: Nadal bagged 88% net points in the match winning 76 points in the first serve.

Q: Kampuni inatumai kupanua vyanzo vyake vya faida na kupata umaarufu katika maeneo ambako Skype inamiliki nafasi thabiti, kama vile China, Uropa Mashariki, na Brazili.
A: The company hopes to diversify its profit sources and gain popularity in areas where Skype holds a strong position, such as China, Eastern Europe, and Brazil.

Q: Vita vya Urithi wa Uhispania viliashiria vita vya kwanza ambavyo shida yake kuu ilikuwa usawa wa madaraka.
A: The War of Spanish Succession marked the first war whose central issue was the balance of power.

Q: Ikiwa unatumia ndege-roboti, angalia mapema ni nini unachoruhusiwa kuchukua filamu yake na ni vibali au leseni gani za ziada zinazohitajika.
A: If using a drone, check well in advance as to what you are allowed to film and what permits or additional licensing are required.

Q: Tunauita mchakato huu speciation, ambalo linamanisha uundaji wa spishi mpya. Speciation ni matokeo yasiyoweza kuepukika na sehemu muhimu sana ya mageuzi.
A:"," Tunauita mchakato huu speciation, ambalo linamanisha uundaji wa spishi mpya. Speciation ni matokeo yasiyoweza kuepukika na sehemu muhimu sana ya mageuzi."," We call this process speciation, which just means the formation of new species. Speciation is an unavoidable consequence and a very important part of evolution.","We call this process of speciation, which is the formation of new species. Speciation is a very important part of evolution.",52.335145579408085,73.06428426032704,4.78125,3.25,0.7265625
"Q: Kawaida kwa Norwei kuwa na vilango-bahari vyenye miinuko mikali na mabonde ambayo ghafla hugeuka kuwa kilima kirefu tambarare ambacho ni bapa, kwa kadiri fulani.
A: Typical for Norway are steep fjords and valleys that suddenly give way to a high, more or less even plateau.

Q: Kufikia Jumatano alasiri, matundu ya tanki yalikuwa bado yanavuja labda kutokana na upanuzi wa kijoto ndani ya tanki.
A: As of Wednesday afternoon, the tank vents were still leaking probably from thermal expansion inside the tank.

Q: Ina muundo sawa wa kimolekyuli iwe ni gesi, kioevu, au mango.
A: It has the same molecular structure whether it is a gas, liquid, or solid.

Q: Ilikuwa na jeshi dhaifu na nevi dhaifu, ingawa walikuwa wamejenga tu meli nne mpya kabla ya kuanza kwa vita.
A: It had a weaker army and a weaker navy, although they had just built four new ships right before the beginning of the war.

Q: Manowari za Ujerumani ziliitwa nyambizi. Wajerumani walikuwa wazuri sana kwa kuabiri na kuendesha manowari zao.
A: German submarines were called U-Boats. The Germans were very good at navigating and operating their submarines.

Q: Mimea hutengeneza oksijeni ambayo binadamu hupumua, na huingiza kabonidioksidi ambayo binadamu hutoa nje (yaani, kupumua nje).
A:"," Mimea hutengeneza oksijeni ambayo binadamu hupumua, na huingiza kabonidioksidi ambayo binadamu hutoa nje (yaani, kupumua nje)."," Plants make oxygen which humans breathe, and they take in carbon-dioxide which humans exhale (that is, breathe out).","Oxygen is produced by the lungs and breathed out (i.e., exhaled).",1.7364968940754413,17.217942629495433,14.5625,13.8125,0.0087890625
"Q: Maduka makubwa yanazidi kupata seehemu ya chakula kilichotengenezwa tayari. Baadhi ya maduka makuu hutoa tanuri ya miale ya kupasha chakula joto.
A: Increasingly supermarkets are getting a more varied section of ready-made food. Some even provide a microwave oven or other means to heat food.

Q: Ingawa unaweza kudhani ni bora zaidi kujiunga na kampuni ya ndege unayotumia zaidi, unapaswa kujua kuwa marupurupu yanayotolewa mara nyingi ni tofauti na pointi za usafiri wa mara kwa mara huenda zikawa karimu zaidi chini ya kampuni tofauti katika muungano mmoja.
A: Although you may think it is intuitive to join the airline you fly most, you should be aware that privileges offered are often different and frequent flyer points may be more generous under a different airline in the same alliance.

Q: Kulingana na Fray Bartolomé de las Casas (Tratado de las Indias) kati ya 1492 na 1498 washindi wa Kispanya waliwaua takribani Wataino 100,000.
A: Based on Fray Bartolomé de las Casas (Tratado de las Indias) between 1492 and 1498 the Spanish conquerors killed around 100,000 Taínos.

Q: Akawatumia wanafunzi wa chuo kikuu chaa ndani barua pepe na akapata matoleo mengi sana ya malazi ya bure.
A: He emailed students at the local university and received an overwhelming number of offers for free accommodation.

Q: Miali miwili ya mwanga imeundwa ili kuelekea juu usiku kucha.
A: Two beams of light have been rigged up to point skywards overnight.

Q: Mimea hupata chakula chao kutoka kwa jua kupitia usanisinuru. Pia hupatia kuvuli
A:", Mimea hupata chakula chao kutoka kwa jua kupitia usanisinuru. Pia hupatia kuvuli, Plants make their food from the sun by photosynthesis. They also provide shade.,The plants get their food from the sun through the leaves. They also get a sunburn.,24.766496773030276,48.60275267693195,14.3125,14.0,0.10546875
"Q: Hatua za mawe zimewekwa kando ya idadi kubwa ya vijia, na katika sehemu za mteremko nyaya za chuma hutoa reli za kushikiliwa inayounga mikono.
A: Stone steps are laid along most of the path, and in the steeper sections steel cables provide a supporting handrail.

Q: Kuwa na nakala nyingine katika mzigo wako na mtandaoni (baruapepe iliyo na kiambatisho kwako mwenyewe, au kuhifahiwa kwenye “wingu”).
A: Have another copy in your luggage and online (e-mail to yourself with attachment, or stored in the ""cloud"").

Q: Katika Rogaland na Agder kwa kawaida huitwa ""hei"" kumaanisha ardhi iliyotengwa isiyo na miti na mara nyingi hufunikwa na mimea ya vichakani.
A: In Rogaland and Agder they are usually called ""hei"" meaning a treeless moorland often covered in heather.

Q: Mtangazaji, ambaye alikamatwa kwenye eneo hilo, alikanusha shambulio na kudai kwamba alitumia boriti kujikinga dhidi ya chupa alizokuwa akirushiwa na watu waliofikia thelathini.
A: The presenter, who was arrested at the scene, denied the attack and claimed he used the pole to protect himself from bottles being thrown at him by up to thirty people.

Q: Sehemu ya nje tunayoona tunapotazama jua inaitwa photosphere, kumaanisha “mpira wa mwanga”.
A: The outer-part we see when we look at the Sun is called the photosphere, which means ""ball of light"".

Q: Sisi hutengeneza nyumba zetu kwa mimea na kutengeneza nguo zetu kwa mimea. Chakula kingi ambacho sisi hula ni mimea. Bila mimea, wanyama hawawezi kuishi.
A:"," Sisi hutengeneza nyumba zetu kwa mimea na kutengeneza nguo zetu kwa mimea. Chakula kingi ambacho sisi hula ni mimea. Bila mimea, wanyama hawawezi kuishi."," We make our houses from plants and make clothes from plants. Most foods that we eat are plants. Without plants, animals could not survive.","We build our houses with plants and make our clothes with plants. The only food we eat is plants. Without plants, animals cannot live.",27.88241097922203,56.26599972142441,5.21875,1.1953125,0.91015625
"Q: Katika kesi nyingine, wale tu wanoishi nje ya makazi ya watlii wanafaa kujiandikisha. Lakini, hii inafanya sheria kuwa fiche, kwa hivyo jua mapema.
A: In other cases, only those staying outside of tourist accommodations need to register.  However, this makes the law much more obscure, so find out beforehand.

Q: Kila mwaka karibu Oktoba wala-mimea milioni 1.5 husafiri kuelekea nyanda za kusini, na kuvuka Mto Mara, kutoka vilima vya kaskazini kwa ajili ya mvua.
A: Every year around October nearly 1.5 million herbivores travel towards the southern plains, crossing the Mara River, from the northern hills for the rains.

Q: Katika mwaka wa 2010, benki ya sasa ya mtaa wa juu Northern Bank plc ilitenganishwa na ‘benki mbaya’, Northern Rock (Usimamizi wa Mali).
A: In 2010, while nationalised, the current high street bank Northern Rock plc was split from the ‘bad bank’, Northern Rock (Asset Management).

Q: Uturuki imezungukwa na maziwa katika pande tatu: Bahari ya Aegea upande wa magharibi, Bahari Nyeusi upande wa kaskazini na Bahari ya Mediterania upande wa kusini.
A: Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south.

Q: Inspekta David O’Shannesy wa RSPCA Wales mpya kusini aliambia ABC kuwa ufuatiliaji na ukaguzi wa maiti wafaa kuwa mahali pa kawaida pale Australia.
A: RSPCA New South Wales chief inspector David O'Shannessy told the ABC that surveillance and inspections of abattoirs should be commonplace in Australia.

Q: Mosasaurus ilikuwa mwindaji mkubwa wa wakati huo, kwa hivyo haikuogopa chochote isipokuwa Mosasaurus wengine.
A:"," Mosasaurus ilikuwa mwindaji mkubwa wa wakati huo, kwa hivyo haikuogopa chochote isipokuwa Mosasaurus wengine."," Mosasaurus was the apex predator of its time, so it feared nothing, except other mosasaurs.","Mosasaurus was a huge marine reptile, so it was not afraid of anything except other Mosasaurus.",16.368118043487417,43.809562740253504,7.25,6.78125,0.578125
"Q: Hivi karibuni alipoteza dhidi ya Raonic kwenye Brisbane Open.
A: He recently lost against Raonic in the Brisbane Open.

Q: Hii hutoa ubora wa mwonekano karibu mara nne ya ule wa picha hasi ya milimita 35 (3136 mm2 dhidi ya 864).
A: This gives resolution almost four times that of a 35 mm negative (3136 mm2 versus 864).

Q: ""Kamera ya siri bila shaka ingetuma ishara imara kwa wale watu wanaofanya kazi na wanyama kwamba ustawi wao ni wa kipaumbele cha juu.""
A: ""The CCTV would certainly send a strong signal to those people working with animals that their welfare is of the highest priority.""

Q: Pia alilaumiwa awali kwa kukiuka hakimiliki, lakini hakushtakiwa.
A: He has also been accused previously of copyright infringement, but was not charged.

Q: Mifumo inayobadilika ya fikira ni mbinu za utatuzi wa shida ambazo zinaunganisha maoni au nyanja tofauti ili kupata suluhisho.
A: Convergent thinking patterns are problem solving techniques that unite different ideas or fields to find a solution.

Q: Taya zake kubwa zilikuwa na zaidi ya meno 70 kali kama wembe, pamoja na seti ya ziada kwenye paa la mdomo wake, kumaanisha kwamba chochote kilichokutana naye hakingehepa.
A:"," Taya zake kubwa zilikuwa na zaidi ya meno 70 kali kama wembe, pamoja na seti ya ziada kwenye paa la mdomo wake, kumaanisha kwamba chochote kilichokutana naye hakingehepa."," Its long jaws were studded with more than 70 razor-sharp teeth, along with an extra set in the roof of its mouth, meaning that there was no escape for anything that crossed its path.","His teeth were so large that they were more than 70 times larger than those of a wolf, including a set of extra teeth on his wolf-like head, meaning that anything that came into contact with him would have been slow.",6.531717172372502,36.38813090296139,16.75,13.0,0.2041015625
"Q: ""Asante kwa wale waliounga mkono mwenye hatia kama mimi"", Siriporn alinukuliwa akisema katika mkutano na waandishi wa habari.
A: ""Thanks for those who supported a convict like me,"" Siriporn was quoted as saying at a press conference.

Q: Vidal mwenye umri wa miaka 28 alikuwa amejiunga na Barca misimu mitatu iliyopita kutoka Sevilla.
A: 28-year-old Vidal had joined Barça three seasons ago, from Sevilla.

Q: Baada ya mamia ya saa za operesheni, hatimaye uzi wa balbu unaungua na balbu ya nuru haiwezi kufanya kazi tena.
A: After hundreds of hours of operation the filament in the bulb eventually burns out and the light bulb no longer works.

Q: Kujitolea wakati wa kusafiri ni njia nzuri ya kuleta mabadiliko lakini si kuhusu utoaji tu.
A: Volunteering while travelling is a great way to make a difference but it's not just about giving.

Q: Mengi yamehusisha watu ambao hufanya kazi na kuku, lakini pia kuna hatari kiasi kwa watazama ndege.
A: Most have involved people who work with poultry, but there is also some risk to birdwatchers.

Q: Hatujui kwa kweli, lakini inaweza kuwa alikuwa na ulimi uliogawanyika. Lishe yake ni pamoja na kasa, samaki wakubwa, mosasau wengine, na labda anaweza kuwa kiumbe alaye wenziwe.
A:"," Hatujui kwa kweli, lakini inaweza kuwa alikuwa na ulimi uliogawanyika. Lishe yake ni pamoja na kasa, samaki wakubwa, mosasau wengine, na labda anaweza kuwa kiumbe alaye wenziwe."," We don't know for sure, but it may have had a forked tongue. Its diet included turtles, large fish, other mosasaurs, and it may even have been a cannibal.","We don't know for sure, but it could have been a very large appetite. His diet included large fish, other large animals, and perhaps a crocodile.",30.781456661835968,51.282548100844224,10.5,6.5625,-0.018310546875
"Q: Katika nchi nyingi zilizo na sheria kama hiyo, hoteli za ndani zitashughulikia usajili (hakikisha umeuliza).
A: In many countries with such a law, local hotels will handle the registration (make sure to ask).

Q: Wanasayansi huita mchakato huu ""utoaji wa mionzi uliosisimuliwa"" kwani atomu husisimuliwa na mwanga mkali, na kusababisha utoaji wa fotoni ya mwanga, na mwanga ni aina ya mionzi.
A: Scientists call this process ""stimulated emission of radiation"" because the atoms are stimulated by the bright light, causing the emission of a photon of light, and light is a type of radiation.

Q: Kwa upande mwingine, ni kwa sababu kiwango cha maji hususan ni kikubwa sana hivi kwamba mtazamo wako wa Maporomoko halisi ya Maji utazuiliwa – na maji yote!
A: On the other hand, it is precisely because the volume of water is so high that your viewing of the actual Falls will be obscured—by all the water!

Q: Siku hizi usafiri wa ndege huhifadhiwa moja kwa moja mara chache kupitia kampuni ya ndege bila kwanza kutafuta na kulinganisha bei.
A: Nowadays air travel is only rarely booked directly through the airline without first searching and comparing prices.

Q: Maelfu machache ya wafanyakazi huishi hapa wakati wa kiangazi kwenye dazeni nne za makazi aghalabu katika maeneo hayo; idadi ndogo hukaa wakati wa msimu wa baridi.
A: A couple of thousand staff live here in summer in some four dozen bases mostly in those areas; a small number stay over winter.

Q: Pia alishambulia chochote kilichoingia majini; hata dinosau mkubwa kama vile T. rex hangejimudu dhidi yake.
A:", Pia alishambulia chochote kilichoingia majini; hata dinosau mkubwa kama vile T. rex hangejimudu dhidi yake., It also attacked anything that entered the water; even a giant dinosaur such as T. rex would be no match for it.,He also attacked anything that entered the water; even the largest dinosaurs like T. rex would have been no match for him.,46.78794877498543,70.40086020595281,5.40625,2.546875,0.79296875
"Q: Malengo makuu ya Italiano yalikuwa nchi za Kiafrika. Ili kunasa nchi hizo, walihitaji kuwa na pedi ya kurushia vikosi, ili vikosi viweze kusafiri katika Bahari ya Mediteranea na kuishambulia Afrika.
A: Italy's main goals were African countries. To capture those countries, they would need to have a troop launching pad, so as troops could sail across the Mediterranean Sea and invade Africa.

Q: Tatizo ni kwamba theluji ni danganyifu, kwa hivyo inahitaji kuanzishwa ili iteremke, na kuteremka kwa theluji kidogo huenda kukawa tukio la kuanzisha iliyobaki.
A: The problem is that snow is sticky, so it needs some triggering to come down, and some snow coming down can be the triggering event for the rest.

Q: Kuna mikahawa kadhaa inayozunguka bustani, na katika nyakati za adhuhuri na jioni maonyesho ya bure hufanywa huko katika gazebo iliyo katikati.
A: There are a number of restaurants surrounding the garden, and in the afternoons and evening there free concerts are often given from the central gazebo.

Q: Ilikuwa na jeshi dhaifu na nevi dhaifu, ingawa walikuwa wamejenga tu meli nne mpya kabla ya kuanza kwa vita.
A: It had a weaker army and a weaker navy, although they had just built four new ships right before the beginning of the war.

Q: Dhana ilikuwa kwamba mataifa yote ya Ulaya lazima yangejaribu kuzuia taifa moja lisiwe lenye nguvu, na basi serikali za kitaifa mara nyingi zilibadili muungano wao ili kudumisha usawa.
A: The concept was that all European nations had to seek to prevent one nation from becoming powerful, and thus national governments often changed their alliances in order to maintain the balance.

Q: Wakati nyingi ya vyakula vyao tunavifahamu, Warumi walikuwa na sehemu yao ya vitu vya karamu vya kushangaza au visivyo vya kawaida, pamoja na nguruwe mwitu, tausi, konokono, na aina ya panya inayoitwa dormouse
A:"," Wakati nyingi ya vyakula vyao tunavifahamu, Warumi walikuwa na sehemu yao ya vitu vya karamu vya kushangaza au visivyo vya kawaida, pamoja na nguruwe mwitu, tausi, konokono, na aina ya panya inayoitwa dormouse"," While most of their food would be familiar to us, Romans did have their share of strange or unusual feast items, including wild boar, peacock, snails, and a type of rodent called a dormouse","Most of the time we know what to expect from the warumi, but they had their own unique and unusual foods, including the black bear, the wild boar, the porcupine, and the dormouse.",10.027828155151038,31.176814760607403,7.46875,5.59375,0.022705078125
"Q: Wakati dhoruba bado haijafikia kuporomoka kwa ardhi, inabakia kuwa vigumu kupima athari zinazoweza kukumba Marekani au Karibian.
A: As the storm is far from landfall, it remains difficult to assess potential impact to the United States or Caribbean.

Q: Christopher Garcia, msemaji wa Idara ya Polisi ya Los Angeles, alisema mtuhumiwa wa ukosefu wa kiume anachunguzwa kwa uingiaji bila ruhusa badala ya uharibifu.
A: Christopher Garcia, a spokesperson of the Los Angeles Police Department, said the suspected male offender is being investigated for trespassing rather than vandalism.

Q: Sheria ya Ufaransa ilibadilishwa. Uanaharakati wake ukarudi nyuma kwa miaka 15 ambapo alijiunga na Upinzani wa Ufaransa wakati wa Vita vya Dunia vya II.
A: French law was changed. His activism went back to age 15 when he joined the French Resistance during World War II.

Q: Mnamo September 24, 1759, Arthur Guinness alitia saini makubaliano ya kukodishwa kwa kiwanda cha pombe cha St James' Gate kilicho huko Dublin, Ireland.
A: On September 24, 1759, Arthur Guinness signed a 9,000 year lease for the St James' Gate Brewery in Dublin, Ireland.

Q: Jumla ya idadi ya watumiaji wa huduma za Yahoo! na Microsoft pamoja itazidi idadi ya wateja wa AOL.
A: The number of users of the Yahoo! and Microsoft services combined will rival the number of AOL's customers.

Q: Tofauti nyingine ilikuwa kwamba huku watu masikini na mwanamke wakila chakula chao huku wameketi kwenye viti, watu tajiri walipenda kuwa na karamu pamoja ambapo wangepumzika kwa upande huku wakila vyakula vyao.
A:"," Tofauti nyingine ilikuwa kwamba huku watu masikini na mwanamke wakila chakula chao huku wameketi kwenye viti, watu tajiri walipenda kuwa na karamu pamoja ambapo wangepumzika kwa upande huku wakila vyakula vyao."," Another difference was that while the poor people and the woman ate their food while sitting in chairs, the rich men liked to have banquets together where they would lounge on their sides while they ate their meals.","Another difference was that while the poor and the woman were sitting on the floor eating their food, the rich were having a party where they sat together while eating.",20.265187442082137,49.45018595779001,6.875,5.09375,0.91015625
"Q: Pia, katika hali joto za hewa bakteria hukua kwa haraka na kuishi kwa muda mrefu nje ya mwili.
A: Also, in warmer climates bacteria both grow more quickly and survive longer outside the body.

Q: Mji wa kale katika Vilima vya Judea una historia ya kusisimua ya maelfu ya miaka.
A: The ancient city in the Judean Hills has a fascinating history spanning thousands of years.

Q: Uamuzi wa Bw. Rudd kusaini makubaliano ya hali ya hewa ya Kyoto unatenga Marekani, ambayo sasa itakuwa nchi ya pekee iliyostawi kutoridhia mkataba huo.
A: Mr. Rudd's decision to sign the Kyoto climate accord isolates the United States, which will now be the only developed nation not to ratify the agreement.

Q: Kwenye ukingo wa barafuto vipande vikubwa hujitenga, kuanguka na pengine kuruka au kubingirika mbali zaidi na ukingo.
A: At the edge of glaciers huge blocks break loose, fall down and perhaps jump or roll farther from the edge.

Q: Visiwa vya Cook havina miji yoyoyte lakini vinajumuisha visiwa 15 tofauti. Vikuu kati yazo ni Rarotonga na Aitutaki.
A: The Cook Islands do not have any cities but are composed of 15 different islands. The main ones are Rarotonga and Aitutaki.

Q: Milo ya kale ya Kiroma haingejumuisha vyakula vilivyoingia Uropa kutoka Marekani au kutoka Asia katika karne za baadaye.
A:", Milo ya kale ya Kiroma haingejumuisha vyakula vilivyoingia Uropa kutoka Marekani au kutoka Asia katika karne za baadaye., Ancient Roman meals couldn't have included foods that came to Europe from America or from Asia in later centuries.,The ancient Roman diet did not include foods imported from the United States or Asia in the later centuries.,13.340889504962645,39.17549998521825,2.390625,2.046875,0.55859375
"Q: Katika baadhi ya nchi za shirikisho, kama vile Marekani na Kanada, ushuru wa mapato hutozwa katika ngazi ya shirikisho na pia ngazi ya ndani, kwa hivyo viwango na vikundi vinaweza kutofautiana toka eneo hadi eneo.
A: In some federal countries, such as the United States and Canada, income tax is levied both at the federal level and at the local level, so the rates and brackets can vary from region to region.

Q: Karibu 11:29, maandamano yalisonga juu katika Whitehall, kupita Trafalgar Square, kupitia Strand, kupita karibu na Aldwych na juu katika Kingsway kuelekea Holborn ambapo Chama cha Conservative kiliendesha Mkutano wa Majira ya Mchipuo kwenye hoteli ya Grand Connaught Rooms.
A: Around 11:29, the protest moved up Whitehall, past Trafalgar Square, along the Strand, passing by Aldwych and up Kingsway towards Holborn where the Conservative Party were holding their Spring Forum in the Grand Connaught Rooms hotel.

Q: ""Kama itakuwa ya kibiashara, tunapaswa kuwa nayo. Yaani, hakuna upingaji wa nishati ya nyuklia kikanuni, Bw Costello alisema.
A: ""If it becomes commercial, we should have it. That is, there's no in-principle objection to nuclear energy"" Mr Costello said.

Q: Miaka kumi baadaye, aliongoza sehemu ya Kisovieti ya misheni ya Apollo-Soyuz hivyo kuashiria kwamba Mbio za Angani zilikuwa zimekwisha.
A: Ten years later, he led the Soviet part of the Apollo–Soyuz mission symbolizing that the Space Race was over.

Q: Kampuni za ndege kama vile Emirates, Etihad Airways, Qatar Airways na Turkish Airlines zimepanua huduma zao pakubwa katika Afrika, na hutoa miunganisho kwenye miji mingi muhimu ya Afrika kwa bei bora kuliko kampuni nyingine za Uingereza.
A: Airlines such as Emirates, Etihad Airways, Qatar Airways & Turkish Airlines have greatly expanded their services to Africa, and offer connections to many major African cities at competitive rates than other European airlines.

Q: Kwa mfano, hawakuwa na mahindi, wala nyanya, wala viazi, wala kakao, na hakuna Mrumi wa zamani aliyewahi kuonja batamzinga.
A:"," Kwa mfano, hawakuwa na mahindi, wala nyanya, wala viazi, wala kakao, na hakuna Mrumi wa zamani aliyewahi kuonja batamzinga."," For instance, they didn't have corn, nor tomatoes, nor potatoes, nor cocoa, and no ancient Roman ever tasted a turkey.","For example, there were no bananas, no rice, no sugar, no coffee, and no old man who ever drank tea.",5.19036695091272,23.818381838656176,13.8125,8.0,0.04443359375
"Q: Walakini, siku hizi kuna wasanii wa grafiti waliobobea, hafla za michoro na kuta “halali”. Uchoraji wa grafiti kwenye muktadha huu mara nyingi hufanana na kazi za kisanaa badala ya vitambulisho visivyosomeka. ""
A: However, nowadays there are established graffiti artists, graffiti events and ""legal"" walls. Graffiti paintings in this context often resemble artworks rather than illegible tags.

Q: Pwani, bustani maalum na nyanja za kambi mara nyingi huwa sehemu ambazo hutembelewa sana na watalii wa kujiburudisha.
A: Beaches, theme parks and camp grounds are often the most common places frequented by recreational tourists.

Q: Mwaka wa 1977, Dak. Damadian alikamilisha ujenzi wa mdaki wa MRI wa mwili wote ambao aliuita “kisicho epukika”.
A: In 1977, Dr. Damadian completed the construction of the first “whole-body” MRI scanner, which he called the ”Indomitable”.

Q: Ufunguzi wa vilango uliruhusu kuachiliwa kwa shinikizo kwa mfumo na mafuta yalitiririka kwenye pedi hadi kwenye tangi ambalo linaweza kubeba mapipa 55,000 (galoni milioni 2.3).
A: The valves opening allowed a pressure release for the system and oil flowed on a pad to a tank that can hold 55,000 barrels (2.3 million gallons).

Q: Kati ya takriban vimondo 24,000 vinavyojulikana kuanguka Duniani, ni takribani 34 tu ambavyo vimethibitishwa kuwa na asili ya mirihi.
A: Out of the approximately 24,000 known meteorites to have fallen to Earth, only about 34 have been verified to be martian in origin.

Q: Wababeli waliwajengea kila mmoja wa miungu yao hekalu la msingi ambalo lilizingatiwa kuwa nyumba ya mungu huyo.
A:", Wababeli waliwajengea kila mmoja wa miungu yao hekalu la msingi ambalo lilizingatiwa kuwa nyumba ya mungu huyo., The Babylonians built each of their gods a primary temple that was considered the home of the god.,"The Babylonians built a temple for each of their gods, which was considered the house of their god.",36.33489952316531,66.67272657189444,2.3125,2.21875,0.87890625
