prompt,query,reference,generation_baseline,chrf_baseline,bleu_baseline
"Translate the following sentence from English to Russian:
Q: The National Hurricane Center (NHC) says that at this point Jerry poses no threat to land.
A:",The National Hurricane Center (NHC) says that at this point Jerry poses no threat to land.,"Согласно Национальному ураганному центру, на данный момент Джерри не представляет никакой угрозы на суше.","Национальный центр по мониторингу наводнений (NHC) утверждает, что в настоящее время Джордж не представляет угрозы для земли.",32.09815196600366,6.502400235712174
"Translate the following sentence from English to Russian:
Q: The U.S. Corps of Engineers estimated that 6 inches of rainfall could breach the previously damaged levees.
A:",The U.S. Corps of Engineers estimated that 6 inches of rainfall could breach the previously damaged levees.,"По оценке начальника Инженерных войск США, 6 дюймов дождевых осадков могли прорвать поврежденные ранее дамбы.","Корпус Министерства водных ресурсов США оценил, что 6 дюймов осадков могли бы прорвать ранее поврежденные дамбы.",44.63338775105325,27.21722928069547
"Translate the following sentence from English to Russian:
Q: The Ninth Ward, which saw flooding as high as 20 feet during Hurricane Katrina, is currently in waist-high water as the nearby levee was overtopped.
A:","The Ninth Ward, which saw flooding as high as 20 feet during Hurricane Katrina, is currently in waist-high water as the nearby levee was overtopped.","Девятый административный район, затопленный на 20 футов во время урагана Катрина, сейчас по пояс залит водой, поскольку дамба, находящаяся неподалеку, оказалась недостаточно высокой, чтобы удержать воду.","Невский район, который был затоплен высотой до 20 футов при наводнении волны Харрикейна, сейчас находится на уровне груди воды, так как прилегающий гидроузел был перекрыт.",25.357617340624,5.631496550619785
"Translate the following sentence from English to Russian:
Q: Water is spilling over the levee in a section 100 feet wide.
A:",Water is spilling over the levee in a section 100 feet wide.,Вода выливается за плотину на отрезке шириной 100 футов.,Вода залила берег в 100-метровом участке.,15.127169128178517,4.7258071950649265
"Translate the following sentence from English to Russian:
Q: Commons Administrator Adam Cuerden expressed his frustration over the deletions when he spoke to Wikinews last month.
A:",Commons Administrator Adam Cuerden expressed his frustration over the deletions when he spoke to Wikinews last month.,Администратор Commons Адам Керден выразил своё разочарование в связи с удалениями в своем разговоре  в прошлом месяце с Wikinews.,"Администратор общего пользования Адам Кюрен выразил свою неудовлетворенность в связи с удалением материалов, когда он говорил с Wikinews в прошлом месяце.",52.131685329635694,23.0950372821233
"Translate the following sentence from English to Russian:
Q: ""He [Wales] basically lied to us from the start. First, by acting as if this was for legal reasons. Second, by pretending he was listening to us, right up to his art deletion.""
A:","""He [Wales] basically lied to us from the start. First, by acting as if this was for legal reasons. Second, by pretending he was listening to us, right up to his art deletion.""","""Он [Уэльс] по сути лгал нам с самого начала. Во-первых, действуя так, как будто это нужно было сделать по юридическим причинам. Во-вторых, делая вид, что слушает нас вплоть до своего удаления изображений.""","""Он [Великобритания] с самого начала лгал нам. Во-первых, путаясь в том, что это было за законными причинами. Во-вторых, лгал, говоря, что слушает нас, до самого удаления искусства.""",45.82334688952719,29.408789355877616
"Translate the following sentence from English to Russian:
Q: The community irritation led to current efforts to draft a policy regarding sexual content for the site which hosts millions of openly-licensed media.
A:",The community irritation led to current efforts to draft a policy regarding sexual content for the site which hosts millions of openly-licensed media.,"Раздражение общественности привело к тому, что в настоящее время предпринимаются меры по разработке регламента относительно контента сексуального характера для данного сайта, на котором размещены миллионы медиаматериалов с открытой лицензией.","Коммунальная неприязнь привела к текущим усилиям по разработке политики относительно содержания, связанного с сексом, для сайта, который хранит миллионы открытых лицензированных медиа.",30.949146282363387,6.8952148456409095
"Translate the following sentence from English to Russian:
Q: The work done was mostly theoretical, but the program was written to simulate observations made of the Sagittarius galaxy.
A:","The work done was mostly theoretical, but the program was written to simulate observations made of the Sagittarius galaxy.","Проведенная работа была в основном теоретической, но программа была написана для имитации наблюдений галактики в Стрельце.","Работа была основана на теоретических основах, но программа была написана для моделирования наблюдений за галактикой Сагиттариус.",53.40562109063443,24.754048321636972
"Translate the following sentence from English to Russian:
Q: The effect the team was looking for would be caused by tidal forces between the galaxy's dark matter and the Milky Way's dark matter.
A:",The effect the team was looking for would be caused by tidal forces between the galaxy's dark matter and the Milky Way's dark matter.,"Эффект, который искала команда, может быть вызван приливными силами между тёмной материей галактики и тёмной материей Млечного Пути.","Влияние, которое команда искала, было вызвано силами втягивания между галактикой и ее темной материей.",35.039733154132264,6.184667464058878
"Translate the following sentence from English to Russian:
Q: Just like the moon exerts a pull on the earth, causing tides, so does the Milky Way exert a force on the Sagittarius galaxy.
A:","Just like the moon exerts a pull on the earth, causing tides, so does the Milky Way exert a force on the Sagittarius galaxy.","Так же, как Луна притягивает Землю, при этом вызывая приливы, так и Млечный Путь воздействует на галактику в Стрельце.","Так, как Луна оказывает притяжение на Землю, вызывая приливы, так и Млечный Путь оказывает силу на галактику Сагитары.",55.633353016213285,45.309798431388714
"Translate the following sentence from English to Russian:
Q: The scientists were able to conclude that the dark matter affect other dark matter in the same way regular matter does.
A:",The scientists were able to conclude that the dark matter affect other dark matter in the same way regular matter does.,"Ученые смогли сделать вывод, что темная материя воздействует на другую темную материю так же, как и в случае с обычной материей.","Научные сотрудники смогли прийти к выводу, что темная материя влияет на другую темную материя в том же самом порядке, как и обычное вещество.",49.81540004499064,28.96759690489346
"Translate the following sentence from English to Russian:
Q: This theory says that most dark matter around a galaxy is located around a galaxy in a kind of halo, and is made of lots of small particles.
A:","This theory says that most dark matter around a galaxy is located around a galaxy in a kind of halo, and is made of lots of small particles.","Согласно этой теории, значительная часть темной материи вокруг Галактики располагается в виде ореола и состоит из большого количества мелких частиц.","Эта теория утверждает, что большая часть темной материи вокруг галактики находится в галактическом диске и состоит из множества маленьких частиц.",47.06495720434054,26.645176436032163
"Translate the following sentence from English to Russian:
Q: Television reports show white smoke coming from the plant.
A:",Television reports show white smoke coming from the plant.,"В репортажах по телевидению сообщается  о белом дыме, идущем от завода.",Телевизионные новости показывают белый дым из завода.,19.024009257998557,6.5072047892740885
"Translate the following sentence from English to Russian:
Q: Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water.
A:","Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water.","Местные власти предупреждают жителей, проживающих поблизости от станции, о необходимости оставаться в помещениях, выключить кондиционеры и не пить воду из-под крана.","Локальные власти напоминают жителям, находящимся вблизи предприятия, о необходимости остаться дома, выключить кондиционеры и не пить воду из крана.",53.20899697346009,39.643599828943316
"Translate the following sentence from English to Russian:
Q: According to Japan's nuclear agency, radioactive caesium and iodine has been identified at the plant.
A:","According to Japan's nuclear agency, radioactive caesium and iodine has been identified at the plant.","Согласно ядерному управлению Японии, на заводе были обнаружены радиоактивный цезий и йод.","Согласно агентству японской атомной энергетики, радиоактивный ксеноциан и йод были обнаружены на объекте.",43.306227902243116,20.210771490685065
"Translate the following sentence from English to Russian:
Q: Authorities speculate that this indicates that containers holding uranium fuel at the site may have ruptured and are leaking.
A:",Authorities speculate that this indicates that containers holding uranium fuel at the site may have ruptured and are leaking.,"Власти предполагают, что это указывает на возможную пробоину и утечку в находящихся на объекте контейнерах с урановым топливом.","Следствием этого может быть то, что контейнеры с ураном, находящиеся на месте, могут разорваться и привести к утечке.",27.066186239318984,4.283691749633766
"Translate the following sentence from English to Russian:
Q: Dr. Tony Moll discovered the Extremely Drug Resistant Tuberculosis (XDR-TB) in the South African region KwaZulu-Natal.
A:",Dr. Tony Moll discovered the Extremely Drug Resistant Tuberculosis (XDR-TB) in the South African region KwaZulu-Natal.,В ходе исследований в южноафриканском регионе Квазулу-Натал доктору Тони Моллу (Tony Moll ) удалось обнаружить туберкулез с исключительно высокой устойчивостью к лекарствам (XDR-TB).,Dr. Тони Молл обнаружил очень устойчивую к антибиотикам туберкулез (XDR-TB) в регионе Южной Африки Квайзу-Зулу-Наталья.,29.51188208516295,15.322497342856005
"Translate the following sentence from English to Russian:
Q: In an interview, he said the new variant was ""very highly troubling and alarming because of the very high fatality rate.""
A:","In an interview, he said the new variant was ""very highly troubling and alarming because of the very high fatality rate.""","В интервью он сказал, что новый штамм ""вызывает очень большие опасения, так как он приводит к очень высокому уровню смертности"".","В интервью он сказал, что новый вариант ""очень тревожный и пугающий из-за очень высокой смертности.""",43.238232893773684,22.128787620869307
"Translate the following sentence from English to Russian:
Q: Some patients might have contracted the bug in the hospital, Dr. Moll thinks, and at least two were hospital health workers.
A:","Some patients might have contracted the bug in the hospital, Dr. Moll thinks, and at least two were hospital health workers.","Некоторые пациенты могли заразиться в больнице, думает доктор Молл, и по крайней мере двое были работниками здравоохранения в больнице.","Некоторые пациенты могли заразиться вирусом в больнице, думает доктор Молл, и хотя бы два были работники здравоохранения в больнице.",76.70107836191458,64.08304355611519
"Translate the following sentence from English to Russian:
Q: In one year's time, an infected person may infect 10 to 15 close contacts.
A:","In one year's time, an infected person may infect 10 to 15 close contacts.",За один год инфицированный человек может заразить от 10 до 15 человек при близком контакте.,В течение одного года зараженный человек может заразить 10-15 близких контактов.,40.018819631143224,21.713565323180102
"Translate the following sentence from English to Russian:
Q: However, the percentage of XDR-TB in the entire group of people with tuberculosis still seems to be low; 6,000 of the total 330,000 people infected at any particular moment in South Africa.
A:","However, the percentage of XDR-TB in the entire group of people with tuberculosis still seems to be low; 6,000 of the total 330,000 people infected at any particular moment in South Africa.","Однако, процент людей с туберкулёзом с множественной лекарственной устойчивостью в целой группе больных туберкулезом все еще кажется низким; 6000 от общего числа 330 000 зараженных в данный конкретный момент в ЮАР.","Однако процент XDR-TB в группе людей с туберкулезом всё ещё кажется низким; 6 000 из общего числа 330 000 людей, зараженных в любой момент в Южно-Африке.",45.379429708781856,25.701894969798644
"Translate the following sentence from English to Russian:
Q: The satellites, both of which weighed in excess of 1,000 pounds, and traveling at approximately 17,500 miles per hour, collided 491 miles above the Earth.
A:","The satellites, both of which weighed in excess of 1,000 pounds, and traveling at approximately 17,500 miles per hour, collided 491 miles above the Earth.","Спутники, каждый из которых был тяжелее 1 000 фунтов и перемещался со скоростью приблизительно 17 500 миль в час, столкнулись на высоте 491 мили над поверхностью Земли.","Спутники, оба из которых весили более 1000 фунтов, и летевшие со скоростью около 17500 миль в час, столкнулись на высоте 491 миль над Землей.",55.02334318257024,39.337867256320436
"Translate the following sentence from English to Russian:
Q: Scientists say the explosion caused by the collision was massive.
A:",Scientists say the explosion caused by the collision was massive.,"Учёные говорят, что взрыв, вызванный столкновением, был очень мощным.","Научные эксперты утверждают, что взрыв, вызванный столкновением, был огромным.",64.74056877841859,62.84502905787389
"Translate the following sentence from English to Russian:
Q: They are still trying to determine just how large the crash was and how the Earth will be affected.
A:",They are still trying to determine just how large the crash was and how the Earth will be affected.,"Они по-прежнему стараются определить, насколько большим было столкновение и как пострадает Земля.","Они все еще пытаются определить, насколько велика была авария, и как будет повлиять на Землю.",39.398400953634045,20.044282536569202
"Translate the following sentence from English to Russian:
Q: The United States Strategic Command of the U.S. Department of Defense office is tracking the debris.
A:",The United States Strategic Command of the U.S. Department of Defense office is tracking the debris.,Стратегическое командование Министерства обороны США ведёт поиск обломков.,Американская стратегическая команда военного департамента США отслеживает остатки.,24.901812217748667,2.5642993454084824
"Translate the following sentence from English to Russian:
Q: The result of plotting analysis will be posted to a public website.
A:",The result of plotting analysis will be posted to a public website.,Результаты анализа графиков будут размещены на общедоступном сайте.,"Результат анализа будет опубликован на сайте, доступном для всех.",37.42795133938529,3.595661140581813
"Translate the following sentence from English to Russian:
Q: A doctor who worked at Children's Hospital of Pittsburgh, Pennsylvania will be charged with aggravated murder after her mother was found dead in the trunk of her car Wednesday, authorities in Ohio say.
A:","A doctor who worked at Children's Hospital of Pittsburgh, Pennsylvania will be charged with aggravated murder after her mother was found dead in the trunk of her car Wednesday, authorities in Ohio say.","Обвинение в убийстве при отягчающих обстоятельствах будет предъявлено врачу, которая работала в Детской больнице Питтсбурга, Пенсильвания, после того как в среду ее мать нашли мертвой в багажнике ее автомобиля, сообщают власти Огайо.","Медицинский работник, работающий в Клинике детей в Питтсбурге, штат Пенсильвания, будет привлечен к уголовной ответственности по обвинению в убийстве с особо тяжким наказанием после того, как ее мать была найдена убитой в салоне автомобиля, в котором она ехала, в понедельник,",38.85064109049812,8.333438880280069
"Translate the following sentence from English to Russian:
Q: Dr. Malar Balasubramanian, 29, was found in Blue Ash, Ohio, a suburb approximately 15 miles north of Cincinnati lying on the ground beside the road in a T-shirt and underwear in an apparently heavily medicated state.
A:","Dr. Malar Balasubramanian, 29, was found in Blue Ash, Ohio, a suburb approximately 15 miles north of Cincinnati lying on the ground beside the road in a T-shirt and underwear in an apparently heavily medicated state.","Доктора Малар Баласубраманиан, 29 лет, нашли в Блю-Эше (штат Огайо), пригороде примерно в 15 милях к северу от Цинциннати. Он лежал на земле рядом с дорогой в футболке и нижнем белье и, по-видимому, в состоянии сильного наркотического опьянения.","Dr. Malar Balasubramanian, 29, был найден в Блуэ-Аш, штат Огайо, приблизительно 15 миль к северу от Цинциннати, лежащим на земле рядом с дорогой в виде т-образного шва в т-образном шве в т-образном шве в т-образном шве в т-образ",33.255343324486596,18.000138152650813
"Translate the following sentence from English to Russian:
Q: She directed officers to her black Oldsmobile Intrigue which was 500 feet away.
A:",She directed officers to her black Oldsmobile Intrigue which was 500 feet away.,"Она отправила офицеров в свой чёрный Олдсмобиль Интрига, который находился в 500 футах.","Она направила сотрудников к своей черной Oldsmobile Intrigue, которая находилась на расстоянии 500 футов.",26.490962322988015,3.652945772536268
"Translate the following sentence from English to Russian:
Q: There, they found the body of Saroja Balasubramanian, 53, covered with blood-stained blankets.
A:","There, they found the body of Saroja Balasubramanian, 53, covered with blood-stained blankets.","Там они нашли тело 53-летнего Сароджи Баласубраманиана, покрытое окровавленными одеялами.","Там они нашли тело Саро Джей Баласубраманиан, 53 лет, покрытое кровавыми занавесками.",53.0448248888436,30.3393902515445
"Translate the following sentence from English to Russian:
Q: Police said that the body appeared to have been there for about a day.
A:",Police said that the body appeared to have been there for about a day.,"Полиция сказала, что тело, скорее всего, находилось там около дня.","Полиция сообщила, что тело было там около суток.",39.57302038334951,12.846109021376952
"Translate the following sentence from English to Russian:
Q: The first cases of the disease this season were reported in late July.
A:",The first cases of the disease this season were reported in late July.,О первых случаях заболевания в этом сезоне было сообщено в июле.,Первые случаи заболевания этого сезона были зарегистрированы в конце июля.,31.302190296249645,8.961672320242714
"Translate the following sentence from English to Russian:
Q: The disease is carried by pigs, which then migrates to humans through mosquitos.
A:","The disease is carried by pigs, which then migrates to humans through mosquitos.","Переносчиками являются свиньи, от которых через комаров болезнь затем передаётся человеку.","The disease is carried by pigs, which then migrates to humans through mosquitos.",2.1922002090244015,1.8504430829513174
"Translate the following sentence from English to Russian:
Q: The outbreak has prompted the Indian government to undertake such measures as deployment of pig catchers in seriously affected areas, distributing thousands of mosquito curtains and spraying pesticides.
A:","The outbreak has prompted the Indian government to undertake such measures as deployment of pig catchers in seriously affected areas, distributing thousands of mosquito curtains and spraying pesticides.","Эта вспышка побудила индийское правительство принять такие меры, как установка ловушек для свиней в серьёзно пострадавших районах, раздача тысяч противомоскитных занавесок и распыление пестицидов.","Вспышка вызвала действия правительства Индии, такие как размещение пограничников в серьезно затронутых районах, выдача тысяч москитных сеток и борьба с пыльной пылью.",31.542427070455126,5.430955673070875
"Translate the following sentence from English to Russian:
Q: Several million vials of encephalitis vaccine have also been promised by the government, which will help prepare health agencies for next year.
A:","Several million vials of encephalitis vaccine have also been promised by the government, which will help prepare health agencies for next year.","Правительство также пообещало несколько миллионов ампул вакцины против энцефалита, которые помогут подготовить учреждения здравоохранения к следующему году.","Много миллионов флаконов вакцины энцефалита также были обещаны правительством, что поможет подготовить медицинские учреждения к следующему году.",50.62659841895033,29.171040484951753
"Translate the following sentence from English to Russian:
Q: Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.
A:",Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.,Планы по доставке вакцин в исторически наиболее пострадавшие районы в этом году были отложены из-за недостатка средств и низкой приоритетности по сравнению с другими заболеваниями.,Планирование вакцин для доставки в наиболее уязвимые регионы в этом году было отложено из-за отсутствия средств и низкой приоритетности по сравнению с другими заболеваниями.,62.59171749287693,46.55121191721121
"Translate the following sentence from English to Russian:
Q: In 1956 Słania moved to Sweden, where three years later he began work for the Swedish Post Office and became their chief engraver.
A:","In 1956 Słania moved to Sweden, where three years later he began work for the Swedish Post Office and became their chief engraver.","В 1956 году Сланя переехал в Швецию, где три года спустя начал работать на Шведскую почтовую компанию, и стал их главным гравировщиком.","В 1956 году Слания переехал в Швецию, где через три года он начал работу в шведской почте и стал их главным печатником.",55.29198529887004,35.523796527467844
"Translate the following sentence from English to Russian:
Q: He produced over 1,000 stamps for Sweden and 28 other countries.
A:","He produced over 1,000 stamps for Sweden and 28 other countries.",Он создал более 1000 марок для Швеции и 28 других стран.,Он выпустил более 1000 марок для Швеции и 28 других стран.,85.11293846559424,80.65008590125565
"Translate the following sentence from English to Russian:
Q: His work is of such recognized quality and detail that he is one of the very few ""household names"" among philatelists. Some specialize in collecting his work alone.
A:","His work is of such recognized quality and detail that he is one of the very few ""household names"" among philatelists. Some specialize in collecting his work alone.","Его работы настолько известны своим качеством и детализацией, что он является одним из немногих ""нарицательных имён"" среди филателистов. Некоторые специализируются только на коллекционировании его работ.","Его работа такая хорошо известная и детализированная, что он один из немногих ""домашних имен"" среди коллекционеров марок. Некоторые специализируются на коллекционировании его работы в отдельности.",52.23967989291584,36.51873337137589
"Translate the following sentence from English to Russian:
Q: His 1,000th stamp was the magnificent ""Great Deeds by Swedish Kings"" by David Klöcker Ehrenstrahl in 2000, which is listed in the Guinness Book of World Records.
A:","His 1,000th stamp was the magnificent ""Great Deeds by Swedish Kings"" by David Klöcker Ehrenstrahl in 2000, which is listed in the Guinness Book of World Records.","Его великолепная тысячная марка 2000-го  года воспроизводит ""Великие деяния шведских королей"" Давида-Клёккера Эрнестраля, она внесена в книгу мировых рекордов Гиннеса.","Его 1000-й почтовый узел был величественным ""Большими делами шведских королей"" Дэвида Клӧкера Эхренстралла в 2000 году, что указано в книге ""Гиннесса по всему миру"".",29.27051947924219,7.977705003428319
"Translate the following sentence from English to Russian:
Q: He was also engaged in engraving banknotes for many countries, recent examples of his work including the Prime Ministerial portraits on the front of the new Canadian $5 and $100 bills.
A:","He was also engaged in engraving banknotes for many countries, recent examples of his work including the Prime Ministerial portraits on the front of the new Canadian $5 and $100 bills.","Кроме того, он занимался гравюрным оттиском банкнот для многих стран. Недавние примеры его работ — портреты премьер-министра на лицевой стороне новых банкнот Канады номиналом 5 и 100 долларов.","Он также занимался печатанием банкнот для многих стран, последние примеры его работы включают портреты министра финансов на передней стороне новых канадских $5 и $100 купюр.",44.492969831812864,14.05261868195859
"Translate the following sentence from English to Russian:
Q: After the accident occurred, Gibson was transported to a hospital but died shortly afterwards.
A:","After the accident occurred, Gibson was transported to a hospital but died shortly afterwards.","После несчастного случая Гибсон был доставлен в больницу, но вскоре скончался.","После аварии Гибсон был доставлен в больницу, но вскоре после этого он умер.",61.871340044108905,59.95278533842183
"Translate the following sentence from English to Russian:
Q: The truck driver, who is aged 64, was not injured in the crash.
A:","The truck driver, who is aged 64, was not injured in the crash.",64-летний водитель грузовика в аварии не пострадал.,"The truck driver, who is 64 years old, was not hurt in the accident.",2.381908468237159,2.2869567780619007
"Translate the following sentence from English to Russian:
Q: The vehicle itself was taken away from the scene of the accident at approximately 1200 GMT on the same day.
A:",The vehicle itself was taken away from the scene of the accident at approximately 1200 GMT on the same day.,Сам автомобиль убрали с места происшествия в тот же день примерно в 12:00 по Гринвичу.,Водитель был забран с места происшествия в 1200 по местному времени того же дня.,36.56043679669452,20.467124548606282
"Translate the following sentence from English to Russian:
Q: A person working in a garage near where the accident occurred said: ""There were children waiting to cross the road and they were all screaming and crying.""
A:","A person working in a garage near where the accident occurred said: ""There were children waiting to cross the road and they were all screaming and crying.""","Человек, работающий в гараже недалеко от того места, где произошла авария, сказал: ""Там стояли дети, которые ждали, чтобы перейти дорогу. Все они кричали и плакали.","Человек, работающий в гараже, который находился рядом с местом происшествия, сказал: ""Вокруг было много детей, которые ждали перекрестка, и все они кричали и плакали.""",51.429274720557395,37.45116283921905
"Translate the following sentence from English to Russian:
Q: They all ran back from where the accident had happened.
A:",They all ran back from where the accident had happened.,"Все отбежали от места, в котором произошла авария.","Все они побежали обратно от места, где произошла авария.",60.218703952893705,37.030468338190616
"Translate the following sentence from English to Russian:
Q: Other subjects on the agenda in Bali include saving the world's remaining forests, and sharing technologies to help developing nations grow in less-polluting ways.
A:","Other subjects on the agenda in Bali include saving the world's remaining forests, and sharing technologies to help developing nations grow in less-polluting ways.","Прочие вопросы в повестке дня на Бали включают в себя сохранение оставшихся в мире лесов и обмен технологиями, чтобы способствовать росту развивающихся стран с меньшими загрязняющими последствиями.",Другие предметы на программе в Бали включают сохранение оставшихся лесов на планете и обмен технологиями для помощи развивающимся странам развивать себя в менее загрязняющих способах.,45.19562882056455,25.641178616682293
"Translate the following sentence from English to Russian:
Q: The U.N. also hopes to finalize a fund to help countries affected by global warming to cope with the impacts.
A:",The U.N. also hopes to finalize a fund to help countries affected by global warming to cope with the impacts.,"ООН также надеется завершить создание фонда помощи странам, страдающим от глобального потепления, для борьбы с его последствиями.","ООН также надеется завершить процесс создания фонда, который поможет странам, страдающим от глобального потепления, справляться с последствиями.",71.52646151244349,56.31868677196007
"Translate the following sentence from English to Russian:
Q: The money could go toward flood-proof houses, better water management, and crop diversification.
A:","The money could go toward flood-proof houses, better water management, and crop diversification.","Эти деньги могут пойти на строительство домов, устойчивых к наводнениям, рациональное использование водных ресурсов и диверсификацию сельскохозяйственных культур.","Монеты могли бы быть направлены на строительство устойчивых к наводнениям домов, улучшение управления водными ресурсами и разнообразие сельскохозяйственных культур.",50.20434058282539,37.48533897614559
"Translate the following sentence from English to Russian:
Q: Fluke wrote that the efforts by some to drown out women from speaking out about women’s health were unsuccessful.
A:",Fluke wrote that the efforts by some to drown out women from speaking out about women’s health were unsuccessful.,"Флюк написала, что попытки заставить женщин  молчать о женском здоровье были безуспешными.","Fluke написал, что усилия некоторых людей, пытавшихся затушить женщины, говорить о здоровье женщин, не увенчались успехом.",32.29064052287678,3.5518513284867645
"Translate the following sentence from English to Russian:
Q: She came to this conclusion due to the multitude of positive comments and encouragement sent to her by both female and male individuals urging that contraception medication be considered a medical necessity.
A:",She came to this conclusion due to the multitude of positive comments and encouragement sent to her by both female and male individuals urging that contraception medication be considered a medical necessity.,"Она пришла к такому выводу из-за многочисленных положительных комментариев и поддержки, полученных ею как от женщин, так и от мужчин, утверждающих, что противозачаточные средства следует рассматривать как медицинскую необходимость.","Она пришла к этому выводу благодаря множеству положительных отзывов и поощрений, которые она получала от как мужчин, так и женщин, призывающих к тому, чтобы контрацептивные препараты рассматривались как медицинская необходимость.",45.02615112387346,12.120858247644357
"Translate the following sentence from English to Russian:
Q: When the fighting ceased after the wounded were transported to the hospital, about 40 of the other remaining inmates stayed in the yard and refused to return to their cells.
A:","When the fighting ceased after the wounded were transported to the hospital, about 40 of the other remaining inmates stayed in the yard and refused to return to their cells.","Когда драка прекратилась, после того как раненые были доставлены в больницу, еще около 40 заключенных остались во дворе и отказались возвращаться в свои камеры.","Когда сражение прекратилось после того, как раненые были перевезены в больницу, около 40 из оставшихся из других заключенных осталось на площадке и отказались возвращаться в свои камеры.",66.50794605814406,39.98696714461834
"Translate the following sentence from English to Russian:
Q: Negotiators tried to rectify the situation, but the prisoners' demands are not clear.
A:","Negotiators tried to rectify the situation, but the prisoners' demands are not clear.","Переговорщики попытались исправить ситуацию, но требования заключённых не ясны.","Дипломаты пытались исправить ситуацию, но требования заключенных неясны.",68.60456796146501,43.05389197098978
"Translate the following sentence from English to Russian:
Q: Between 10:00-11:00 pm MDT, a fire was started by the inmates in the yard.
A:","Between 10:00-11:00 pm MDT, a fire was started by the inmates in the yard.",Между 10:00 и 11:00 вечера по горному времени заключенные устроили пожар во дворе.,"В период с 10:00 до 11:00 по МСК, огонь был зажжен в саду.",16.607388926741116,4.152310064211309
"Translate the following sentence from English to Russian:
Q: Soon, officers equipped with riot gear entered the yard and cornered the inmates with tear gas.
A:","Soon, officers equipped with riot gear entered the yard and cornered the inmates with tear gas.","Вскоре надзиратели в защитном снаряжении прошли во двор и загнали заключенных в угол, применив слезоточивый газ.","Вскоре сотрудники, оснащенные ружьями и газом, вошли в зал и задержали подозреваемых с помощью газа.",22.37651376920164,5.684815835858347
"Translate the following sentence from English to Russian:
Q: Fire rescue crews eventually doused the fire by 11:35 pm.
A:",Fire rescue crews eventually doused the fire by 11:35 pm.,В результате бригады пожарных потушили пожар к 23:35.,Вечером в 11:35 часов пожарные выключили огонь.,16.248620485470592,2.8398387225677895
