prompt,query,reference,generation_baseline,chrf_baseline,bleu_baseline,metricx_qe_baseline,metricx_baseline,baseline_lang
"Translate the following sentence from English to French:
Q: Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.
A:","Later reports then stated the plane received a bomb threat and was diverted back to Afghanistan, landing in Kandahar.",Des rapports ultérieurs ont ensuite révélé que l’appareil avait fait l'objet d'une menace d’attaque à la bombe et été redirigé vers l’Afghanistan pour atterrir à Kandahar.,"Des rapports ultérieurs ont ensuite déclaré que l'avion avait reçu une menace d'attentat et avait été détourné vers l'Afghanistan, atterrissant à Kandahar.",49.117616456557904,28.000012602841842,1.2421875,1.421875,fra_Latn
"Translate the following sentence from English to French:
Q: The early reports say the plane was diverted back to Afghanistan after being denied an emergency landing in Ürümqi.
A:",The early reports say the plane was diverted back to Afghanistan after being denied an emergency landing in Ürümqi.,Les premiers rapports indiquent que l’avion a été détourné vers l’Afghanistan après s’être vu refuser un atterrissage d’urgence à Ürümqi.,Les premiers rapports disent que l'avion a été détourné vers l'Afghanistan après avoir été refusé un atterrissage d'urgence à Ürümqi.,67.48372879448155,57.64148971723969,3.09375,3.078125,fra_Latn
"Translate the following sentence from English to French:
Q: Air accidents are common in Iran, which has an aging fleet that is poorly maintained both for civil and military operations.
A:","Air accidents are common in Iran, which has an aging fleet that is poorly maintained both for civil and military operations.","Les accidents aériens sont fréquents en Iran, qui dispose d'une flotte vieillissante et mal entretenue autant pour les vols civils que militaires.","Les accidents aériens sont courants en Iran, qui dispose d'un parc vieillissant qui est mal entretenu pour les opérations civiles et militaires.",62.94205307992051,42.50106440100345,2.078125,2.359375,fra_Latn
"Translate the following sentence from English to French:
Q: International sanctions have meant that new aircraft cannot be purchased.
A:",International sanctions have meant that new aircraft cannot be purchased.,"En raison des sanctions internationales, il n'est pas possible d'acheter de nouveaux avions.",Les sanctions internationales ont empêché l'achat de nouveaux avions.,51.47597672905088,23.12681991469435,0.7109375,0.76953125,fra_Latn
"Translate the following sentence from English to French:
Q: Earlier this week, a police helicopter crash killed three people and wounded three more.
A:","Earlier this week, a police helicopter crash killed three people and wounded three more.","Au début de cette semaine, l'accident d'un hélicoptère de la police a tué trois personnes et en a blessé trois autres.","Cette semaine, un hélicoptère de police a fait trois morts et trois blessés.",39.18154604187045,13.68705541359279,8.25,7.28125,fra_Latn
"Translate the following sentence from English to French:
Q: Last month Iran saw its worst air disaster in years when an airliner heading to Armenia crashed, killing the 168 on board.
A:","Last month Iran saw its worst air disaster in years when an airliner heading to Armenia crashed, killing the 168 on board.","Le mois dernier, l'Iran a connu sa pire catastrophe aérienne depuis des années lorsqu'un avion de ligne se dirigeant vers l'Arménie s'est écrasé, tuant les 168 personnes à bord.","L'Iran a connu son pire accident aérien en plusieurs années le mois dernier quand un avion en route pour l'Arménie s'est écrasé, tuant les 168 à bord.",50.58507875366828,40.64602016891429,0.5625,0.75390625,fra_Latn
"Translate the following sentence from English to French:
Q: The same month saw another airliner overrun a runway at Mashhad and strike a wall, killing seventeen.
A:","The same month saw another airliner overrun a runway at Mashhad and strike a wall, killing seventeen.","Le même mois, un autre avion de ligne a fait une sortie de piste à Mashhad et a heurté un mur, tuant ainsi dix-sept personnes.","Le même mois a vu un autre avion de ligne survoler une piste à Mashhad et frapper un mur, tuant dix-sept.",58.1738476727496,37.50387256400131,4.96875,5.9375,fra_Latn
"Translate the following sentence from English to French:
Q: Aerosmith have cancelled their remaining concerts on their tour.
A:",Aerosmith have cancelled their remaining concerts on their tour.,Le groupe Aerosmith a annulé les derniers concerts de sa tournée.,Aerosmith ont annulé leurs concerts restants sur leur tournée.,44.67350980326845,23.777117888635143,0.73046875,0.98828125,fra_Latn
"Translate the following sentence from English to French:
Q: The rock band was due to tour the United States and Canada until September 16.
A:",The rock band was due to tour the United States and Canada until September 16.,Le groupe de rock devait faire une tournée aux États-Unis et au Canada jusqu'au 16 septembre.,Le groupe de rock devait faire une tournée aux États-Unis et au Canada jusqu'au 16 septembre.,100.0,100.00000000000004,1.2734375,0.97265625,fra_Latn
"Translate the following sentence from English to French:
Q: They have cancelled the tour after lead singer Steven Tyler was injured after he fell off stage while performing on August 5.
A:",They have cancelled the tour after lead singer Steven Tyler was injured after he fell off stage while performing on August 5.,Ils ont annulé la tournée après que le chanteur Steven Tyler se soit blessé en tombant de scène lors d'un concert le 5 août dernier.,Ils ont annulé le tour après que le chanteur principal Steven Tyler a été blessé après qu'il est tombé de la scène en août 5.,48.05735716289013,23.717352158750117,3.109375,4.65625,fra_Latn
"Translate the following sentence from English to French:
Q: Murray lost the first set in a tie break after both men held each and every serve in the set.
A:",Murray lost the first set in a tie break after both men held each and every serve in the set.,Murray a perdu le premier set au tie break après que les deux hommes ont gardé leur service pendant tout le set.,Murray a perdu le premier set en tie break après que les deux hommes aient tenu chaque et chaque service dans le set.,66.56607633465528,47.51132438608344,5.53125,4.125,fra_Latn
"Translate the following sentence from English to French:
Q: Del Potro had the early advantage in the second set, but this too required a tie break after reaching 6-6.
A:","Del Potro had the early advantage in the second set, but this too required a tie break after reaching 6-6.","Malgré le net avantage de Del Potro pendant le deuxième set, il a fallu passer par un tie-break une fois que le score a atteint 6-6.","Del Potro a eu l'avantage au début du deuxième set, mais cela a également nécessité un tie break après avoir atteint 6-6.",37.99738521155336,13.226664727455406,2.53125,2.796875,fra_Latn
"Translate the following sentence from English to French:
Q: Potro received treatment to his shoulder at this point but managed to return to the game.
A:",Potro received treatment to his shoulder at this point but managed to return to the game.,"Potro a reçu à ce moment des soins pour son épaule, mais a réussi à reprendre le match.",Potro a reçu un traitement à son épaule à ce moment-là mais a réussi à revenir au jeu.,50.772502826904386,36.726701721586046,2.453125,2.96875,fra_Latn
"Translate the following sentence from English to French:
Q: The program started at 8:30 p.m. local time (15.00 UTC).
A:",The program started at 8:30 p.m. local time (15.00 UTC).,"Le programme a démarré à 20 h 30, heure locale (15 h 00 UTC).",Le programme a commencé à 20h30 heure locale (15h00 UTC).,66.6235207653917,18.10489074572394,0.78515625,0.59375,fra_Latn
"Translate the following sentence from English to French:
Q: Famous singers across the country presented bhajans, or devotional songs, to Shri Shyam's feet.
A:","Famous singers across the country presented bhajans, or devotional songs, to Shri Shyam's feet.","Des chanteurs célèbres dans tout le pays ont présenté des bhajans, ou chants de dévotion, aux pieds de Shri Shyam.","Des chanteurs célèbres du pays ont présenté des bhajans, ou des chants devots, aux pieds de Shri Shyam.",75.54772732279727,64.18788313688347,3.203125,3.109375,fra_Latn
"Translate the following sentence from English to French:
Q: Singer Sanju Sharma started the evening, followed by Jai Shankar Choudhary. esented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.
A:","Singer Sanju Sharma started the evening, followed by Jai Shankar Choudhary. esented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.","La chanteuse Sanju Sharma a commencé la soirée, suivie par Jai Shankar Choudhary. Lakkha Singh a également présenté le bhajan de Chhappan Bhog. Le chanteur Raju Khandelwal l’accompagnait.","Singer Sanju Sharma started the evening, followed by Jai Shankar Choudhary. He presented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.",38.718628425777645,23.04282676781901,24.25,24.25,eng_Latn
"Translate the following sentence from English to French:
Q: Then, Lakkha Singh took the lead in singing the bhajans.
A:","Then, Lakkha Singh took the lead in singing the bhajans.","Ensuite, Lakkha Singh a pris l'initiative de chanter les bhajans.","Ensuite, Lakkha Singh a pris la tête du chant des bhajans.",63.85323740266687,40.28380059331981,4.25,4.40625,fra_Latn
"Translate the following sentence from English to French:
Q: 108 plates of Chhappan Bhog (in Hinduism, 56 different edible items, like, sweets, fruits, nuts, dishes etc. which are offered to deity) were served to Baba Shyam.
A:","108 plates of Chhappan Bhog (in Hinduism, 56 different edible items, like, sweets, fruits, nuts, dishes etc. which are offered to deity) were served to Baba Shyam.","108 assiettes de Chhappan Bhog (dans l'hindouisme, 56 aliments comestibles différents, comme des sucreries, des fruits, des noix, des plats etc. qui sont offerts à la divinité) ont été servis à Baba Shyam.","108 assiettes de Chhappan Bhog (en hindouisme, 56 articles comestibles différents, comme, des bonbons, des fruits, des noix, des plats etc. qui sont offerts à la divinité) ont été servis à Baba Shyam.",84.50914234835597,75.21038059489499,3.484375,2.078125,fra_Latn
"Translate the following sentence from English to French:
Q: Lakkha Singh presented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.
A:","Lakkha Singh presented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.","Quant à Lakkha Singh, il a lui aussi présenté le chhappan bhog bhajan, tout en étant accompagné du chanteur Raju Khandelwal.",Lakkha Singh ने चहपन्न भोग भजन भी प्रस्तुत किया। गायक राजू खण्डेलवाल ने साथ दिया।,8.468194154454721,3.8039473721246084,5.8125,6.09375,hin_Deva
"Translate the following sentence from English to French:
Q: At Thursday's keynote presentation of the Tokyo Game Show, Nintendo president Satoru Iwata unveiled the controller design for the company's new Nintendo Revolution console.
A:","At Thursday's keynote presentation of the Tokyo Game Show, Nintendo president Satoru Iwata unveiled the controller design for the company's new Nintendo Revolution console.","Jeudi, lors de la présentation principale du Tokyo Game Show, le président de Nintendo, Satoru Iwata, a dévoilé le design de la manette de la nouvelle console Nintendo Revolution de la société.","Au cours de la présentation de jeudi du Nintendo Revolution, le président de Nintendo, Satoru Iwata, a dévoilé le design du contrôleur de la nouvelle console de la société.",71.26653657382641,56.81834013992462,4.4375,3.890625,fra_Latn
"Translate the following sentence from English to French:
Q: Resembling a television remote, the controller uses two sensors placed near the user's television to triangulate its position in three-dimensional space.
A:","Resembling a television remote, the controller uses two sensors placed near the user's television to triangulate its position in three-dimensional space.","Identique à une télécommande de télévision, la commande utilise deux capteurs placés près du téléviseur de l'utilisateur pour trianguler sa position dans l'espace tridimensionnel.","Resembling a television remote, the controller uses two sensors placed near the user's television to triangulate its position in three-dimensional space.",23.126630778043907,1.1207114846907142,25.0,25.0,eng_Latn
"Translate the following sentence from English to French:
Q: This will allow players to control actions and movements in video games by moving the device through the air.
A:",This will allow players to control actions and movements in video games by moving the device through the air.,Cela permettra aux joueurs de contrôler les actions et les mouvements dans les jeux vidéo en déplaçant l’appareil dans l’air.,Cela permettra aux joueurs de contrôler les actions et les mouvements dans les jeux vidéo en déplaçant l'appareil dans l'air.,91.31858030947566,84.4326024739321,0.98046875,0.84375,fra_Latn
"Translate the following sentence from English to French:
Q: Giancarlo Fisichella lost control of his car and ended the race very soon after the start.
A:",Giancarlo Fisichella lost control of his car and ended the race very soon after the start.,Giancarlo Fisichella a perdu le contrôle de sa voiture et a terminé la course peu après le démarrage.,Giancarlo Fisichella a perdu le contrôle de sa voiture et a fini la course très vite après le départ.,74.354496595822,62.78644599509269,3.21875,2.234375,fra_Latn
"Translate the following sentence from English to French:
Q: His teammate Fernando Alonso was in the lead for most of the race, but ended it right after his pit-stop, probably because a badly tucked right front wheel.
A:","His teammate Fernando Alonso was in the lead for most of the race, but ended it right after his pit-stop, probably because a badly tucked right front wheel.","Son coéquipier Fernando Alonso a dominé pendant toute la course, mais son arrêt au stand a mis fin à cette domination, sans doute en raison d'une roue avant droite mal fixée.","Son coéquipier Fernando Alonso était en tête pendant la majeure partie de la course, mais a fini juste après son arrêt aux stands, probablement parce qu'une roue avant droite mal pliée.",52.750472073964005,36.36765199264296,4.75,5.5625,fra_Latn
"Translate the following sentence from English to French:
Q: Michael Schumacher ended his race not long after Alonso, because of the suspension damage in the numerous battles during the race.
A:","Michael Schumacher ended his race not long after Alonso, because of the suspension damage in the numerous battles during the race.","Michael Schumacher a terminé sa course peu de temps après Alonso, en raison des dommages subis au niveau des suspensions tout au long de la course.","Michael Schumacher a terminé sa course non pas longtemps après Alonso, à cause des dégâts de suspension dans les nombreuses batailles durant la course.",54.43422653894818,31.044812333541273,6.21875,6.90625,fra_Latn
"Translate the following sentence from English to French:
Q: ""She’s very cute and sings quite well, too,"" he said according to a transcript of the news conference.
A:","""She’s very cute and sings quite well, too,"" he said according to a transcript of the news conference.","« Elle est très jolie, et elle chante très bien aussi », a-t-il déclaré selon une transcription de la conférence de presse.","""Elle est très mignonne et chante aussi bien,"" a-t-il dit selon un compte rendu de la conférence de presse.",49.008539565236894,30.225134173925042,2.765625,4.375,fra_Latn
"Translate the following sentence from English to French:
Q: ""I was moved every time we did a rehearsal on this, from the bottom of my heart.""
A:","""I was moved every time we did a rehearsal on this, from the bottom of my heart.""","« J’ai été ému à chaque fois que nous avons fait une répétition sur ce sujet, du fond du cœur. »","""Je me suis toujours ému à chaque fois que nous faisions une répétition sur ça, du fond du cœur.""",61.41585370584137,45.900756875696615,3.015625,3.015625,fra_Latn
"Translate the following sentence from English to French:
Q: Around 3 minutes into the launch, an on-board camera showed numerous pieces of insulation foam break away from the fuel tank.
A:","Around 3 minutes into the launch, an on-board camera showed numerous pieces of insulation foam break away from the fuel tank.","Environ trois minutes après le lancement, une caméra embarquée montrait de nombreux morceaux de mousse isolante en train de se détacher du réservoir de carburant.","Vers les 3 minutes de lancement, une caméra embarquée a montré de nombreuses pièces de mousse d'isolation se détacher du réservoir de carburant.",60.20155308624646,46.10443087899307,1.0546875,1.25,fra_Latn
"Translate the following sentence from English to French:
Q: However, they are not thought to have caused any damage to the shuttle.
A:","However, they are not thought to have caused any damage to the shuttle.",On ne pense cependant pas qu'ils aient causé le moindre dégât à la navette.,"Cependant, ils ne sont pas censés avoir causé de dommages à la navette.",38.83106446094191,19.86256068413474,1.2578125,1.421875,fra_Latn
"Translate the following sentence from English to French:
Q: NASA's shuttle program chief N. Wayne Hale Jr. said the foam had fallen ""after the time we are concerned about.""
A:","NASA's shuttle program chief N. Wayne Hale Jr. said the foam had fallen ""after the time we are concerned about.""","Le chef du programme de la navette de la NASA, N. Wayne Hale Jr., a dit que la mousse était tombée « après le temps qui nous préoccupe ».","Le chef du programme de navettes spatiales de la NASA, N. Wayne Hale Jr., a déclaré que la mousse avait chuté ""après le moment auquel nous sommes préoccupés.""",62.658020822457715,38.164082190237124,6.25,7.0625,fra_Latn
"Translate the following sentence from English to French:
Q: Five minutes into the display a wind starts rolling in, about a minute later, the wind is reaching 70km/h... then the rain comes, but so hard and so large that it slaps your skin like a needle, then hail fell from the sky, people panicking and screaming and running over each other.
A:","Five minutes into the display a wind starts rolling in, about a minute later, the wind is reaching 70km/h... then the rain comes, but so hard and so large that it slaps your skin like a needle, then hail fell from the sky, people panicking and screaming and running over each other.","Cinq minutes après le début de l'exposition, un vent se met à souffler pour atteindre, environ une minute plus tard, la vitesse de 70km/h... puis la pluie arrive, mais si forte et si grosse qu'elle frappe votre peau comme une aiguille, puis la grêle tombe du ciel, les gens paniquent, crient et se roulent dessus.","Cinq minutes après le début de la présentation, un vent commence à souffler, un minute plus tard, le vent atteint 70km/h... puis la pluie arrive, mais si dure et si grande qu'elle vous frappe la peau comme une aiguille, puis la grêle tombe du ciel, les gens paniquent et crient et se heurtent les uns aux autres.",68.52290329515014,55.043068778911156,3.984375,4.53125,fra_Latn
"Translate the following sentence from English to French:
Q: I lost my sister and her friend, and on my way there were two disabled people in wheelchairs, people just jumping over and pushing them,"" Armand Versace said.
A:","I lost my sister and her friend, and on my way there were two disabled people in wheelchairs, people just jumping over and pushing them,"" Armand Versace said.","J'ai perdu ma sœur et son amie, et sur mon chemin, il y avait deux personnes handicapées en fauteuil roulant, des gens qui ne faisaient que sauter et les pousser », a déclaré Armand Versace.","J'ai perdu ma soeur et sa copine, et en route, il y avait deux personnes handicapées en fauteuil roulant, des gens qui sautent dessus et les poussent, a déclaré Armand Versace.",69.91598397168895,56.22581458344593,5.0625,4.65625,fra_Latn
"Translate the following sentence from English to French:
Q: NHK also reported that the Kashiwazaki Kariwa nuclear power plant in Niigata prefecture was operating normally.
A:",NHK also reported that the Kashiwazaki Kariwa nuclear power plant in Niigata prefecture was operating normally.,"La NHK a également fait savoir que la centrale nucléaire de Kashiwazaki Kariwa, dans la préfecture de Niigata, fonctionnait normalement.",NHKはまた、新潟県の柏崎刈羽原子力発電所が通常運転していることを報じた。,0.8543542564556337,1.7469027765431426,2.875,3.9375,jpn_Jpan
"Translate the following sentence from English to French:
Q: Hokuriku Electric Power Co. reported no effects from the earthquake and that the Number 1 and 2 reactors at its Shika nuclear power plant were shut down.
A:",Hokuriku Electric Power Co. reported no effects from the earthquake and that the Number 1 and 2 reactors at its Shika nuclear power plant were shut down.,Hokuriku Electric Power Co. n'a signalé aucun effet du tremblement de terre et que les réacteurs numéro 1 et 2 de sa centrale nucléaire de Shika ont été arrêtés.,北陸電力は、地震の影響はなかったと発表し、石川県の志賀原子力発電所では、第1、第2号機が停止した。,0.24588148512417013,0.0,3.96875,5.25,jpn_Jpan
"Translate the following sentence from English to French:
Q: It is reported that some 9400 homes in the region are without water and approximately 100 without electricity.
A:",It is reported that some 9400 homes in the region are without water and approximately 100 without electricity.,"On signale qu'environ 9 400 habitations de la région sont privées d'eau, et qu'environ 100 sont privées d'électricité.",Il est rapporté que 9400 maisons dans la région sont sans eau et environ 100 sans électricité.,34.64786344252585,6.294579871532297,1.8515625,2.515625,fra_Latn
"Translate the following sentence from English to French:
Q: Some roads have been damaged, railway service interrupted in the affected areas, and the Noto Airport in Ishikawa prefecture remains closed.
A:","Some roads have been damaged, railway service interrupted in the affected areas, and the Noto Airport in Ishikawa prefecture remains closed.","Certaines routes ont été endommagées, le service ferroviaire a été suspendu dans les zones affectées, et l’aéroport de Noto de la préfecture d’Ishikawa est toujours fermé.","Les routes ont été endommagées, le service ferroviaire interrompu dans les zones touchées et l'aéroport de Noto dans la préfecture d'Ishikawa reste fermé.",62.69521862021507,50.44811178382051,1.0234375,0.8203125,fra_Latn
"Translate the following sentence from English to French:
Q: One bomb exploded outside the governor general's office.
A:",One bomb exploded outside the governor general's office.,Une bombe a explosé devant le bureau du gouverneur général.,Une bombe a explosé à l'extérieur du bureau du gouverneur général.,76.71275356747803,49.62822700197383,0.765625,0.83203125,fra_Latn
"Translate the following sentence from English to French:
Q: Three more bombs exploded near government buildings in a period of two hours.
A:",Three more bombs exploded near government buildings in a period of two hours.,Trois autres bombes ont explosé près des bâtiments du gouvernement en l'espace de deux heures.,Trois bombes supplémentaires ont explosé près des bâtiments gouvernementaux dans une période de deux heures.,66.72708208356154,40.033402951860424,0.9140625,0.77734375,fra_Latn
"Translate the following sentence from English to French:
Q: Some reports put the official death toll at eight, and official reports confirm that up to 30 were injured; but final numbers are not yet known.
A:","Some reports put the official death toll at eight, and official reports confirm that up to 30 were injured; but final numbers are not yet known.","Certains rapports portent le nombre officiel de morts à huit, et des rapports officiels confirment que jusqu'à 30 personnes ont été blessées ; mais les chiffres définitifs ne sont pas encore connus.","Certains rapports donnent le nombre de morts officiels à huit, et les rapports officiels confirment que jusqu'à 30 personnes ont été blessées; mais les chiffres définitifs ne sont pas encore connus.",88.67451740353445,72.80647427053945,2.171875,1.8359375,fra_Latn
"Translate the following sentence from English to French:
Q: Both cyanuric acid and melamine were found in urine samples from pets that died after consuming contaminated pet food.
A:",Both cyanuric acid and melamine were found in urine samples from pets that died after consuming contaminated pet food.,De l'acide cyanurique et de la mélamine ont été découverts dans les échantillons d'urine prélevés sur les animaux domestiques qui sont morts après avoir ingéré de la nourriture pour animaux contaminée.,Les deux acides cyano et la mélanine ont été trouvés dans les échantillons d'urine de chiens qui sont morts après avoir consommé des aliments pour animaux contaminés.,51.167980718477146,27.940263088263066,5.125,5.90625,fra_Latn
"Translate the following sentence from English to French:
Q: The two compounds react with one another to form crystals that may block kidney function, researchers at the university said.
A:","The two compounds react with one another to form crystals that may block kidney function, researchers at the university said.","Les deux composés réagissent l'un avec l'autre pour former des cristaux qui peuvent bloquer la fonction rénale, ont déclaré des chercheurs de l'université.","Les deux composés réagissent entre eux pour former des cristaux qui peuvent bloquer la fonction rénale, ont déclaré des chercheurs à l'université.",84.09570025916075,71.43203480506999,1.0625,1.1015625,fra_Latn
"Translate the following sentence from English to French:
Q: The researchers observed crystals formed in cat urine by the addition of melamine and cyanuric acid.
A:",The researchers observed crystals formed in cat urine by the addition of melamine and cyanuric acid.,"Les enquêteurs ont découvert que des cristaux s'étaient formés dans l'urine des chats en raison de la présence de ces substances supplémentaires, la mélamine et l'acide cyanurique.",Les chercheurs ont observé des cristaux formés dans l'urine du chat par l'ajout de mélanine et d'acide cyanurique.,36.95877737532612,31.571873328790506,1.0546875,1.78125,fra_Latn
"Translate the following sentence from English to French:
Q: The composition of these crystals matches those found in the urine of affected pets when compared by infrared spectroscopy (FTIR).
A:",The composition of these crystals matches those found in the urine of affected pets when compared by infrared spectroscopy (FTIR).,La composition de ces cristaux correspond à ce qui est trouvé dans l’urine des animaux domestiques affectés lorsqu’on compare par spectroscopie infrarouge (IRTF).,La composition de ces cristaux correspond à celle trouvée dans l'urine des animaux affectés lorsqu'elle est comparée par spectroscopie infrarouge (FTIR).,67.45394354869096,54.67278542523003,1.0546875,1.1015625,fra_Latn
"Translate the following sentence from English to French:
Q: I don't know if you realize it or not, but most of the goods from Central America came into this country duty-free.
A:","I don't know if you realize it or not, but most of the goods from Central America came into this country duty-free.","Je ne sais pas si vous vous en rendez compte, mais la plupart des marchandises en provenance d'Amérique centrale sont entrées dans notre pays exonérées de taxes.","Je ne sais pas si vous vous en rendez compte ou non, mais la plupart des marchandises d'Amérique centrale sont entrées dans ce pays sans droits de douane.",73.57482372562076,62.0401623044756,1.34375,1.546875,fra_Latn
"Translate the following sentence from English to French:
Q: Yet eighty percent of our goods were taxed through tariffs in Central American countries. we treat you.
A:",Yet eighty percent of our goods were taxed through tariffs in Central American countries. we treat you.,"Pourtant, 80 % de nos marchandises étaient taxées par des droits de douane dans les pays d’Amérique centrale. Nous vous soignons.","Pourtant, 80% de nos marchandises étaient taxées par des droits de douane dans les pays d'Amérique centrale. nous vous traitons.",85.37014200764463,65.94235374533139,6.4375,5.65625,fra_Latn
"Translate the following sentence from English to French:
Q: That didn't seem to make sense to me; it certainly wasn't fair.
A:",That didn't seem to make sense to me; it certainly wasn't fair.,Cela ne me semblait pas logique ; ce n'était certainement pas juste.,Ça ne m'a pas semblé faire sens; c'était certainement pas juste.,53.602978967945646,32.82518529729175,1.4140625,1.4921875,fra_Latn
"Translate the following sentence from English to French:
Q: All I say to people is you treat us the way we treat you.
A:",All I say to people is you treat us the way we treat you.,"Tout ce que je dis aux gens, c’est que vous nous traitez comme nous vous traitons.","Tout ce que je dis aux gens, c'est que vous nous traitiez comme nous vous traitons.",88.37386956945473,68.88074582865504,4.5625,1.6875,fra_Latn
"Translate the following sentence from English to French:
Q: California Governor Arnold Schwarzenegger signed into law a bill that bans the sale or rental of violent video games to minors.
A:",California Governor Arnold Schwarzenegger signed into law a bill that bans the sale or rental of violent video games to minors.,"Le gouverneur de Californie, Arnold Schwarzenegger, a promulgué une loi qui interdit la vente ou la location de jeux vidéo violents aux mineurs.","Le gouverneur de Californie, Arnold Schwarzenegger, a signé une loi interdisant la vente ou la location de jeux vidéo violents aux mineurs.",85.72669493228926,75.56825217027612,0.36523438,0.4609375,fra_Latn
"Translate the following sentence from English to French:
Q: The bill requires violent video games sold in the state of California to be labeled with a decal reading ""18"" and makes their sale to a minor punishable by a fine of $1000 per offense.
A:","The bill requires violent video games sold in the state of California to be labeled with a decal reading ""18"" and makes their sale to a minor punishable by a fine of $1000 per offense.",Le projet de loi exige que les jeux vidéo violents vendus dans l'État de Californie soient étiquetés avec un autocollant portant la mention « 18 » et rend leur vente à un mineur passible d'une amende de 1000 dollars par infraction.,"La loi exige que les jeux vidéo violents vendus dans l'état de Californie soient étiquetés avec un autocollant indiquant ""18"" et que leur vente à un mineur soit passible d'une amende de 1000 $ par infraction.",72.8994373171832,64.98184909870689,1.3671875,1.65625,fra_Latn
"Translate the following sentence from English to French:
Q: The Director of Public Prosecutions, Kier Starmer QC, gave a statement this morning announcing the prosecution of both Huhne and Pryce.
A:","The Director of Public Prosecutions, Kier Starmer QC, gave a statement this morning announcing the prosecution of both Huhne and Pryce.","Le directeur des poursuites publiques, Kier Starmer QC, a fait une déclaration ce matin annonçant la poursuite de Huhne et Pryce.","Le Directeur de la Procureur Général, Kier Starmer QC, a fait une déclaration ce matin annonçant la poursuite de Huhne et Pryce.",78.42402260879356,72.98063610025693,4.96875,4.28125,fra_Latn
"Translate the following sentence from English to French:
Q: Huhne has resigned and he will be replaced in the Cabinet by Ed Davey MP. Norman Lamb MP is expected to take the Business Minister job Davey is vacating.
A:",Huhne has resigned and he will be replaced in the Cabinet by Ed Davey MP. Norman Lamb MP is expected to take the Business Minister job Davey is vacating.,Huhne a démissionné et il sera remplacé au sein du cabinet par le député Ed Davey. Le député Norman Lamb devrait prendre le poste de ministre des Affaires auquel Davey se désiste.,Huhne a démissionné et il sera remplacé au Cabinet par Ed Davey MP. Norman Lamb MP est attendu pour prendre le poste de ministre des Affaires Davey est vacante.,62.25996461334587,43.33569544295539,7.75,7.0625,fra_Latn
"Translate the following sentence from English to French:
Q: Huhne and Pryce are scheduled to appear at the Westminster Magistrates Court on February 16.
A:",Huhne and Pryce are scheduled to appear at the Westminster Magistrates Court on February 16.,Huhne et Pryce doivent comparaître devant la Magistrates Court de Westminster le 16 février.,Huhne et Pryce sont prévus pour comparaître devant le tribunal de Westminster le 16 février.,65.88889521163794,51.0032342952127,3.359375,4.1875,fra_Latn
"Translate the following sentence from English to French:
Q: The fatalities were Nicholas Alden, 25, and Zachary Cuddeback, 21. Cuddeback had been the driver.
A:","The fatalities were Nicholas Alden, 25, and Zachary Cuddeback, 21. Cuddeback had been the driver.","Les victimes sont Nicholas Alden, 25 ans, et Zachary Cuddeback, 21 ans. Cuddeback était le conducteur.","Les victimes étaient Nicholas Alden, 25 ans, et Zachary Cuddeback, 21 ans. Cuddeback était le conducteur.",93.63146426331161,90.61874434879648,2.28125,0.9296875,fra_Latn
"Translate the following sentence from English to French:
Q: Edgar Veguilla received arm and jaw wounds while Kristoffer Schneider was left requiring reconstructive surgery for his face.
A:",Edgar Veguilla received arm and jaw wounds while Kristoffer Schneider was left requiring reconstructive surgery for his face.,Edgar Veguilla a été blessé au bras et à la mâchoire tandis que Kristoffer Schneider a dû subir une chirurgie reconstructive pour son visage.,Edgar Veguilla reçut des blessures à l'arme et au visage alors que Kristoffer Schneider a été laissé nécessitant une chirurgie reconstructrice pour son visage.,60.426063628639056,32.87786591179239,6.09375,6.875,fra_Latn
"Translate the following sentence from English to French:
Q: Uka's weapon failed whilst pointed at a fifth man's head. Schneider has ongoing pain, blindness in one eye, a missing section of skull and a face rebuilt from titanium.
A:","Uka's weapon failed whilst pointed at a fifth man's head. Schneider has ongoing pain, blindness in one eye, a missing section of skull and a face rebuilt from titanium.","L'arme d'Uka s'est enrayée alors qu'elle était pointée sur la tête d'un cinquième homme. Schneider souffre d'une douleur lancinante, ne voit plus d'un œil, a perdu une partie de son crâne, et son visage a été reconstruit à partir de titane.","L'arme d'Uka a échoué alors qu'elle était dirigée vers la tête d'un cinquième homme. Schneider a des douleurs chroniques, une cécité d'un œil, une section manquante du crâne et un visage reconstruit en titane.",49.62900215504503,36.37791745479445,1.3125,1.8359375,fra_Latn
"Translate the following sentence from English to French:
Q: Schneider testified via videolink from a USAF base in his homeland.
A:",Schneider testified via videolink from a USAF base in his homeland.,Schneider a témoigné par liaison vidéo depuis une base de l’USAF dans son pays.,Schneider a témoigné par vidéoconférence d'une base de l'USAF dans son pays natal.,63.055892930238244,45.58906849298836,1.0078125,1.328125,fra_Latn
